,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[589, 132, 197, 263]",0.01,0.0,0.0,0.91,0.03,0.0,0.05,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
1,"[585, 128, 199, 269]",0.04,0.0,0.02,0.46,0.26,0.0,0.22,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
2,"[586, 128, 202, 263]",0.06,0.0,0.05,0.3,0.42,0.01,0.15,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
3,"[589, 126, 202, 269]",0.09,0.01,0.06,0.35,0.43,0.01,0.06,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
4,"[590, 131, 199, 269]",0.08,0.01,0.04,0.25,0.55,0.02,0.06,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
5,"[583, 121, 208, 266]",0.15,0.05,0.06,0.05,0.57,0.04,0.07,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
6,"[591, 117, 208, 268]",0.06,0.04,0.07,0.09,0.64,0.04,0.07,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
7,"[602, 105, 211, 286]",0.06,0.03,0.08,0.17,0.57,0.04,0.04,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
8,"[613, 105, 212, 283]",0.09,0.04,0.12,0.11,0.57,0.03,0.04,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
9,"[629, 104, 206, 269]",0.06,0.0,0.16,0.03,0.62,0.01,0.12,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
10,"[628, 111, 216, 272]",0.03,0.0,0.05,0.15,0.58,0.0,0.19,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
11,"[626, 116, 212, 270]",0.02,0.0,0.03,0.14,0.54,0.0,0.27,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
12,"[617, 130, 207, 263]",0.04,0.0,0.03,0.1,0.63,0.0,0.19,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
13,"[612, 149, 202, 255]",0.03,0.0,0.06,0.04,0.77,0.0,0.08,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
14,"[562, 147, 206, 261]",0.03,0.0,0.07,0.03,0.75,0.0,0.11,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
15,"[563, 152, 202, 251]",0.02,0.0,0.04,0.03,0.78,0.0,0.13,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
16,"[584, 108, 210, 280]",0.02,0.0,0.05,0.04,0.62,0.0,0.27,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
17,"[605, 119, 208, 265]",0.05,0.0,0.18,0.01,0.61,0.07,0.08,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
18,"[624, 113, 209, 273]",0.08,0.0,0.26,0.01,0.55,0.05,0.04,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
19,"[645, 113, 205, 264]",0.03,0.0,0.18,0.01,0.66,0.04,0.08,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
20,"[651, 116, 206, 266]",0.06,0.0,0.21,0.01,0.56,0.09,0.07,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
21,"[649, 105, 201, 274]",0.04,0.0,0.17,0.16,0.43,0.06,0.14,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
22,"[609, 104, 204, 277]",0.05,0.0,0.23,0.09,0.26,0.05,0.31,video_0193,135,3,50,45,23.976023976023978,5.630624999999999,2025-01-29T20:14:22.442068
