,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[539, 106, 240, 326]",0.05,0.0,0.04,0.53,0.05,0.01,0.32,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
1,"[584, 110, 245, 328]",0.03,0.0,0.01,0.06,0.11,0.0,0.78,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
2,"[621, 108, 256, 333]",0.03,0.0,0.02,0.05,0.16,0.0,0.75,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
3,"[632, 115, 253, 334]",0.05,0.0,0.02,0.03,0.17,0.0,0.73,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
4,"[637, 133, 255, 327]",0.07,0.0,0.04,0.0,0.12,0.0,0.77,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
5,"[640, 144, 250, 321]",0.06,0.0,0.08,0.0,0.22,0.0,0.63,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
6,"[624, 139, 250, 321]",0.05,0.0,0.1,0.0,0.44,0.0,0.41,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
7,"[608, 124, 245, 317]",0.07,0.0,0.2,0.0,0.5,0.0,0.24,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
8,"[589, 110, 245, 316]",0.09,0.0,0.22,0.0,0.47,0.0,0.22,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
9,"[562, 90, 265, 333]",0.05,0.0,0.12,0.0,0.38,0.0,0.44,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
10,"[567, 98, 248, 307]",0.06,0.0,0.32,0.0,0.3,0.0,0.31,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
11,"[574, 93, 227, 295]",0.23,0.0,0.33,0.0,0.08,0.31,0.04,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
12,"[560, 88, 232, 291]",0.16,0.0,0.17,0.01,0.1,0.46,0.1,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
13,"[528, 70, 244, 302]",0.14,0.0,0.08,0.0,0.07,0.67,0.04,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
14,"[479, 81, 230, 276]",0.11,0.0,0.42,0.0,0.22,0.12,0.12,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
15,"[443, 84, 239, 282]",0.25,0.0,0.36,0.0,0.18,0.03,0.17,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
16,"[429, 107, 217, 272]",0.16,0.0,0.4,0.0,0.2,0.01,0.23,"[1115, 233, 19, 25]",0.3,0.0,0.25,0.07,0.15,0.0,0.24,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
17,"[405, 126, 222, 276]",0.11,0.0,0.47,0.0,0.08,0.01,0.32,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
18,"[395, 139, 217, 274]",0.13,0.0,0.25,0.0,0.13,0.01,0.49,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
19,"[405, 155, 201, 257]",0.12,0.0,0.29,0.0,0.33,0.0,0.25,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
20,"[392, 154, 209, 268]",0.17,0.0,0.26,0.0,0.12,0.0,0.45,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
21,"[387, 159, 210, 267]",0.15,0.0,0.15,0.0,0.19,0.0,0.5,,,,,,,,,video_0114,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:09:45.279747
