,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[809, 137, 213, 274]",0.26,0.01,0.12,0.08,0.44,0.02,0.06,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
1,"[812, 138, 214, 275]",0.22,0.02,0.11,0.09,0.48,0.01,0.07,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
2,"[814, 139, 215, 276]",0.2,0.01,0.11,0.17,0.41,0.01,0.08,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
3,"[824, 147, 215, 292]",0.1,0.0,0.02,0.6,0.21,0.01,0.06,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
4,"[825, 152, 215, 289]",0.14,0.01,0.03,0.48,0.26,0.01,0.07,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
5,"[829, 152, 212, 288]",0.11,0.0,0.02,0.51,0.28,0.01,0.08,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
6,"[833, 146, 219, 289]",0.23,0.01,0.09,0.29,0.27,0.01,0.09,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
7,"[836, 148, 221, 288]",0.18,0.0,0.09,0.33,0.29,0.01,0.09,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
8,"[839, 148, 223, 290]",0.15,0.0,0.09,0.47,0.21,0.02,0.06,"[888, 578, 17, 25]",0.33,0.0,0.04,0.36,0.24,0.01,0.02,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
9,"[844, 156, 222, 287]",0.13,0.0,0.06,0.56,0.18,0.02,0.05,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
10,"[844, 159, 223, 291]",0.21,0.0,0.09,0.29,0.31,0.04,0.06,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
11,"[854, 171, 218, 284]",0.21,0.0,0.14,0.09,0.5,0.02,0.04,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
12,"[854, 176, 222, 289]",0.2,0.0,0.09,0.25,0.38,0.03,0.05,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
13,"[856, 184, 222, 291]",0.46,0.0,0.11,0.06,0.31,0.01,0.05,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
14,"[855, 189, 226, 301]",0.71,0.0,0.06,0.02,0.17,0.0,0.03,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
15,"[849, 194, 228, 296]",0.5,0.0,0.11,0.01,0.32,0.0,0.05,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
16,"[830, 201, 236, 293]",0.54,0.01,0.12,0.01,0.28,0.0,0.04,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
17,"[815, 198, 236, 301]",0.6,0.02,0.07,0.03,0.23,0.01,0.06,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
18,"[790, 194, 235, 301]",0.56,0.02,0.11,0.03,0.21,0.01,0.06,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
19,"[763, 199, 232, 285]",0.54,0.02,0.09,0.07,0.21,0.01,0.06,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
20,"[723, 194, 235, 287]",0.5,0.01,0.12,0.06,0.22,0.01,0.08,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
21,"[681, 191, 239, 295]",0.42,0.03,0.15,0.07,0.2,0.01,0.13,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
22,"[646, 183, 235, 290]",0.65,0.0,0.09,0.01,0.2,0.0,0.05,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
23,"[606, 178, 237, 294]",0.65,0.0,0.08,0.02,0.14,0.0,0.1,,,,,,,,,video_0497,89,2,50,44,25.0,3.56,2025-01-29T20:33:00.297849
