,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[674, 150, 117, 161]",0.17,0.0,0.06,0.02,0.63,0.02,0.1,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
1,"[682, 139, 148, 192]",0.07,0.0,0.04,0.02,0.55,0.02,0.31,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
2,"[701, 155, 120, 153]",0.18,0.0,0.06,0.01,0.5,0.01,0.24,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
3,"[702, 143, 121, 158]",0.23,0.0,0.05,0.02,0.36,0.01,0.32,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
4,"[700, 135, 120, 152]",0.24,0.0,0.08,0.02,0.4,0.01,0.24,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
5,"[694, 134, 117, 153]",0.2,0.0,0.1,0.03,0.37,0.04,0.25,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
6,"[692, 134, 115, 153]",0.23,0.0,0.12,0.02,0.45,0.04,0.15,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
7,"[687, 132, 116, 149]",0.22,0.0,0.09,0.01,0.44,0.05,0.19,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
8,"[688, 130, 116, 151]",0.28,0.0,0.06,0.01,0.44,0.02,0.19,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
9,"[689, 126, 117, 153]",0.27,0.0,0.07,0.01,0.36,0.01,0.29,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
10,"[696, 126, 120, 153]",0.35,0.0,0.07,0.01,0.21,0.01,0.35,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
11,"[704, 124, 124, 157]",0.21,0.0,0.08,0.01,0.22,0.0,0.48,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
12,"[713, 121, 123, 155]",0.24,0.0,0.02,0.01,0.09,0.0,0.64,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
13,"[726, 121, 124, 160]",0.23,0.0,0.02,0.0,0.16,0.0,0.58,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
14,"[731, 126, 127, 161]",0.16,0.0,0.07,0.01,0.1,0.01,0.66,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
15,"[740, 120, 127, 157]",0.31,0.0,0.04,0.01,0.12,0.0,0.53,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
16,"[747, 120, 127, 159]",0.27,0.0,0.02,0.01,0.12,0.0,0.58,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
17,"[749, 118, 130, 159]",0.17,0.0,0.05,0.0,0.18,0.0,0.59,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
18,"[758, 128, 128, 158]",0.31,0.0,0.07,0.0,0.2,0.0,0.41,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
19,"[763, 124, 126, 159]",0.56,0.0,0.05,0.0,0.1,0.0,0.29,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
20,"[761, 122, 130, 164]",0.56,0.0,0.09,0.06,0.05,0.01,0.23,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
21,"[755, 123, 132, 171]",0.29,0.0,0.09,0.11,0.15,0.02,0.34,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
22,"[748, 119, 135, 173]",0.25,0.0,0.04,0.05,0.14,0.0,0.52,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
23,"[742, 112, 143, 182]",0.38,0.0,0.03,0.01,0.15,0.0,0.43,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
24,"[731, 110, 146, 186]",0.26,0.0,0.02,0.01,0.07,0.0,0.64,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
25,"[727, 114, 144, 186]",0.1,0.0,0.02,0.0,0.08,0.0,0.78,video_0896,54,2,50,27,23.976023976023978,2.2522499999999996,2025-01-29T20:57:21.792556
