,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[492, 241, 327, 421]",0.09,0.0,0.04,0.0,0.18,0.0,0.68,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
1,"[485, 240, 328, 422]",0.14,0.0,0.04,0.0,0.34,0.0,0.47,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
2,"[498, 246, 326, 419]",0.06,0.0,0.06,0.0,0.37,0.0,0.5,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
3,"[485, 240, 329, 423]",0.19,0.0,0.05,0.0,0.39,0.0,0.37,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
4,"[496, 247, 324, 419]",0.08,0.0,0.06,0.0,0.29,0.0,0.56,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
5,"[492, 245, 325, 422]",0.11,0.0,0.08,0.0,0.37,0.01,0.44,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
6,"[488, 256, 323, 414]",0.11,0.0,0.18,0.0,0.46,0.01,0.24,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
7,"[486, 255, 324, 417]",0.11,0.0,0.13,0.0,0.43,0.01,0.32,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
8,"[487, 256, 324, 415]",0.12,0.0,0.18,0.0,0.4,0.01,0.28,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
9,"[483, 243, 323, 419]",0.12,0.0,0.07,0.0,0.27,0.0,0.54,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
10,"[482, 242, 325, 418]",0.1,0.0,0.05,0.0,0.33,0.0,0.51,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
11,"[482, 242, 325, 417]",0.06,0.0,0.03,0.0,0.21,0.0,0.69,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
12,"[480, 241, 326, 417]",0.05,0.0,0.03,0.0,0.19,0.0,0.73,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
13,"[490, 255, 323, 405]",0.02,0.0,0.02,0.0,0.48,0.0,0.47,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
14,"[488, 253, 332, 408]",0.02,0.0,0.02,0.01,0.46,0.0,0.5,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
15,"[490, 258, 325, 399]",0.01,0.0,0.02,0.03,0.26,0.0,0.68,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
16,"[489, 259, 323, 395]",0.01,0.0,0.01,0.05,0.09,0.0,0.84,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
17,"[488, 258, 325, 397]",0.01,0.0,0.01,0.09,0.07,0.0,0.82,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
18,"[487, 254, 324, 399]",0.01,0.0,0.03,0.13,0.13,0.0,0.7,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
19,"[486, 248, 328, 410]",0.01,0.0,0.01,0.19,0.07,0.0,0.72,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
20,"[487, 247, 328, 413]",0.02,0.0,0.01,0.17,0.05,0.0,0.75,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
21,"[487, 246, 327, 415]",0.02,0.0,0.02,0.18,0.06,0.0,0.72,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
22,"[487, 248, 326, 413]",0.02,0.0,0.01,0.17,0.07,0.0,0.72,video_0674,96,2,50,48,29.962197344441552,3.2040373707040373,2025-01-29T20:43:22.432774
