,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[843, 190, 289, 381]",0.03,0.0,0.4,0.09,0.16,0.02,0.31,,,,,,,,,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
1,"[847, 192, 289, 379]",0.02,0.0,0.44,0.03,0.22,0.1,0.19,,,,,,,,,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
2,"[850, 188, 285, 381]",0.02,0.0,0.57,0.02,0.11,0.2,0.07,"[32, 909, 117, 135]",0.48,0.0,0.06,0.04,0.32,0.06,0.03,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
3,"[845, 187, 292, 386]",0.03,0.0,0.41,0.01,0.17,0.29,0.09,"[32, 909, 116, 133]",0.5,0.0,0.06,0.03,0.3,0.07,0.03,"[1001, 1009, 34, 37]",0.21,0.0,0.06,0.51,0.12,0.01,0.09,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
4,"[849, 187, 284, 392]",0.01,0.0,0.2,0.0,0.04,0.73,0.02,,,,,,,,,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
5,"[844, 193, 286, 383]",0.03,0.0,0.09,0.01,0.27,0.11,0.49,,,,,,,,,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
6,"[838, 208, 282, 378]",0.02,0.0,0.02,0.04,0.1,0.1,0.72,"[26, 907, 120, 136]",0.43,0.0,0.07,0.06,0.32,0.08,0.03,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
7,"[838, 203, 294, 395]",0.02,0.0,0.04,0.02,0.16,0.05,0.71,"[28, 908, 119, 136]",0.45,0.0,0.08,0.04,0.33,0.07,0.03,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
8,"[843, 205, 291, 399]",0.01,0.0,0.02,0.01,0.05,0.01,0.91,,,,,,,,,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
9,"[842, 202, 295, 406]",0.0,0.0,0.01,0.03,0.02,0.01,0.93,"[27, 908, 119, 137]",0.45,0.0,0.07,0.04,0.35,0.06,0.03,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
10,"[840, 190, 303, 421]",0.01,0.0,0.14,0.04,0.15,0.21,0.45,"[341, 751, 249, 273]",0.02,0.01,0.13,0.05,0.56,0.06,0.17,"[25, 909, 119, 137]",0.42,0.0,0.07,0.05,0.37,0.06,0.03,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
11,"[842, 192, 301, 416]",0.01,0.0,0.17,0.07,0.28,0.14,0.34,"[24, 908, 123, 142]",0.41,0.0,0.07,0.04,0.4,0.05,0.03,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
12,"[848, 196, 294, 406]",0.01,0.0,0.14,0.03,0.3,0.08,0.44,"[23, 906, 124, 142]",0.41,0.0,0.07,0.03,0.4,0.05,0.03,"[1783, 385, 21, 23]",0.2,0.0,0.23,0.05,0.2,0.0,0.32,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
13,"[847, 209, 281, 384]",0.01,0.0,0.04,0.02,0.19,0.01,0.73,"[24, 906, 123, 143]",0.48,0.0,0.07,0.03,0.35,0.05,0.03,"[1782, 385, 22, 23]",0.2,0.0,0.23,0.06,0.2,0.0,0.31,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
14,"[847, 207, 287, 384]",0.01,0.0,0.06,0.02,0.23,0.01,0.68,"[22, 904, 124, 144]",0.48,0.0,0.06,0.03,0.34,0.05,0.03,"[1783, 385, 21, 23]",0.19,0.0,0.24,0.05,0.18,0.0,0.33,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
15,"[850, 198, 288, 388]",0.05,0.0,0.41,0.02,0.2,0.03,0.28,"[21, 900, 125, 146]",0.48,0.0,0.07,0.04,0.33,0.05,0.03,"[1783, 385, 21, 23]",0.2,0.0,0.24,0.05,0.17,0.0,0.34,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
16,"[855, 186, 298, 406]",0.07,0.0,0.23,0.01,0.34,0.01,0.34,"[345, 752, 244, 265]",0.01,0.0,0.11,0.03,0.7,0.06,0.1,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
17,"[857, 187, 295, 402]",0.08,0.0,0.16,0.02,0.16,0.01,0.58,"[343, 754, 246, 270]",0.01,0.0,0.14,0.04,0.64,0.05,0.12,"[26, 907, 120, 139]",0.48,0.0,0.08,0.04,0.29,0.07,0.04,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
18,"[855, 190, 296, 399]",0.06,0.0,0.26,0.04,0.18,0.02,0.43,"[349, 753, 239, 258]",0.01,0.0,0.1,0.05,0.68,0.07,0.09,"[28, 909, 117, 136]",0.42,0.0,0.09,0.04,0.33,0.08,0.04,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
19,"[855, 191, 294, 397]",0.03,0.0,0.18,0.03,0.17,0.01,0.58,"[25, 906, 120, 140]",0.44,0.0,0.09,0.04,0.33,0.07,0.03,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
20,"[853, 208, 288, 378]",0.06,0.0,0.12,0.03,0.4,0.0,0.39,,,,,,,,,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
21,"[842, 205, 293, 382]",0.01,0.0,0.02,0.01,0.18,0.0,0.78,"[29, 908, 118, 137]",0.48,0.0,0.09,0.05,0.28,0.07,0.03,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
22,"[844, 204, 294, 389]",0.01,0.0,0.04,0.01,0.14,0.02,0.78,"[334, 744, 259, 284]",0.02,0.01,0.16,0.03,0.54,0.09,0.15,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
23,"[840, 205, 295, 397]",0.01,0.0,0.02,0.01,0.08,0.02,0.87,"[333, 742, 265, 295]",0.04,0.0,0.24,0.07,0.32,0.21,0.12,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
24,"[846, 212, 296, 393]",0.01,0.0,0.02,0.01,0.08,0.02,0.86,,,,,,,,,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
25,"[840, 228, 291, 383]",0.01,0.0,0.01,0.0,0.06,0.0,0.93,,,,,,,,,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
26,"[844, 232, 285, 390]",0.04,0.0,0.06,0.01,0.21,0.21,0.48,"[30, 910, 116, 133]",0.47,0.0,0.07,0.04,0.33,0.05,0.04,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
27,"[838, 203, 304, 409]",0.01,0.0,0.03,0.01,0.19,0.04,0.71,"[279, 735, 330, 376]",0.12,0.0,0.14,0.07,0.3,0.07,0.31,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
28,"[836, 198, 302, 403]",0.01,0.0,0.02,0.01,0.05,0.0,0.9,,,,,,,,,,,,,,,,,video_0736,62,2,50,31,25.0,2.48,2025-01-29T20:47:16.699314
