,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[676, 99, 199, 277]",0.25,0.0,0.18,0.0,0.21,0.02,0.34,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
1,"[670, 96, 200, 278]",0.27,0.0,0.17,0.0,0.09,0.07,0.4,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
2,"[668, 96, 200, 278]",0.3,0.0,0.19,0.01,0.09,0.06,0.36,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
3,"[666, 96, 198, 268]",0.29,0.0,0.11,0.0,0.13,0.06,0.4,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
4,"[663, 90, 197, 267]",0.24,0.0,0.09,0.0,0.19,0.02,0.45,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
5,"[664, 91, 196, 264]",0.39,0.0,0.09,0.0,0.11,0.06,0.35,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
6,"[665, 91, 193, 264]",0.3,0.0,0.11,0.0,0.2,0.02,0.37,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
7,"[666, 95, 194, 266]",0.31,0.0,0.09,0.01,0.1,0.05,0.45,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
8,"[671, 102, 200, 272]",0.36,0.0,0.2,0.0,0.11,0.05,0.27,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
9,"[671, 102, 200, 271]",0.34,0.0,0.22,0.0,0.11,0.06,0.27,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
10,"[669, 97, 200, 271]",0.28,0.0,0.18,0.01,0.13,0.04,0.37,"[533, 670, 23, 28]",0.36,0.0,0.13,0.07,0.15,0.03,0.26,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
11,"[668, 97, 197, 266]",0.36,0.0,0.12,0.0,0.15,0.05,0.31,"[532, 669, 24, 28]",0.55,0.0,0.19,0.07,0.06,0.02,0.11,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
12,"[669, 103, 197, 262]",0.32,0.0,0.22,0.0,0.17,0.07,0.22,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
13,"[669, 104, 197, 261]",0.28,0.0,0.22,0.0,0.15,0.08,0.27,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
14,"[668, 102, 197, 262]",0.32,0.0,0.2,0.0,0.15,0.06,0.27,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
15,"[668, 105, 198, 262]",0.44,0.0,0.16,0.01,0.1,0.04,0.25,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
16,"[668, 105, 198, 262]",0.33,0.0,0.16,0.0,0.1,0.04,0.36,"[85, 391, 129, 170]",0.08,0.0,0.38,0.02,0.35,0.02,0.16,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
17,"[668, 105, 198, 260]",0.29,0.0,0.17,0.0,0.12,0.05,0.37,"[84, 391, 128, 170]",0.09,0.0,0.39,0.02,0.31,0.02,0.18,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
18,"[667, 104, 199, 262]",0.35,0.0,0.18,0.0,0.11,0.06,0.31,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
19,"[666, 106, 198, 262]",0.35,0.0,0.21,0.0,0.15,0.03,0.26,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
20,"[668, 107, 194, 257]",0.33,0.0,0.18,0.0,0.11,0.03,0.34,"[85, 392, 128, 169]",0.07,0.0,0.39,0.02,0.35,0.02,0.16,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
21,"[643, 106, 194, 245]",0.25,0.0,0.07,0.0,0.06,0.05,0.56,"[85, 391, 129, 171]",0.08,0.0,0.42,0.02,0.34,0.02,0.12,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
22,"[645, 101, 200, 262]",0.19,0.0,0.06,0.01,0.34,0.0,0.41,"[810, 669, 24, 28]",0.75,0.0,0.11,0.0,0.08,0.01,0.03,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
23,"[638, 96, 203, 267]",0.15,0.0,0.06,0.01,0.19,0.0,0.59,"[582, 128, 156, 189]",0.22,0.0,0.13,0.33,0.15,0.03,0.15,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
24,"[639, 94, 203, 268]",0.14,0.0,0.08,0.01,0.05,0.02,0.7,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
25,"[640, 96, 198, 261]",0.18,0.0,0.11,0.03,0.07,0.03,0.6,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
26,"[649, 89, 196, 267]",0.22,0.0,0.12,0.06,0.02,0.03,0.55,,,,,,,,,video_0258,53,2,50,26,23.976023976023978,2.2105416666666664,2025-01-29T20:18:28.674596
