,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[633, 139, 242, 318]",0.06,0.0,0.06,0.03,0.06,0.0,0.79,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
1,"[634, 142, 239, 314]",0.08,0.0,0.06,0.04,0.05,0.0,0.77,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
2,"[634, 140, 240, 315]",0.06,0.0,0.12,0.04,0.08,0.01,0.7,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
3,"[635, 143, 238, 313]",0.08,0.0,0.07,0.03,0.06,0.0,0.75,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
4,"[634, 144, 238, 312]",0.11,0.0,0.13,0.03,0.14,0.0,0.57,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
5,"[631, 123, 225, 315]",0.06,0.0,0.06,0.01,0.09,0.05,0.73,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
6,"[625, 129, 222, 312]",0.14,0.0,0.15,0.0,0.15,0.13,0.43,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
7,"[628, 130, 221, 310]",0.13,0.0,0.1,0.0,0.1,0.13,0.54,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
8,"[631, 126, 224, 314]",0.1,0.0,0.11,0.01,0.13,0.06,0.58,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
9,"[641, 129, 219, 311]",0.07,0.0,0.09,0.01,0.11,0.16,0.56,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
10,"[642, 128, 221, 314]",0.07,0.0,0.11,0.01,0.14,0.2,0.47,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
11,"[639, 126, 222, 314]",0.08,0.0,0.09,0.0,0.17,0.19,0.46,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
12,"[643, 127, 220, 308]",0.08,0.0,0.1,0.02,0.14,0.13,0.53,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
13,"[644, 127, 218, 307]",0.05,0.0,0.09,0.02,0.1,0.14,0.6,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
14,"[643, 126, 219, 311]",0.08,0.0,0.14,0.01,0.14,0.18,0.46,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
15,"[642, 128, 218, 309]",0.09,0.0,0.13,0.01,0.15,0.14,0.48,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
16,"[643, 128, 219, 309]",0.09,0.0,0.11,0.01,0.13,0.12,0.55,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
17,"[643, 128, 219, 308]",0.07,0.0,0.09,0.01,0.12,0.11,0.6,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
18,"[643, 130, 219, 306]",0.07,0.0,0.07,0.02,0.12,0.09,0.63,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
19,"[643, 132, 218, 304]",0.09,0.0,0.09,0.01,0.13,0.12,0.56,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
20,"[641, 128, 219, 305]",0.11,0.0,0.11,0.01,0.15,0.12,0.5,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
21,"[639, 130, 220, 307]",0.11,0.0,0.12,0.01,0.18,0.14,0.44,video_0932,123,3,50,41,25.0,4.92,2025-01-29T20:59:53.700636
