,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[353, 57, 143, 184]",0.2,0.0,0.01,0.37,0.27,0.0,0.15,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
1,"[365, 63, 138, 183]",0.19,0.0,0.01,0.4,0.15,0.01,0.24,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
2,"[363, 67, 143, 177]",0.15,0.0,0.02,0.42,0.3,0.01,0.11,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
3,"[352, 66, 147, 182]",0.22,0.0,0.04,0.01,0.24,0.0,0.49,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
4,"[351, 67, 146, 182]",0.24,0.0,0.03,0.0,0.15,0.0,0.58,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
5,"[350, 66, 146, 182]",0.23,0.0,0.04,0.0,0.14,0.0,0.58,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
6,"[352, 64, 147, 182]",0.3,0.0,0.05,0.01,0.19,0.0,0.45,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
7,"[356, 63, 145, 180]",0.23,0.0,0.03,0.01,0.12,0.0,0.6,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
8,"[358, 59, 150, 189]",0.29,0.0,0.05,0.02,0.26,0.0,0.38,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
9,"[365, 67, 143, 180]",0.2,0.0,0.04,0.02,0.16,0.0,0.58,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
10,"[355, 61, 146, 181]",0.1,0.0,0.04,0.03,0.14,0.0,0.7,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
11,"[354, 63, 141, 178]",0.11,0.0,0.03,0.02,0.07,0.0,0.77,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
12,"[350, 63, 141, 177]",0.05,0.0,0.02,0.02,0.05,0.0,0.86,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
13,"[348, 62, 140, 177]",0.12,0.0,0.05,0.03,0.11,0.0,0.69,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
14,"[347, 61, 138, 176]",0.04,0.0,0.03,0.02,0.06,0.0,0.84,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
15,"[347, 62, 138, 174]",0.05,0.0,0.02,0.02,0.05,0.0,0.86,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
16,"[347, 62, 139, 175]",0.08,0.0,0.03,0.02,0.08,0.0,0.79,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
17,"[347, 61, 139, 174]",0.05,0.0,0.02,0.02,0.06,0.0,0.86,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
18,"[347, 62, 138, 174]",0.05,0.0,0.02,0.02,0.05,0.0,0.86,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
19,"[347, 61, 138, 175]",0.06,0.0,0.03,0.02,0.07,0.0,0.83,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
20,"[346, 62, 138, 174]",0.04,0.0,0.02,0.03,0.06,0.0,0.84,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
21,"[346, 62, 139, 174]",0.05,0.0,0.02,0.03,0.06,0.0,0.84,video_0145,79,2,50,39,24.0,3.2916666666666665,2025-01-29T20:11:34.013017
