,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[859, 435, 28, 37]",0.03,0.0,0.04,0.67,0.02,0.15,0.08,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
1,"[536, 58, 209, 286]",0.08,0.01,0.42,0.04,0.01,0.44,0.01,"[860, 434, 27, 38]",0.05,0.0,0.04,0.61,0.03,0.18,0.09,"[871, 482, 25, 37]",0.08,0.0,0.22,0.07,0.38,0.14,0.11,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
2,"[535, 44, 213, 281]",0.03,0.0,0.34,0.24,0.03,0.03,0.33,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
3,"[535, 50, 208, 269]",0.03,0.0,0.54,0.07,0.01,0.21,0.14,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
4,"[529, 60, 208, 285]",0.02,0.0,0.77,0.03,0.01,0.17,0.0,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
5,"[531, 64, 208, 282]",0.04,0.0,0.7,0.02,0.01,0.22,0.01,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
6,"[527, 55, 225, 300]",0.25,0.0,0.5,0.01,0.1,0.09,0.05,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
7,"[522, 54, 218, 285]",0.13,0.0,0.19,0.01,0.18,0.07,0.42,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
8,"[524, 61, 213, 277]",0.2,0.0,0.23,0.09,0.07,0.12,0.3,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
9,"[524, 63, 210, 274]",0.08,0.0,0.22,0.48,0.03,0.11,0.08,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
10,"[525, 60, 209, 276]",0.1,0.02,0.47,0.02,0.04,0.28,0.06,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
11,"[522, 57, 221, 286]",0.13,0.0,0.25,0.38,0.05,0.04,0.14,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
12,"[522, 58, 220, 283]",0.14,0.0,0.21,0.05,0.08,0.03,0.49,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
13,"[524, 57, 211, 276]",0.1,0.0,0.36,0.09,0.07,0.05,0.33,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
14,"[523, 56, 213, 278]",0.07,0.0,0.59,0.08,0.06,0.09,0.1,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
15,"[522, 63, 210, 279]",0.2,0.01,0.26,0.09,0.09,0.2,0.16,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
16,"[523, 68, 205, 272]",0.18,0.02,0.22,0.08,0.04,0.14,0.33,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
17,"[513, 60, 213, 284]",0.14,0.01,0.42,0.15,0.07,0.05,0.17,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
18,"[514, 54, 214, 288]",0.1,0.0,0.34,0.21,0.09,0.08,0.18,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
19,"[516, 53, 218, 280]",0.09,0.0,0.07,0.26,0.12,0.01,0.45,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
20,"[525, 57, 210, 272]",0.14,0.0,0.13,0.11,0.09,0.04,0.49,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
21,"[522, 57, 218, 288]",0.04,0.0,0.43,0.18,0.05,0.01,0.3,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
22,"[520, 70, 216, 288]",0.16,0.0,0.36,0.0,0.15,0.03,0.29,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
23,"[506, 83, 217, 286]",0.05,0.0,0.63,0.09,0.09,0.02,0.12,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
24,"[508, 84, 217, 282]",0.09,0.0,0.55,0.14,0.11,0.02,0.08,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
25,"[507, 89, 214, 290]",0.52,0.0,0.32,0.01,0.09,0.0,0.06,,,,,,,,,,,,,,,,,video_0745,54,2,50,27,30.0,1.8,2025-01-29T20:47:51.083973
