,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[624, 83, 230, 302]",0.1,0.0,0.28,0.0,0.2,0.35,0.06,,,,,,,,,,,,,,,,,video_0682,112,3,50,37,25.0,4.48,2025-01-29T20:43:51.043458
1,"[637, 87, 218, 327]",0.15,0.0,0.19,0.06,0.12,0.38,0.09,,,,,,,,,,,,,,,,,video_0682,112,3,50,37,25.0,4.48,2025-01-29T20:43:51.043458
2,"[621, 91, 218, 311]",0.05,0.0,0.06,0.03,0.13,0.06,0.66,,,,,,,,,,,,,,,,,video_0682,112,3,50,37,25.0,4.48,2025-01-29T20:43:51.043458
3,"[620, 106, 215, 303]",0.06,0.0,0.11,0.0,0.27,0.02,0.54,"[972, 600, 56, 74]",0.11,0.11,0.05,0.5,0.18,0.01,0.04,"[1178, 621, 18, 23]",0.06,0.0,0.13,0.21,0.45,0.0,0.14,video_0682,112,3,50,37,25.0,4.48,2025-01-29T20:43:51.043458
4,"[611, 105, 223, 308]",0.13,0.0,0.22,0.0,0.46,0.01,0.18,,,,,,,,,,,,,,,,,video_0682,112,3,50,37,25.0,4.48,2025-01-29T20:43:51.043458
5,"[626, 119, 214, 296]",0.19,0.01,0.28,0.0,0.41,0.0,0.1,,,,,,,,,,,,,,,,,video_0682,112,3,50,37,25.0,4.48,2025-01-29T20:43:51.043458
6,"[627, 118, 212, 298]",0.19,0.01,0.27,0.0,0.4,0.01,0.12,,,,,,,,,,,,,,,,,video_0682,112,3,50,37,25.0,4.48,2025-01-29T20:43:51.043458
7,"[618, 121, 220, 301]",0.09,0.0,0.09,0.01,0.49,0.01,0.33,"[591, 677, 27, 32]",0.27,0.0,0.08,0.31,0.19,0.0,0.13,"[966, 449, 19, 23]",0.32,0.0,0.07,0.01,0.52,0.02,0.05,video_0682,112,3,50,37,25.0,4.48,2025-01-29T20:43:51.043458
8,"[618, 125, 217, 302]",0.08,0.0,0.07,0.43,0.18,0.0,0.24,"[704, 585, 24, 32]",0.37,0.0,0.21,0.03,0.34,0.01,0.04,,,,,,,,,video_0682,112,3,50,37,25.0,4.48,2025-01-29T20:43:51.043458
9,"[609, 114, 228, 315]",0.26,0.0,0.05,0.14,0.13,0.0,0.42,"[596, 675, 29, 35]",0.24,0.0,0.12,0.25,0.29,0.0,0.1,,,,,,,,,video_0682,112,3,50,37,25.0,4.48,2025-01-29T20:43:51.043458
10,"[625, 121, 210, 302]",0.41,0.01,0.16,0.04,0.25,0.0,0.13,"[959, 639, 22, 27]",0.1,0.0,0.09,0.1,0.52,0.0,0.18,,,,,,,,,video_0682,112,3,50,37,25.0,4.48,2025-01-29T20:43:51.043458
