,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[611, 157, 600, 825]",0.15,0.0,0.07,0.17,0.18,0.03,0.4,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
1,"[517, 105, 630, 813]",0.09,0.0,0.02,0.63,0.06,0.03,0.17,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
2,"[408, 109, 599, 831]",0.06,0.0,0.05,0.16,0.17,0.26,0.3,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
3,"[483, 115, 604, 853]",0.06,0.0,0.04,0.1,0.16,0.06,0.57,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
4,"[536, 120, 594, 792]",0.08,0.0,0.04,0.17,0.15,0.01,0.56,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
5,"[554, 101, 598, 795]",0.09,0.0,0.04,0.39,0.11,0.01,0.36,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
6,"[540, 97, 593, 808]",0.08,0.0,0.03,0.2,0.11,0.01,0.57,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
7,"[557, 96, 586, 799]",0.07,0.0,0.03,0.33,0.08,0.0,0.49,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
8,"[593, 104, 586, 769]",0.09,0.0,0.03,0.17,0.06,0.02,0.63,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
9,"[601, 86, 571, 773]",0.35,0.0,0.11,0.09,0.07,0.04,0.34,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
10,"[611, 88, 575, 782]",0.13,0.0,0.06,0.21,0.13,0.02,0.44,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
11,"[596, 93, 602, 796]",0.23,0.0,0.04,0.54,0.02,0.02,0.16,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
12,"[618, 107, 588, 747]",0.13,0.0,0.05,0.17,0.07,0.02,0.57,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
13,"[595, 150, 556, 688]",0.02,0.0,0.08,0.0,0.86,0.0,0.04,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
14,"[640, 115, 595, 732]",0.08,0.0,0.11,0.0,0.73,0.0,0.08,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
15,"[680, 108, 582, 712]",0.07,0.0,0.13,0.02,0.58,0.0,0.2,"[620, 741, 46, 47]",0.26,0.0,0.09,0.29,0.33,0.0,0.03,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
16,"[704, 114, 572, 702]",0.06,0.0,0.12,0.01,0.7,0.0,0.11,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
17,"[678, 65, 636, 785]",0.12,0.0,0.14,0.01,0.62,0.0,0.11,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
18,"[731, 91, 586, 709]",0.06,0.0,0.1,0.01,0.76,0.0,0.07,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
19,"[720, 96, 618, 703]",0.06,0.0,0.08,0.02,0.66,0.0,0.17,"[645, 731, 43, 44]",0.2,0.0,0.08,0.36,0.34,0.0,0.02,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
20,"[731, 56, 607, 701]",0.03,0.0,0.04,0.02,0.85,0.0,0.06,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
21,"[734, 63, 616, 705]",0.03,0.0,0.04,0.02,0.89,0.0,0.02,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
22,"[717, 32, 630, 745]",0.04,0.0,0.08,0.01,0.83,0.0,0.05,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
23,"[660, 25, 660, 725]",0.06,0.0,0.05,0.0,0.78,0.0,0.11,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
24,"[618, 2, 665, 765]",0.06,0.0,0.05,0.0,0.87,0.0,0.03,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
25,"[559, 9, 659, 747]",0.09,0.0,0.07,0.0,0.82,0.0,0.02,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
26,"[510, 8, 659, 754]",0.08,0.0,0.05,0.0,0.84,0.0,0.02,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
27,"[464, 16, 668, 765]",0.09,0.0,0.02,0.0,0.86,0.0,0.03,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
28,"[443, 33, 666, 784]",0.15,0.0,0.05,0.01,0.73,0.0,0.07,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
29,"[485, 62, 584, 734]",0.03,0.0,0.03,0.0,0.79,0.0,0.15,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
30,"[503, 102, 572, 717]",0.04,0.0,0.01,0.01,0.59,0.0,0.34,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
31,"[575, 83, 582, 738]",0.03,0.0,0.02,0.03,0.12,0.0,0.8,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
32,"[584, 66, 606, 737]",0.07,0.0,0.02,0.03,0.14,0.0,0.74,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
33,"[609, 61, 608, 744]",0.2,0.0,0.03,0.05,0.16,0.0,0.55,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
34,"[603, 55, 609, 757]",0.39,0.0,0.02,0.01,0.19,0.0,0.38,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
35,"[631, 51, 614, 748]",0.23,0.0,0.04,0.03,0.19,0.0,0.51,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
36,"[625, 89, 597, 691]",0.11,0.0,0.02,0.02,0.26,0.0,0.59,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
37,"[659, 79, 569, 690]",0.02,0.0,0.01,0.02,0.04,0.0,0.92,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
38,"[615, 87, 569, 703]",0.12,0.0,0.01,0.01,0.13,0.0,0.72,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
39,"[635, 69, 574, 686]",0.15,0.0,0.03,0.01,0.15,0.0,0.65,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
40,"[667, 16, 620, 703]",0.08,0.0,0.03,0.0,0.07,0.0,0.82,"[685, 719, 48, 50]",0.1,0.0,0.07,0.2,0.63,0.0,0.01,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
41,"[670, -30, 656, 745]",0.31,0.0,0.07,0.0,0.37,0.0,0.25,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
42,"[655, -18, 646, 766]",0.14,0.0,0.02,0.0,0.16,0.0,0.68,"[1575, 825, 86, 106]",0.36,0.0,0.06,0.1,0.37,0.06,0.04,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
43,"[575, 0, 650, 757]",0.14,0.0,0.03,0.0,0.35,0.0,0.47,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
44,"[491, 42, 633, 747]",0.25,0.0,0.03,0.02,0.21,0.0,0.49,"[494, 742, 88, 98]",0.1,0.0,0.15,0.04,0.66,0.0,0.05,"[1648, 910, 26, 33]",0.36,0.0,0.1,0.23,0.22,0.02,0.07,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
45,"[371, 65, 619, 756]",0.23,0.0,0.06,0.02,0.3,0.0,0.39,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
46,"[378, 47, 620, 801]",0.42,0.0,0.04,0.02,0.23,0.0,0.29,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
47,"[410, 62, 608, 791]",0.11,0.0,0.03,0.04,0.39,0.0,0.43,,,,,,,,,,,,,,,,,video_0407,192,4,50,48,24.0,8.0,2025-01-29T20:27:31.989394
