,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[386, 143, 233, 298]",0.19,0.0,0.15,0.01,0.15,0.01,0.49,,,,,,,,,video_0756,68,2,50,34,23.976023976023978,2.8361666666666663,2025-01-29T20:48:29.266929
1,"[378, 149, 235, 298]",0.17,0.0,0.13,0.01,0.19,0.02,0.48,,,,,,,,,video_0756,68,2,50,34,23.976023976023978,2.8361666666666663,2025-01-29T20:48:29.266929
2,"[388, 168, 227, 282]",0.09,0.0,0.15,0.15,0.14,0.01,0.45,,,,,,,,,video_0756,68,2,50,34,23.976023976023978,2.8361666666666663,2025-01-29T20:48:29.266929
3,"[388, 171, 224, 271]",0.16,0.0,0.18,0.25,0.13,0.05,0.23,,,,,,,,,video_0756,68,2,50,34,23.976023976023978,2.8361666666666663,2025-01-29T20:48:29.266929
4,"[391, 163, 226, 283]",0.12,0.0,0.16,0.15,0.11,0.02,0.44,,,,,,,,,video_0756,68,2,50,34,23.976023976023978,2.8361666666666663,2025-01-29T20:48:29.266929
5,"[391, 162, 228, 285]",0.07,0.0,0.13,0.02,0.18,0.01,0.59,,,,,,,,,video_0756,68,2,50,34,23.976023976023978,2.8361666666666663,2025-01-29T20:48:29.266929
6,"[392, 163, 226, 281]",0.19,0.0,0.13,0.01,0.17,0.01,0.48,,,,,,,,,video_0756,68,2,50,34,23.976023976023978,2.8361666666666663,2025-01-29T20:48:29.266929
7,"[378, 148, 232, 294]",0.2,0.0,0.14,0.0,0.19,0.06,0.4,,,,,,,,,video_0756,68,2,50,34,23.976023976023978,2.8361666666666663,2025-01-29T20:48:29.266929
8,"[384, 148, 227, 288]",0.17,0.0,0.24,0.01,0.17,0.09,0.32,,,,,,,,,video_0756,68,2,50,34,23.976023976023978,2.8361666666666663,2025-01-29T20:48:29.266929
9,"[381, 147, 229, 291]",0.1,0.0,0.14,0.02,0.18,0.02,0.54,,,,,,,,,video_0756,68,2,50,34,23.976023976023978,2.8361666666666663,2025-01-29T20:48:29.266929
10,"[377, 150, 223, 282]",0.12,0.0,0.11,0.12,0.14,0.05,0.45,,,,,,,,,video_0756,68,2,50,34,23.976023976023978,2.8361666666666663,2025-01-29T20:48:29.266929
