,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[821, 109, 106, 127]",0.05,0.0,0.65,0.0,0.09,0.04,0.17,,,,,,,,,,,,,,,,,video_0368,434,9,50,48,25.0,17.36,2025-01-29T20:24:57.828704
1,"[814, 116, 104, 124]",0.03,0.0,0.88,0.0,0.04,0.01,0.03,,,,,,,,,,,,,,,,,video_0368,434,9,50,48,25.0,17.36,2025-01-29T20:24:57.828704
2,"[824, 115, 107, 129]",0.03,0.0,0.87,0.0,0.06,0.01,0.03,,,,,,,,,,,,,,,,,video_0368,434,9,50,48,25.0,17.36,2025-01-29T20:24:57.828704
3,"[835, 108, 112, 133]",0.02,0.0,0.88,0.0,0.03,0.05,0.03,,,,,,,,,,,,,,,,,video_0368,434,9,50,48,25.0,17.36,2025-01-29T20:24:57.828704
4,"[845, 98, 114, 139]",0.01,0.0,0.91,0.0,0.02,0.04,0.01,,,,,,,,,,,,,,,,,video_0368,434,9,50,48,25.0,17.36,2025-01-29T20:24:57.828704
5,"[860, 89, 121, 144]",0.02,0.0,0.9,0.0,0.02,0.04,0.01,,,,,,,,,,,,,,,,,video_0368,434,9,50,48,25.0,17.36,2025-01-29T20:24:57.828704
6,"[865, 81, 128, 149]",0.04,0.0,0.86,0.0,0.01,0.08,0.01,,,,,,,,,,,,,,,,,video_0368,434,9,50,48,25.0,17.36,2025-01-29T20:24:57.828704
7,"[862, 82, 132, 157]",0.01,0.0,0.83,0.0,0.0,0.15,0.0,,,,,,,,,,,,,,,,,video_0368,434,9,50,48,25.0,17.36,2025-01-29T20:24:57.828704
8,"[850, 87, 142, 170]",0.01,0.0,0.89,0.0,0.0,0.09,0.0,,,,,,,,,,,,,,,,,video_0368,434,9,50,48,25.0,17.36,2025-01-29T20:24:57.828704
9,"[834, 85, 142, 174]",0.0,0.0,0.97,0.0,0.01,0.02,0.0,,,,,,,,,,,,,,,,,video_0368,434,9,50,48,25.0,17.36,2025-01-29T20:24:57.828704
10,"[818, 75, 148, 181]",0.01,0.0,0.96,0.0,0.0,0.03,0.0,,,,,,,,,,,,,,,,,video_0368,434,9,50,48,25.0,17.36,2025-01-29T20:24:57.828704
