,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[941, 62, 565, 680]",0.03,0.0,0.03,0.0,0.39,0.01,0.54,"[324, 143, 168, 217]",0.27,0.0,0.04,0.17,0.19,0.0,0.33,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
1,"[942, 63, 562, 676]",0.03,0.0,0.04,0.0,0.41,0.01,0.51,"[318, 133, 178, 230]",0.2,0.0,0.11,0.01,0.53,0.0,0.15,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
2,"[939, 60, 564, 679]",0.02,0.0,0.04,0.0,0.5,0.01,0.42,"[312, 122, 182, 239]",0.25,0.0,0.02,0.05,0.32,0.0,0.36,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
3,"[948, 63, 561, 673]",0.01,0.0,0.02,0.0,0.35,0.0,0.62,"[307, 137, 176, 226]",0.16,0.0,0.04,0.05,0.3,0.0,0.45,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
4,"[944, 69, 558, 667]",0.05,0.0,0.06,0.0,0.6,0.0,0.29,"[296, 120, 187, 246]",0.26,0.0,0.06,0.03,0.24,0.0,0.42,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
5,"[941, 66, 564, 671]",0.04,0.0,0.04,0.0,0.37,0.0,0.54,"[312, 141, 178, 237]",0.44,0.0,0.06,0.05,0.26,0.01,0.18,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
6,"[329, 158, 178, 235]",0.45,0.0,0.05,0.02,0.29,0.01,0.18,,,,,,,,,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
7,"[951, 69, 545, 661]",0.02,0.0,0.05,0.0,0.38,0.01,0.55,"[335, 157, 182, 251]",0.5,0.0,0.1,0.01,0.33,0.01,0.04,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
8,"[944, 65, 557, 674]",0.06,0.0,0.05,0.0,0.41,0.01,0.47,"[350, 163, 178, 240]",0.35,0.0,0.1,0.01,0.41,0.01,0.13,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
9,"[954, 73, 537, 650]",0.02,0.0,0.03,0.0,0.46,0.0,0.5,"[351, 161, 178, 235]",0.39,0.01,0.04,0.05,0.2,0.0,0.3,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
10,"[944, 60, 555, 674]",0.02,0.0,0.04,0.0,0.59,0.01,0.34,"[346, 117, 184, 254]",0.24,0.0,0.05,0.09,0.23,0.01,0.38,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
11,"[945, 64, 553, 669]",0.04,0.0,0.04,0.0,0.55,0.0,0.36,"[383, 128, 169, 229]",0.42,0.02,0.1,0.03,0.2,0.0,0.22,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
12,"[946, 67, 555, 670]",0.04,0.0,0.06,0.0,0.5,0.01,0.4,"[410, 138, 170, 227]",0.58,0.02,0.06,0.01,0.2,0.0,0.12,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
13,"[943, 66, 559, 675]",0.06,0.0,0.08,0.0,0.59,0.01,0.26,"[429, 146, 171, 230]",0.32,0.0,0.06,0.02,0.22,0.02,0.36,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
14,"[945, 63, 552, 669]",0.03,0.0,0.04,0.0,0.5,0.0,0.43,"[435, 149, 171, 231]",0.39,0.0,0.06,0.01,0.2,0.03,0.3,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
15,"[951, 70, 541, 656]",0.02,0.0,0.02,0.0,0.4,0.0,0.56,"[435, 150, 169, 229]",0.5,0.0,0.06,0.01,0.16,0.01,0.26,,,,,,,,,video_0039,155,4,50,38,25.0,6.2,2025-01-29T20:05:07.988764
