,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[376, 151, 296, 380]",0.25,0.0,0.23,0.02,0.12,0.35,0.03,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
1,"[375, 155, 298, 377]",0.27,0.0,0.3,0.01,0.16,0.15,0.12,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
2,"[375, 142, 304, 391]",0.32,0.0,0.18,0.01,0.23,0.02,0.23,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
3,"[401, 158, 283, 362]",0.27,0.0,0.31,0.0,0.2,0.04,0.17,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
4,"[377, 141, 303, 388]",0.34,0.01,0.2,0.02,0.17,0.02,0.24,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
5,"[398, 156, 285, 364]",0.26,0.01,0.35,0.0,0.21,0.03,0.14,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
6,"[397, 154, 283, 364]",0.29,0.01,0.36,0.01,0.18,0.03,0.11,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
7,"[395, 153, 284, 365]",0.18,0.01,0.22,0.04,0.2,0.02,0.33,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
8,"[393, 155, 285, 363]",0.0,0.0,0.0,0.88,0.0,0.0,0.11,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
9,"[388, 153, 286, 368]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
10,"[389, 156, 285, 364]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
11,"[390, 155, 287, 366]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
12,"[392, 156, 285, 366]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
13,"[388, 159, 288, 364]",0.15,0.0,0.1,0.05,0.15,0.01,0.54,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
14,"[386, 161, 284, 358]",0.13,0.0,0.05,0.02,0.21,0.0,0.58,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
15,"[357, 152, 303, 390]",0.33,0.01,0.15,0.07,0.16,0.05,0.24,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
16,"[395, 161, 277, 356]",0.33,0.0,0.11,0.22,0.22,0.01,0.11,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
17,"[403, 153, 280, 363]",0.14,0.0,0.07,0.0,0.68,0.0,0.1,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
18,"[393, 155, 283, 360]",0.17,0.0,0.12,0.0,0.57,0.01,0.12,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
19,"[359, 137, 299, 387]",0.14,0.0,0.03,0.49,0.04,0.01,0.29,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
20,"[386, 144, 288, 376]",0.17,0.0,0.01,0.76,0.02,0.03,0.01,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
21,"[385, 145, 292, 378]",0.13,0.0,0.05,0.0,0.55,0.0,0.27,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
22,"[363, 143, 300, 390]",0.63,0.0,0.1,0.05,0.12,0.01,0.09,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
23,"[387, 156, 282, 364]",0.32,0.01,0.1,0.0,0.54,0.01,0.02,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
24,"[388, 156, 281, 367]",0.56,0.01,0.19,0.01,0.11,0.06,0.05,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
25,"[387, 153, 283, 367]",0.24,0.01,0.12,0.07,0.2,0.05,0.3,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
26,"[368, 148, 293, 379]",0.2,0.01,0.09,0.02,0.17,0.02,0.49,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
27,"[383, 152, 285, 369]",0.17,0.01,0.08,0.0,0.32,0.0,0.42,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
28,"[390, 156, 283, 364]",0.15,0.01,0.11,0.0,0.37,0.0,0.36,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
29,"[387, 155, 283, 365]",0.13,0.0,0.09,0.0,0.24,0.0,0.53,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
30,"[390, 154, 285, 366]",0.11,0.0,0.08,0.0,0.29,0.0,0.52,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
31,"[391, 154, 286, 367]",0.08,0.0,0.08,0.0,0.34,0.0,0.49,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
32,"[393, 153, 285, 366]",0.12,0.01,0.09,0.0,0.3,0.0,0.47,video_0655,194,4,50,48,24.0,8.083333333333334,2025-01-29T20:42:13.059980
