,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[598, 78, 91, 117]",0.26,0.0,0.07,0.0,0.34,0.0,0.33,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
1,"[597, 81, 92, 113]",0.23,0.0,0.08,0.0,0.29,0.0,0.39,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
2,"[597, 80, 91, 114]",0.25,0.0,0.08,0.0,0.35,0.0,0.32,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
3,"[598, 79, 91, 116]",0.2,0.0,0.08,0.0,0.28,0.0,0.43,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
4,"[598, 82, 90, 111]",0.16,0.0,0.08,0.0,0.29,0.0,0.47,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
5,"[597, 79, 91, 117]",0.22,0.0,0.11,0.0,0.36,0.0,0.3,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
6,"[598, 78, 91, 118]",0.38,0.0,0.06,0.01,0.31,0.0,0.25,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
7,"[597, 79, 92, 117]",0.28,0.0,0.08,0.0,0.31,0.0,0.33,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
8,"[597, 80, 92, 113]",0.19,0.0,0.07,0.0,0.32,0.0,0.42,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
9,"[597, 80, 92, 114]",0.26,0.0,0.1,0.0,0.31,0.0,0.33,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
10,"[597, 80, 92, 114]",0.25,0.0,0.1,0.0,0.34,0.0,0.3,"[946, 125, 34, 43]",0.29,0.0,0.07,0.05,0.53,0.01,0.05,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
11,"[598, 83, 90, 111]",0.22,0.0,0.1,0.0,0.24,0.0,0.43,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
12,"[598, 82, 90, 112]",0.24,0.0,0.11,0.0,0.3,0.0,0.35,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
13,"[598, 82, 90, 112]",0.23,0.0,0.11,0.0,0.31,0.0,0.34,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
14,"[598, 79, 91, 116]",0.29,0.0,0.07,0.0,0.24,0.0,0.39,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
15,"[598, 79, 90, 116]",0.26,0.0,0.1,0.0,0.28,0.0,0.36,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
16,"[599, 82, 90, 113]",0.21,0.0,0.07,0.01,0.26,0.0,0.46,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
17,"[598, 82, 90, 111]",0.18,0.0,0.1,0.0,0.28,0.0,0.44,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
18,"[598, 78, 91, 117]",0.26,0.0,0.06,0.0,0.29,0.0,0.39,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
19,"[596, 76, 95, 119]",0.23,0.0,0.03,0.0,0.28,0.0,0.45,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
20,"[604, 76, 89, 114]",0.2,0.0,0.04,0.01,0.35,0.0,0.39,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
21,"[606, 79, 91, 116]",0.08,0.0,0.01,0.01,0.08,0.0,0.8,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
22,"[608, 83, 91, 114]",0.09,0.0,0.03,0.01,0.18,0.0,0.69,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
23,"[608, 83, 91, 116]",0.05,0.0,0.02,0.01,0.15,0.0,0.77,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
24,"[608, 80, 91, 119]",0.13,0.0,0.02,0.01,0.18,0.0,0.66,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
25,"[608, 79, 92, 118]",0.18,0.0,0.03,0.01,0.27,0.0,0.51,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
26,"[608, 79, 90, 115]",0.14,0.0,0.04,0.01,0.31,0.0,0.5,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
27,"[607, 77, 91, 119]",0.21,0.0,0.04,0.01,0.3,0.0,0.44,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
28,"[607, 78, 91, 116]",0.06,0.0,0.03,0.0,0.24,0.0,0.67,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
29,"[607, 79, 90, 113]",0.08,0.0,0.04,0.0,0.2,0.0,0.67,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
30,"[608, 79, 89, 114]",0.11,0.0,0.04,0.01,0.28,0.0,0.56,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
31,"[607, 78, 89, 113]",0.09,0.0,0.03,0.0,0.21,0.0,0.68,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
32,"[606, 77, 90, 114]",0.09,0.0,0.04,0.01,0.25,0.0,0.62,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
33,"[606, 81, 91, 114]",0.07,0.0,0.03,0.01,0.24,0.0,0.64,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
34,"[606, 78, 93, 118]",0.1,0.0,0.03,0.01,0.19,0.0,0.67,,,,,,,,,video_0098,69,2,50,34,23.976023976023978,2.877875,2025-01-29T20:08:34.737611
