,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[552, 101, 199, 303]",0.06,0.0,0.38,0.0,0.21,0.03,0.32,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
1,"[515, 70, 237, 356]",0.08,0.0,0.12,0.0,0.25,0.01,0.53,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
2,"[503, 66, 233, 334]",0.06,0.0,0.14,0.01,0.2,0.01,0.59,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
3,"[486, 51, 235, 341]",0.03,0.0,0.12,0.01,0.21,0.01,0.62,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
4,"[448, 53, 255, 347]",0.01,0.0,0.02,0.0,0.23,0.01,0.73,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
5,"[423, 36, 264, 370]",0.03,0.0,0.06,0.01,0.3,0.12,0.48,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
6,"[408, 56, 264, 351]",0.02,0.0,0.02,0.01,0.13,0.1,0.72,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
7,"[405, 70, 268, 350]",0.02,0.0,0.05,0.01,0.59,0.02,0.31,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
8,"[397, 76, 267, 357]",0.01,0.0,0.02,0.01,0.17,0.1,0.68,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
9,"[398, 84, 258, 337]",0.02,0.0,0.02,0.01,0.15,0.2,0.59,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
10,"[392, 82, 261, 338]",0.02,0.0,0.03,0.01,0.17,0.22,0.55,"[672, 424, 17, 24]",0.26,0.0,0.22,0.15,0.09,0.01,0.27,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
11,"[388, 81, 261, 343]",0.03,0.0,0.01,0.01,0.11,0.17,0.67,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
12,"[384, 77, 263, 350]",0.02,0.0,0.02,0.01,0.09,0.32,0.55,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
13,"[382, 77, 261, 348]",0.02,0.0,0.01,0.01,0.07,0.35,0.54,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
14,"[377, 78, 266, 352]",0.02,0.0,0.01,0.01,0.06,0.29,0.61,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
15,"[379, 80, 261, 346]",0.02,0.0,0.02,0.0,0.11,0.25,0.6,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
16,"[362, 60, 272, 357]",0.02,0.0,0.01,0.0,0.05,0.23,0.68,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
17,"[360, 59, 270, 355]",0.03,0.0,0.02,0.0,0.09,0.28,0.58,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
18,"[358, 60, 268, 351]",0.03,0.0,0.03,0.0,0.09,0.28,0.56,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
19,"[352, 61, 264, 352]",0.02,0.0,0.01,0.0,0.03,0.62,0.31,"[1213, 282, 18, 22]",0.05,0.02,0.03,0.79,0.02,0.0,0.09,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
20,"[348, 66, 267, 349]",0.03,0.0,0.03,0.0,0.07,0.51,0.36,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
21,"[341, 63, 273, 356]",0.03,0.0,0.02,0.0,0.12,0.24,0.59,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
22,"[343, 69, 265, 346]",0.01,0.0,0.02,0.0,0.04,0.7,0.23,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
23,"[342, 67, 262, 345]",0.0,0.0,0.01,0.0,0.04,0.74,0.2,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
24,"[336, 59, 268, 352]",0.01,0.0,0.02,0.0,0.05,0.74,0.18,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
25,"[334, 55, 269, 353]",0.01,0.0,0.01,0.0,0.06,0.66,0.25,,,,,,,,,video_0066,80,2,50,40,29.962509372656836,2.6700033366700033,2025-01-29T20:06:45.082744
