,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[552, 220, 217, 280]",0.15,0.0,0.23,0.0,0.16,0.06,0.4,,,,,,,,,video_0028,176,4,50,44,29.97002997002997,5.872533333333333,2025-01-29T20:04:24.494122
1,"[547, 217, 223, 285]",0.2,0.0,0.22,0.0,0.24,0.11,0.22,,,,,,,,,video_0028,176,4,50,44,29.97002997002997,5.872533333333333,2025-01-29T20:04:24.494122
2,"[554, 213, 209, 264]",0.22,0.01,0.17,0.0,0.21,0.04,0.33,,,,,,,,,video_0028,176,4,50,44,29.97002997002997,5.872533333333333,2025-01-29T20:04:24.494122
3,"[554, 206, 212, 266]",0.11,0.01,0.3,0.0,0.37,0.06,0.15,,,,,,,,,video_0028,176,4,50,44,29.97002997002997,5.872533333333333,2025-01-29T20:04:24.494122
4,"[545, 204, 217, 270]",0.09,0.01,0.12,0.0,0.32,0.01,0.45,,,,,,,,,video_0028,176,4,50,44,29.97002997002997,5.872533333333333,2025-01-29T20:04:24.494122
5,"[523, 245, 209, 277]",0.17,0.01,0.42,0.02,0.24,0.04,0.12,,,,,,,,,video_0028,176,4,50,44,29.97002997002997,5.872533333333333,2025-01-29T20:04:24.494122
6,"[488, 259, 224, 277]",0.08,0.0,0.04,0.0,0.28,0.0,0.59,,,,,,,,,video_0028,176,4,50,44,29.97002997002997,5.872533333333333,2025-01-29T20:04:24.494122
7,"[453, 219, 229, 288]",0.13,0.0,0.31,0.0,0.3,0.05,0.21,,,,,,,,,video_0028,176,4,50,44,29.97002997002997,5.872533333333333,2025-01-29T20:04:24.494122
8,"[426, 224, 229, 279]",0.14,0.02,0.2,0.0,0.32,0.05,0.28,,,,,,,,,video_0028,176,4,50,44,29.97002997002997,5.872533333333333,2025-01-29T20:04:24.494122
9,"[398, 185, 218, 274]",0.06,0.01,0.27,0.0,0.4,0.05,0.21,,,,,,,,,video_0028,176,4,50,44,29.97002997002997,5.872533333333333,2025-01-29T20:04:24.494122
10,"[367, 166, 232, 305]",0.05,0.0,0.25,0.0,0.28,0.2,0.21,,,,,,,,,video_0028,176,4,50,44,29.97002997002997,5.872533333333333,2025-01-29T20:04:24.494122
11,"[376, 142, 248, 315]",0.03,0.0,0.13,0.0,0.12,0.57,0.15,"[734, 615, 52, 65]",0.63,0.0,0.02,0.08,0.0,0.26,0.0,video_0028,176,4,50,44,29.97002997002997,5.872533333333333,2025-01-29T20:04:24.494122
12,"[392, 141, 245, 316]",0.03,0.0,0.37,0.0,0.09,0.43,0.07,,,,,,,,,video_0028,176,4,50,44,29.97002997002997,5.872533333333333,2025-01-29T20:04:24.494122
13,"[365, 129, 280, 359]",0.08,0.0,0.38,0.0,0.14,0.05,0.35,,,,,,,,,video_0028,176,4,50,44,29.97002997002997,5.872533333333333,2025-01-29T20:04:24.494122
14,"[323, 137, 287, 358]",0.08,0.0,0.49,0.0,0.08,0.09,0.26,,,,,,,,,video_0028,176,4,50,44,29.97002997002997,5.872533333333333,2025-01-29T20:04:24.494122
