,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[812, 214, 315, 451]",0.02,0.0,0.02,0.04,0.41,0.06,0.45,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
1,"[811, 217, 314, 450]",0.03,0.0,0.03,0.05,0.41,0.08,0.4,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
2,"[809, 227, 301, 433]",0.03,0.0,0.02,0.03,0.33,0.05,0.54,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
3,"[803, 227, 296, 428]",0.02,0.0,0.01,0.06,0.14,0.04,0.73,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
4,"[797, 233, 299, 419]",0.01,0.0,0.02,0.09,0.15,0.05,0.68,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
5,"[790, 225, 291, 428]",0.01,0.0,0.01,0.12,0.19,0.02,0.65,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
6,"[786, 224, 292, 428]",0.02,0.0,0.02,0.13,0.23,0.03,0.58,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
7,"[787, 226, 287, 422]",0.02,0.0,0.02,0.05,0.32,0.03,0.56,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
8,"[785, 235, 297, 413]",0.03,0.0,0.03,0.04,0.27,0.1,0.54,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
9,"[785, 232, 297, 414]",0.03,0.0,0.03,0.04,0.38,0.06,0.46,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
10,"[786, 230, 298, 417]",0.02,0.0,0.01,0.06,0.21,0.05,0.66,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
11,"[787, 233, 298, 412]",0.03,0.0,0.03,0.04,0.3,0.06,0.53,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
12,"[787, 228, 299, 419]",0.02,0.0,0.02,0.07,0.21,0.03,0.64,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
13,"[787, 230, 296, 416]",0.03,0.0,0.03,0.04,0.37,0.04,0.49,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
14,"[799, 224, 285, 426]",0.03,0.0,0.02,0.06,0.24,0.03,0.63,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
15,"[797, 226, 289, 427]",0.03,0.0,0.02,0.08,0.28,0.03,0.56,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
16,"[801, 228, 280, 424]",0.02,0.0,0.02,0.07,0.33,0.03,0.53,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
17,"[803, 229, 281, 426]",0.05,0.0,0.04,0.06,0.34,0.06,0.45,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
18,"[803, 228, 281, 423]",0.02,0.0,0.02,0.05,0.4,0.04,0.47,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
19,"[801, 225, 281, 414]",0.01,0.0,0.05,0.01,0.49,0.01,0.43,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
20,"[792, 231, 283, 415]",0.02,0.0,0.04,0.05,0.53,0.01,0.35,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
21,"[800, 251, 278, 390]",0.02,0.0,0.06,0.02,0.47,0.01,0.41,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
22,"[797, 240, 271, 408]",0.02,0.0,0.06,0.09,0.37,0.02,0.44,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
23,"[794, 238, 275, 415]",0.04,0.0,0.04,0.06,0.54,0.02,0.3,video_0821,51,2,50,25,23.966131592873523,2.128003003003003,2025-01-29T20:52:37.547187
