,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[550, 289, 85, 109]",0.1,0.0,0.18,0.32,0.33,0.01,0.06,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
1,"[551, 289, 85, 113]",0.11,0.0,0.04,0.15,0.3,0.0,0.39,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
2,"[552, 291, 87, 111]",0.06,0.01,0.01,0.49,0.15,0.0,0.28,"[898, 270, 24, 31]",0.04,0.0,0.06,0.11,0.71,0.0,0.07,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
3,"[553, 292, 86, 111]",0.07,0.01,0.01,0.48,0.12,0.0,0.31,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
4,"[554, 294, 87, 111]",0.05,0.01,0.01,0.67,0.08,0.0,0.19,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
5,"[557, 295, 84, 106]",0.06,0.02,0.02,0.54,0.17,0.0,0.19,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
6,"[557, 292, 86, 113]",0.07,0.01,0.01,0.58,0.17,0.0,0.15,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
7,"[557, 293, 87, 110]",0.05,0.0,0.04,0.39,0.38,0.0,0.13,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
8,"[559, 294, 86, 112]",0.08,0.0,0.04,0.26,0.51,0.0,0.11,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
9,"[559, 297, 87, 110]",0.08,0.0,0.03,0.39,0.34,0.0,0.16,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
10,"[562, 298, 83, 109]",0.08,0.01,0.02,0.36,0.24,0.0,0.29,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
11,"[563, 297, 85, 111]",0.06,0.01,0.01,0.48,0.21,0.0,0.22,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
12,"[566, 298, 85, 109]",0.07,0.0,0.01,0.49,0.2,0.0,0.21,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
13,"[567, 298, 84, 110]",0.06,0.01,0.03,0.42,0.31,0.0,0.16,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
14,"[567, 299, 84, 111]",0.04,0.01,0.01,0.65,0.13,0.0,0.16,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
15,"[567, 299, 85, 109]",0.03,0.0,0.01,0.78,0.13,0.0,0.06,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
16,"[568, 300, 85, 109]",0.05,0.01,0.02,0.59,0.21,0.0,0.11,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
17,"[568, 300, 84, 109]",0.04,0.01,0.02,0.56,0.26,0.0,0.1,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
18,"[566, 300, 86, 110]",0.04,0.0,0.02,0.56,0.25,0.0,0.12,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
19,"[567, 301, 86, 110]",0.03,0.01,0.01,0.69,0.19,0.0,0.07,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
20,"[566, 303, 84, 108]",0.03,0.01,0.02,0.65,0.21,0.0,0.09,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
21,"[565, 303, 84, 109]",0.07,0.01,0.02,0.51,0.26,0.0,0.14,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
22,"[565, 303, 84, 110]",0.04,0.0,0.01,0.65,0.16,0.0,0.14,"[895, 269, 27, 33]",0.07,0.0,0.06,0.32,0.51,0.0,0.04,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
23,"[565, 304, 84, 108]",0.02,0.0,0.01,0.82,0.07,0.0,0.08,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
24,"[565, 303, 85, 108]",0.06,0.01,0.01,0.68,0.1,0.0,0.14,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
25,"[565, 302, 85, 109]",0.06,0.0,0.01,0.56,0.2,0.0,0.16,,,,,,,,,video_0998,52,2,50,26,24.0,2.1666666666666665,2025-01-29T21:03:43.851657
