,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[282, 128, 259, 350]",0.04,0.0,0.05,0.01,0.49,0.01,0.39,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
1,"[285, 130, 255, 346]",0.03,0.0,0.06,0.01,0.5,0.0,0.39,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
2,"[282, 131, 257, 347]",0.02,0.0,0.06,0.01,0.55,0.0,0.36,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
3,"[272, 123, 273, 369]",0.03,0.0,0.12,0.01,0.69,0.0,0.15,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
4,"[268, 122, 279, 378]",0.02,0.0,0.13,0.01,0.64,0.0,0.18,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
5,"[275, 133, 263, 356]",0.01,0.0,0.06,0.01,0.69,0.0,0.22,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
6,"[278, 133, 259, 352]",0.02,0.0,0.04,0.02,0.53,0.0,0.39,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
7,"[276, 147, 242, 323]",0.02,0.0,0.04,0.0,0.59,0.0,0.35,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
8,"[263, 141, 271, 355]",0.02,0.0,0.07,0.01,0.68,0.0,0.22,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
9,"[279, 142, 252, 343]",0.01,0.0,0.05,0.01,0.72,0.0,0.21,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
10,"[279, 144, 249, 335]",0.01,0.0,0.03,0.0,0.71,0.0,0.24,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
11,"[282, 147, 246, 332]",0.02,0.0,0.04,0.0,0.62,0.0,0.32,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
12,"[272, 147, 259, 343]",0.02,0.0,0.04,0.01,0.65,0.0,0.29,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
13,"[260, 145, 276, 365]",0.02,0.0,0.06,0.0,0.83,0.0,0.08,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
14,"[268, 171, 260, 331]",0.0,0.0,0.04,0.0,0.68,0.0,0.28,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
15,"[271, 166, 259, 328]",0.0,0.0,0.04,0.0,0.64,0.0,0.31,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
16,"[275, 138, 259, 337]",0.02,0.0,0.04,0.01,0.44,0.0,0.47,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
17,"[278, 125, 267, 358]",0.03,0.0,0.06,0.02,0.53,0.0,0.35,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
18,"[272, 127, 269, 349]",0.02,0.0,0.03,0.03,0.46,0.0,0.45,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
19,"[287, 122, 265, 355]",0.02,0.0,0.04,0.02,0.53,0.0,0.38,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
20,"[295, 148, 233, 317]",0.02,0.0,0.05,0.0,0.53,0.0,0.4,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
21,"[276, 123, 261, 347]",0.02,0.0,0.07,0.02,0.36,0.0,0.53,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
22,"[282, 121, 251, 331]",0.08,0.0,0.05,0.02,0.25,0.0,0.6,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
23,"[294, 105, 249, 346]",0.09,0.0,0.16,0.02,0.36,0.01,0.36,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
24,"[304, 129, 232, 320]",0.04,0.0,0.03,0.02,0.25,0.0,0.67,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
25,"[288, 117, 252, 339]",0.15,0.0,0.09,0.01,0.36,0.01,0.39,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
26,"[298, 115, 244, 342]",0.06,0.0,0.03,0.01,0.38,0.0,0.52,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
27,"[305, 130, 238, 324]",0.04,0.0,0.06,0.01,0.3,0.0,0.59,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
28,"[299, 134, 244, 324]",0.05,0.0,0.08,0.01,0.32,0.0,0.54,video_0175,86,2,50,43,25.0,3.44,2025-01-29T20:13:16.149263
