,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[597, 487, 82, 106]",0.08,0.0,0.03,0.01,0.34,0.0,0.53,video_0779,120,3,50,40,23.976023976023978,5.005,2025-01-29T20:50:00.302375
1,"[597, 488, 82, 102]",0.11,0.0,0.06,0.02,0.31,0.0,0.51,video_0779,120,3,50,40,23.976023976023978,5.005,2025-01-29T20:50:00.302375
2,"[594, 483, 85, 110]",0.05,0.0,0.03,0.02,0.24,0.0,0.66,video_0779,120,3,50,40,23.976023976023978,5.005,2025-01-29T20:50:00.302375
3,"[592, 485, 83, 105]",0.06,0.0,0.05,0.01,0.36,0.0,0.52,video_0779,120,3,50,40,23.976023976023978,5.005,2025-01-29T20:50:00.302375
4,"[592, 488, 81, 104]",0.05,0.0,0.04,0.03,0.27,0.0,0.61,video_0779,120,3,50,40,23.976023976023978,5.005,2025-01-29T20:50:00.302375
5,"[594, 490, 83, 102]",0.09,0.0,0.05,0.01,0.38,0.0,0.47,video_0779,120,3,50,40,23.976023976023978,5.005,2025-01-29T20:50:00.302375
6,"[595, 490, 82, 101]",0.1,0.0,0.06,0.01,0.41,0.0,0.42,video_0779,120,3,50,40,23.976023976023978,5.005,2025-01-29T20:50:00.302375
7,"[595, 483, 83, 108]",0.08,0.0,0.05,0.0,0.38,0.0,0.49,video_0779,120,3,50,40,23.976023976023978,5.005,2025-01-29T20:50:00.302375
8,"[595, 482, 83, 109]",0.09,0.0,0.06,0.01,0.5,0.0,0.35,video_0779,120,3,50,40,23.976023976023978,5.005,2025-01-29T20:50:00.302375
9,"[595, 483, 83, 108]",0.11,0.0,0.05,0.01,0.5,0.0,0.33,video_0779,120,3,50,40,23.976023976023978,5.005,2025-01-29T20:50:00.302375
10,"[597, 488, 82, 102]",0.17,0.0,0.1,0.0,0.5,0.0,0.23,video_0779,120,3,50,40,23.976023976023978,5.005,2025-01-29T20:50:00.302375
11,"[596, 486, 85, 108]",0.11,0.0,0.09,0.01,0.45,0.0,0.34,video_0779,120,3,50,40,23.976023976023978,5.005,2025-01-29T20:50:00.302375
12,"[597, 486, 85, 108]",0.18,0.0,0.14,0.01,0.47,0.0,0.2,video_0779,120,3,50,40,23.976023976023978,5.005,2025-01-29T20:50:00.302375
13,"[603, 488, 79, 98]",0.27,0.0,0.12,0.0,0.46,0.0,0.14,video_0779,120,3,50,40,23.976023976023978,5.005,2025-01-29T20:50:00.302375
14,"[594, 483, 82, 109]",0.71,0.0,0.08,0.01,0.15,0.01,0.04,video_0779,120,3,50,40,23.976023976023978,5.005,2025-01-29T20:50:00.302375
