,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[688, 125, 211, 273]",0.07,0.0,0.08,0.33,0.18,0.02,0.33,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
1,"[686, 127, 210, 273]",0.04,0.0,0.12,0.57,0.13,0.04,0.11,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
2,"[688, 126, 211, 286]",0.05,0.0,0.09,0.65,0.13,0.03,0.05,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
3,"[688, 132, 214, 295]",0.21,0.0,0.19,0.21,0.25,0.02,0.11,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
4,"[691, 144, 211, 283]",0.14,0.0,0.08,0.45,0.2,0.02,0.11,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
5,"[691, 142, 213, 286]",0.29,0.01,0.14,0.17,0.18,0.02,0.2,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
6,"[694, 142, 215, 285]",0.28,0.02,0.14,0.18,0.23,0.01,0.13,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
7,"[694, 145, 213, 280]",0.16,0.02,0.15,0.38,0.17,0.01,0.11,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
8,"[693, 145, 213, 280]",0.15,0.02,0.07,0.54,0.12,0.01,0.1,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
9,"[694, 143, 213, 282]",0.17,0.01,0.08,0.49,0.17,0.01,0.07,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
10,"[695, 138, 217, 288]",0.04,0.0,0.03,0.81,0.03,0.01,0.08,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
11,"[699, 138, 215, 285]",0.05,0.0,0.03,0.77,0.03,0.01,0.11,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
12,"[704, 139, 214, 283]",0.12,0.0,0.09,0.46,0.07,0.02,0.25,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
13,"[706, 138, 214, 281]",0.14,0.0,0.11,0.26,0.09,0.03,0.37,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
14,"[708, 137, 215, 283]",0.16,0.0,0.28,0.17,0.09,0.05,0.25,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
15,"[707, 137, 215, 281]",0.12,0.0,0.34,0.11,0.14,0.08,0.2,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
16,"[707, 134, 213, 280]",0.13,0.0,0.3,0.05,0.25,0.06,0.22,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
17,"[706, 139, 214, 278]",0.2,0.0,0.39,0.05,0.16,0.02,0.17,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
18,"[701, 143, 217, 277]",0.09,0.0,0.07,0.5,0.15,0.14,0.05,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
19,"[706, 144, 217, 290]",0.07,0.0,0.03,0.62,0.05,0.03,0.22,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
20,"[702, 138, 219, 293]",0.29,0.0,0.07,0.34,0.13,0.03,0.14,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
21,"[703, 137, 214, 286]",0.13,0.0,0.1,0.48,0.12,0.04,0.13,,,,,,,,,video_0072,106,3,50,35,23.976023976023978,4.421083333333333,2025-01-29T20:07:05.872468
