,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[593, 142, 177, 252]",0.51,0.0,0.08,0.02,0.21,0.01,0.17,video_0890,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:57:01.550366
1,"[591, 131, 171, 245]",0.5,0.0,0.11,0.01,0.23,0.01,0.14,video_0890,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:57:01.550366
2,"[586, 129, 173, 234]",0.6,0.0,0.1,0.01,0.16,0.01,0.13,video_0890,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:57:01.550366
3,"[573, 132, 174, 229]",0.59,0.0,0.14,0.0,0.12,0.01,0.13,video_0890,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:57:01.550366
4,"[568, 124, 185, 250]",0.25,0.0,0.08,0.0,0.12,0.01,0.53,video_0890,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:57:01.550366
5,"[571, 128, 180, 261]",0.4,0.0,0.07,0.0,0.15,0.01,0.37,video_0890,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:57:01.550366
6,"[570, 141, 183, 252]",0.41,0.0,0.05,0.0,0.17,0.0,0.36,video_0890,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:57:01.550366
7,"[566, 151, 179, 242]",0.15,0.0,0.08,0.0,0.09,0.0,0.68,video_0890,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:57:01.550366
8,"[552, 133, 184, 266]",0.08,0.0,0.03,0.0,0.25,0.0,0.63,video_0890,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:57:01.550366
9,"[549, 147, 184, 254]",0.09,0.0,0.05,0.0,0.12,0.0,0.74,video_0890,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:57:01.550366
10,"[542, 145, 201, 272]",0.08,0.0,0.06,0.0,0.16,0.0,0.7,video_0890,72,2,50,36,23.976,3.0030030030030033,2025-01-29T20:57:01.550366
