,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[540, 151, 230, 301]",0.03,0.0,0.02,0.0,0.73,0.0,0.22,,,,,,,,,,,,,,,,,video_0774,75,2,50,37,23.969288599192225,3.129004004004004,2025-01-29T20:49:42.609570
1,"[531, 150, 235, 307]",0.03,0.0,0.02,0.0,0.77,0.0,0.18,,,,,,,,,,,,,,,,,video_0774,75,2,50,37,23.969288599192225,3.129004004004004,2025-01-29T20:49:42.609570
2,"[526, 150, 238, 311]",0.02,0.0,0.02,0.0,0.71,0.0,0.25,,,,,,,,,,,,,,,,,video_0774,75,2,50,37,23.969288599192225,3.129004004004004,2025-01-29T20:49:42.609570
3,"[527, 151, 237, 304]",0.04,0.0,0.02,0.0,0.7,0.0,0.24,,,,,,,,,,,,,,,,,video_0774,75,2,50,37,23.969288599192225,3.129004004004004,2025-01-29T20:49:42.609570
4,"[527, 149, 244, 303]",0.06,0.0,0.03,0.0,0.69,0.0,0.22,,,,,,,,,,,,,,,,,video_0774,75,2,50,37,23.969288599192225,3.129004004004004,2025-01-29T20:49:42.609570
5,"[531, 140, 246, 311]",0.31,0.0,0.02,0.0,0.42,0.0,0.25,,,,,,,,,,,,,,,,,video_0774,75,2,50,37,23.969288599192225,3.129004004004004,2025-01-29T20:49:42.609570
6,"[544, 138, 234, 304]",0.56,0.0,0.02,0.01,0.15,0.0,0.26,,,,,,,,,,,,,,,,,video_0774,75,2,50,37,23.969288599192225,3.129004004004004,2025-01-29T20:49:42.609570
7,"[546, 131, 231, 307]",0.52,0.0,0.05,0.03,0.1,0.0,0.31,"[457, 350, 29, 33]",0.32,0.0,0.03,0.2,0.38,0.0,0.06,,,,,,,,,video_0774,75,2,50,37,23.969288599192225,3.129004004004004,2025-01-29T20:49:42.609570
8,"[544, 126, 234, 309]",0.36,0.0,0.08,0.1,0.04,0.02,0.41,,,,,,,,,,,,,,,,,video_0774,75,2,50,37,23.969288599192225,3.129004004004004,2025-01-29T20:49:42.609570
9,"[543, 121, 228, 305]",0.36,0.0,0.06,0.11,0.08,0.01,0.38,"[445, 353, 18, 23]",0.37,0.01,0.02,0.33,0.19,0.0,0.09,,,,,,,,,video_0774,75,2,50,37,23.969288599192225,3.129004004004004,2025-01-29T20:49:42.609570
