,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[361, 134, 319, 404]",0.04,0.0,0.03,0.24,0.07,0.02,0.61,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
1,"[359, 133, 317, 404]",0.06,0.0,0.05,0.24,0.07,0.04,0.55,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
2,"[360, 134, 315, 403]",0.06,0.0,0.07,0.33,0.06,0.05,0.42,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
3,"[363, 128, 311, 402]",0.12,0.0,0.08,0.26,0.28,0.03,0.23,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
4,"[357, 108, 318, 420]",0.19,0.0,0.09,0.22,0.08,0.04,0.38,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
5,"[363, 112, 313, 402]",0.17,0.01,0.11,0.31,0.07,0.08,0.26,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
6,"[362, 112, 317, 409]",0.14,0.0,0.06,0.3,0.09,0.06,0.35,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
7,"[361, 125, 311, 396]",0.04,0.0,0.02,0.35,0.04,0.01,0.54,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
8,"[380, 131, 298, 382]",0.1,0.0,0.05,0.12,0.08,0.03,0.62,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
9,"[364, 114, 311, 404]",0.08,0.0,0.05,0.24,0.05,0.04,0.54,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
10,"[360, 111, 317, 412]",0.11,0.0,0.1,0.16,0.09,0.06,0.47,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
11,"[380, 132, 286, 381]",0.16,0.0,0.07,0.23,0.1,0.05,0.4,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
12,"[378, 133, 290, 384]",0.12,0.0,0.06,0.09,0.1,0.03,0.61,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
13,"[381, 138, 282, 378]",0.14,0.0,0.11,0.09,0.16,0.04,0.46,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
14,"[381, 137, 285, 380]",0.29,0.0,0.19,0.05,0.16,0.03,0.28,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
15,"[366, 133, 310, 397]",0.09,0.0,0.08,0.2,0.06,0.02,0.55,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
16,"[382, 134, 290, 380]",0.11,0.0,0.07,0.12,0.09,0.03,0.58,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
17,"[384, 145, 281, 371]",0.19,0.0,0.2,0.16,0.13,0.06,0.27,video_0111,282,6,50,47,23.976023976023978,11.76175,2025-01-29T20:09:16.677037
