,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[338, 0, 339, 429]",0.15,0.0,0.25,0.23,0.07,0.27,0.03,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
1,"[346, 4, 323, 417]",0.08,0.02,0.08,0.52,0.16,0.12,0.03,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
2,"[347, 14, 317, 384]",0.15,0.0,0.21,0.02,0.27,0.04,0.3,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
3,"[341, 8, 324, 390]",0.03,0.0,0.02,0.0,0.04,0.0,0.9,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
4,"[343, 15, 321, 389]",0.13,0.0,0.16,0.03,0.22,0.04,0.42,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
5,"[349, 20, 317, 411]",0.16,0.01,0.19,0.47,0.09,0.05,0.03,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
6,"[326, 23, 341, 427]",0.22,0.0,0.47,0.05,0.09,0.1,0.07,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
7,"[328, 25, 338, 423]",0.11,0.0,0.23,0.08,0.12,0.2,0.26,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
8,"[330, 22, 339, 424]",0.08,0.0,0.28,0.04,0.09,0.14,0.37,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
9,"[334, 22, 339, 419]",0.07,0.0,0.49,0.01,0.06,0.14,0.22,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
10,"[330, 16, 343, 421]",0.02,0.0,0.26,0.0,0.06,0.13,0.53,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
11,"[336, 14, 343, 417]",0.02,0.0,0.32,0.0,0.05,0.31,0.3,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
12,"[337, 10, 341, 418]",0.02,0.0,0.46,0.0,0.06,0.35,0.11,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
13,"[331, 13, 326, 396]",0.03,0.0,0.22,0.01,0.03,0.3,0.41,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
14,"[330, 21, 340, 434]",0.01,0.0,0.07,0.0,0.01,0.91,0.01,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
15,"[318, 46, 334, 413]",0.02,0.0,0.17,0.0,0.09,0.44,0.29,"[873, 396, 31, 41]",0.11,0.01,0.23,0.16,0.28,0.04,0.17,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
16,"[865, 408, 31, 40]",0.09,0.01,0.19,0.14,0.37,0.04,0.16,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
17,"[865, 402, 30, 40]",0.11,0.01,0.16,0.19,0.33,0.04,0.17,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
18,"[864, 389, 30, 39]",0.12,0.01,0.15,0.21,0.31,0.04,0.16,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
19,"[864, 387, 30, 40]",0.12,0.01,0.17,0.18,0.3,0.04,0.19,,,,,,,,,video_0915,76,2,50,38,25.0,3.04,2025-01-29T20:58:45.845309
