,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[407, 156, 176, 243]",0.19,0.01,0.05,0.0,0.66,0.0,0.08,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
1,"[411, 161, 175, 238]",0.17,0.01,0.06,0.0,0.66,0.0,0.08,"[280, 648, 18, 21]",0.28,0.0,0.17,0.14,0.38,0.0,0.03,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
2,"[411, 157, 177, 242]",0.22,0.01,0.04,0.01,0.64,0.0,0.08,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
3,"[410, 156, 175, 240]",0.15,0.02,0.05,0.0,0.72,0.0,0.06,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
4,"[416, 162, 174, 234]",0.21,0.01,0.06,0.01,0.62,0.01,0.09,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
5,"[406, 155, 180, 246]",0.13,0.01,0.03,0.01,0.72,0.0,0.11,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
6,"[405, 153, 179, 248]",0.15,0.0,0.04,0.01,0.7,0.0,0.1,"[281, 645, 17, 20]",0.23,0.01,0.14,0.23,0.36,0.01,0.03,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
7,"[404, 153, 180, 247]",0.12,0.01,0.03,0.01,0.74,0.0,0.09,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
8,"[409, 153, 177, 246]",0.11,0.0,0.04,0.01,0.78,0.0,0.07,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
9,"[407, 152, 182, 249]",0.11,0.01,0.06,0.02,0.72,0.01,0.09,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
10,"[409, 152, 179, 247]",0.11,0.01,0.09,0.01,0.67,0.01,0.11,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
11,"[411, 152, 180, 247]",0.15,0.01,0.08,0.03,0.63,0.01,0.09,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
12,"[410, 152, 180, 246]",0.14,0.01,0.08,0.02,0.67,0.01,0.08,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
13,"[411, 153, 180, 247]",0.16,0.01,0.07,0.03,0.63,0.01,0.1,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
14,"[413, 155, 177, 242]",0.21,0.01,0.07,0.03,0.61,0.01,0.06,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
15,"[412, 153, 177, 244]",0.13,0.0,0.06,0.03,0.69,0.01,0.08,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
16,"[414, 154, 176, 242]",0.14,0.0,0.06,0.02,0.71,0.01,0.06,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
17,"[412, 154, 178, 243]",0.14,0.01,0.07,0.03,0.66,0.01,0.09,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
18,"[416, 152, 176, 244]",0.16,0.0,0.08,0.04,0.64,0.01,0.07,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
19,"[415, 151, 177, 244]",0.14,0.0,0.06,0.03,0.67,0.01,0.08,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
20,"[417, 159, 177, 232]",0.11,0.01,0.08,0.03,0.66,0.01,0.09,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
21,"[674, -32, 502, 684]",0.57,0.0,0.01,0.06,0.09,0.03,0.23,"[413, 148, 178, 243]",0.14,0.01,0.07,0.02,0.66,0.01,0.1,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
22,"[412, 147, 179, 242]",0.19,0.0,0.08,0.01,0.63,0.01,0.07,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
23,"[412, 145, 180, 243]",0.15,0.0,0.07,0.01,0.7,0.01,0.07,"[1166, 284, 47, 60]",0.12,0.0,0.08,0.24,0.45,0.02,0.09,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
24,"[417, 146, 178, 242]",0.14,0.01,0.07,0.02,0.67,0.01,0.1,"[1167, 283, 49, 61]",0.19,0.01,0.08,0.2,0.42,0.03,0.08,"[288, 636, 21, 23]",0.19,0.0,0.22,0.11,0.45,0.0,0.02,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
25,"[414, 144, 180, 242]",0.16,0.0,0.07,0.01,0.66,0.0,0.09,"[1167, 280, 47, 59]",0.12,0.0,0.07,0.2,0.5,0.02,0.09,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
26,"[414, 138, 177, 248]",0.13,0.0,0.07,0.02,0.7,0.01,0.05,"[1168, 281, 45, 56]",0.2,0.0,0.09,0.16,0.45,0.03,0.07,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
27,"[410, 134, 176, 242]",0.11,0.01,0.05,0.06,0.65,0.01,0.11,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
28,"[395, 143, 175, 228]",0.09,0.01,0.07,0.46,0.26,0.04,0.08,"[1170, 280, 44, 58]",0.23,0.0,0.06,0.05,0.52,0.03,0.11,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
29,"[658, 292, 27, 35]",0.51,0.03,0.03,0.13,0.23,0.03,0.03,,,,,,,,,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
30,"[349, 142, 185, 243]",0.02,0.0,0.01,0.9,0.04,0.01,0.01,"[648, 625, 48, 50]",0.01,0.0,0.25,0.0,0.55,0.01,0.18,,,,,,,,,video_0553,62,2,50,31,23.976023976023978,2.5859166666666664,2025-01-29T20:36:13.537586
