,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[277, 156, 169, 209]",0.09,0.0,0.06,0.03,0.23,0.0,0.58,,,,,,,,,,,,,,,,,video_0588,111,3,50,37,29.97002997002997,3.7037,2025-01-29T20:38:23.092126
1,"[257, 148, 177, 215]",0.03,0.0,0.05,0.01,0.26,0.0,0.65,,,,,,,,,,,,,,,,,video_0588,111,3,50,37,29.97002997002997,3.7037,2025-01-29T20:38:23.092126
2,"[234, 133, 195, 234]",0.02,0.0,0.01,0.01,0.04,0.0,0.92,,,,,,,,,,,,,,,,,video_0588,111,3,50,37,29.97002997002997,3.7037,2025-01-29T20:38:23.092126
3,"[241, 138, 188, 225]",0.02,0.0,0.01,0.01,0.04,0.0,0.92,,,,,,,,,,,,,,,,,video_0588,111,3,50,37,29.97002997002997,3.7037,2025-01-29T20:38:23.092126
4,"[248, 142, 179, 223]",0.07,0.0,0.16,0.06,0.12,0.08,0.5,,,,,,,,,,,,,,,,,video_0588,111,3,50,37,29.97002997002997,3.7037,2025-01-29T20:38:23.092126
5,"[250, 148, 177, 215]",0.05,0.0,0.07,0.0,0.29,0.03,0.56,,,,,,,,,,,,,,,,,video_0588,111,3,50,37,29.97002997002997,3.7037,2025-01-29T20:38:23.092126
6,"[253, 139, 182, 224]",0.04,0.0,0.03,0.0,0.18,0.0,0.76,,,,,,,,,,,,,,,,,video_0588,111,3,50,37,29.97002997002997,3.7037,2025-01-29T20:38:23.092126
7,"[262, 155, 172, 214]",0.04,0.0,0.11,0.01,0.2,0.01,0.62,,,,,,,,,,,,,,,,,video_0588,111,3,50,37,29.97002997002997,3.7037,2025-01-29T20:38:23.092126
8,"[263, 156, 171, 212]",0.05,0.0,0.02,0.02,0.24,0.0,0.67,,,,,,,,,,,,,,,,,video_0588,111,3,50,37,29.97002997002997,3.7037,2025-01-29T20:38:23.092126
9,"[265, 156, 173, 218]",0.05,0.0,0.02,0.02,0.17,0.0,0.74,,,,,,,,,,,,,,,,,video_0588,111,3,50,37,29.97002997002997,3.7037,2025-01-29T20:38:23.092126
10,"[270, 168, 173, 208]",0.05,0.0,0.04,0.02,0.17,0.0,0.72,,,,,,,,,,,,,,,,,video_0588,111,3,50,37,29.97002997002997,3.7037,2025-01-29T20:38:23.092126
11,"[267, 158, 181, 220]",0.05,0.0,0.02,0.0,0.24,0.0,0.68,,,,,,,,,,,,,,,,,video_0588,111,3,50,37,29.97002997002997,3.7037,2025-01-29T20:38:23.092126
12,"[269, 162, 183, 219]",0.15,0.0,0.02,0.0,0.27,0.0,0.56,,,,,,,,,,,,,,,,,video_0588,111,3,50,37,29.97002997002997,3.7037,2025-01-29T20:38:23.092126
13,"[269, 167, 183, 219]",0.14,0.0,0.03,0.0,0.39,0.0,0.43,,,,,,,,,,,,,,,,,video_0588,111,3,50,37,29.97002997002997,3.7037,2025-01-29T20:38:23.092126
14,"[272, 178, 172, 210]",0.09,0.0,0.03,0.0,0.47,0.0,0.41,,,,,,,,,,,,,,,,,video_0588,111,3,50,37,29.97002997002997,3.7037,2025-01-29T20:38:23.092126
15,"[260, 170, 193, 228]",0.03,0.0,0.13,0.0,0.2,0.01,0.63,,,,,,,,,,,,,,,,,video_0588,111,3,50,37,29.97002997002997,3.7037,2025-01-29T20:38:23.092126
