,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[480, 83, 167, 218]",0.04,0.0,0.06,0.22,0.13,0.04,0.5,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
1,"[486, 86, 154, 213]",0.12,0.0,0.18,0.04,0.32,0.01,0.33,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
2,"[469, 81, 137, 221]",0.11,0.01,0.22,0.04,0.3,0.02,0.3,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
3,"[457, 91, 147, 212]",0.09,0.0,0.16,0.02,0.43,0.01,0.29,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
4,"[467, 80, 152, 215]",0.14,0.01,0.18,0.04,0.16,0.06,0.42,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
5,"[470, 85, 161, 215]",0.14,0.0,0.1,0.48,0.2,0.03,0.05,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
6,"[471, 82, 166, 220]",0.18,0.0,0.19,0.19,0.33,0.03,0.09,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
7,"[475, 97, 165, 211]",0.18,0.0,0.25,0.24,0.19,0.05,0.09,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
8,"[464, 98, 169, 224]",0.36,0.0,0.36,0.02,0.11,0.08,0.07,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
9,"[463, 99, 172, 222]",0.07,0.0,0.33,0.01,0.09,0.44,0.06,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
10,"[463, 101, 172, 222]",0.07,0.0,0.31,0.03,0.12,0.36,0.12,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
11,"[455, 95, 178, 224]",0.13,0.0,0.52,0.04,0.25,0.02,0.04,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
12,"[458, 100, 174, 216]",0.03,0.0,0.13,0.15,0.35,0.0,0.33,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
13,"[458, 99, 170, 213]",0.02,0.0,0.09,0.03,0.53,0.0,0.33,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
14,"[453, 98, 172, 213]",0.02,0.0,0.1,0.16,0.38,0.0,0.34,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
15,"[450, 97, 177, 219]",0.05,0.0,0.15,0.17,0.35,0.0,0.28,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
16,"[450, 96, 175, 221]",0.02,0.0,0.07,0.29,0.17,0.01,0.44,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
17,"[455, 102, 172, 222]",0.09,0.0,0.48,0.01,0.15,0.18,0.08,video_0587,179,4,50,44,30.0,5.966666666666667,2025-01-29T20:38:18.847041
