,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[383, 15, 449, 579]",0.02,0.0,0.01,0.05,0.33,0.0,0.59,video_0729,84,2,50,42,29.97002997002997,2.8028,2025-01-29T20:46:53.246554
1,"[380, 18, 453, 577]",0.03,0.0,0.02,0.03,0.45,0.0,0.46,video_0729,84,2,50,42,29.97002997002997,2.8028,2025-01-29T20:46:53.246554
2,"[380, 14, 452, 577]",0.03,0.0,0.02,0.05,0.41,0.0,0.49,video_0729,84,2,50,42,29.97002997002997,2.8028,2025-01-29T20:46:53.246554
3,"[372, 18, 452, 574]",0.03,0.0,0.01,0.06,0.36,0.0,0.54,video_0729,84,2,50,42,29.97002997002997,2.8028,2025-01-29T20:46:53.246554
4,"[366, 10, 459, 583]",0.03,0.0,0.01,0.09,0.26,0.0,0.61,video_0729,84,2,50,42,29.97002997002997,2.8028,2025-01-29T20:46:53.246554
5,"[373, 17, 451, 574]",0.03,0.0,0.02,0.04,0.53,0.0,0.39,video_0729,84,2,50,42,29.97002997002997,2.8028,2025-01-29T20:46:53.246554
6,"[375, 23, 452, 572]",0.03,0.0,0.01,0.03,0.43,0.0,0.5,video_0729,84,2,50,42,29.97002997002997,2.8028,2025-01-29T20:46:53.246554
7,"[378, 19, 449, 575]",0.04,0.0,0.02,0.05,0.34,0.0,0.55,video_0729,84,2,50,42,29.97002997002997,2.8028,2025-01-29T20:46:53.246554
8,"[378, 22, 451, 573]",0.04,0.0,0.02,0.04,0.37,0.0,0.53,video_0729,84,2,50,42,29.97002997002997,2.8028,2025-01-29T20:46:53.246554
9,"[376, 17, 449, 578]",0.02,0.0,0.02,0.04,0.52,0.0,0.41,video_0729,84,2,50,42,29.97002997002997,2.8028,2025-01-29T20:46:53.246554
10,"[377, 18, 446, 575]",0.02,0.0,0.02,0.02,0.71,0.0,0.23,video_0729,84,2,50,42,29.97002997002997,2.8028,2025-01-29T20:46:53.246554
