,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[615, 304, 235, 302]",0.19,0.01,0.2,0.02,0.21,0.28,0.09,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
1,"[661, 299, 220, 286]",0.07,0.0,0.09,0.02,0.12,0.11,0.58,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
2,"[690, 312, 227, 292]",0.14,0.0,0.14,0.0,0.12,0.18,0.42,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
3,"[765, 428, 71, 86]",0.56,0.01,0.06,0.02,0.15,0.12,0.08,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
4,"[754, 350, 224, 289]",0.13,0.0,0.15,0.04,0.07,0.35,0.27,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
5,"[750, 337, 225, 276]",0.08,0.0,0.1,0.02,0.13,0.18,0.49,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
6,"[619, 392, 218, 290]",0.29,0.0,0.14,0.0,0.44,0.11,0.02,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
7,"[695, 367, 229, 274]",0.66,0.01,0.02,0.13,0.06,0.09,0.02,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
8,"[771, 326, 214, 280]",0.3,0.0,0.28,0.01,0.17,0.16,0.08,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
9,"[797, 329, 214, 288]",0.33,0.0,0.19,0.04,0.13,0.16,0.15,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
10,"[831, 345, 204, 271]",0.14,0.0,0.17,0.02,0.22,0.29,0.16,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
11,"[839, 340, 205, 274]",0.25,0.0,0.28,0.01,0.21,0.21,0.04,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
12,"[840, 342, 198, 265]",0.28,0.0,0.48,0.0,0.06,0.17,0.01,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
13,"[829, 330, 203, 269]",0.23,0.01,0.27,0.03,0.06,0.34,0.05,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
14,"[807, 335, 196, 254]",0.08,0.0,0.05,0.01,0.02,0.81,0.03,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
15,"[769, 324, 196, 256]",0.11,0.0,0.05,0.01,0.03,0.77,0.03,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
16,"[734, 313, 192, 253]",0.11,0.0,0.07,0.02,0.02,0.73,0.05,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
17,"[696, 312, 192, 255]",0.11,0.0,0.08,0.01,0.01,0.75,0.03,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
18,"[698, 326, 193, 250]",0.23,0.0,0.13,0.04,0.02,0.49,0.09,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
19,"[721, 327, 202, 271]",0.37,0.0,0.12,0.0,0.02,0.47,0.01,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
20,"[772, 325, 191, 256]",0.18,0.0,0.12,0.0,0.01,0.66,0.01,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
21,"[820, 326, 191, 252]",0.25,0.0,0.2,0.01,0.03,0.48,0.04,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
22,"[832, 320, 204, 282]",0.31,0.0,0.43,0.0,0.03,0.23,0.0,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
23,"[794, 321, 202, 278]",0.39,0.0,0.26,0.01,0.04,0.27,0.03,"[743, 915, 110, 138]",0.03,0.0,0.03,0.13,0.03,0.04,0.73,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
24,"[774, 330, 188, 246]",0.41,0.02,0.26,0.02,0.02,0.18,0.08,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
25,"[739, 319, 177, 226]",0.3,0.03,0.18,0.02,0.01,0.4,0.07,,,,,,,,,video_0709,85,2,50,42,23.976023976023978,3.545208333333333,2025-01-29T20:45:30.592056
