,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[678, 189, 189, 226]",0.23,0.0,0.15,0.01,0.53,0.01,0.06,video_0356,82,2,50,41,30.0,2.7333333333333334,2025-01-29T20:24:07.205306
1,"[644, 180, 185, 229]",0.06,0.0,0.09,0.01,0.63,0.0,0.21,video_0356,82,2,50,41,30.0,2.7333333333333334,2025-01-29T20:24:07.205306
2,"[631, 170, 177, 223]",0.08,0.0,0.11,0.02,0.52,0.01,0.27,video_0356,82,2,50,41,30.0,2.7333333333333334,2025-01-29T20:24:07.205306
3,"[617, 151, 184, 229]",0.05,0.0,0.13,0.02,0.53,0.0,0.28,video_0356,82,2,50,41,30.0,2.7333333333333334,2025-01-29T20:24:07.205306
4,"[611, 141, 187, 233]",0.08,0.0,0.16,0.02,0.46,0.01,0.28,video_0356,82,2,50,41,30.0,2.7333333333333334,2025-01-29T20:24:07.205306
5,"[610, 129, 191, 238]",0.12,0.0,0.15,0.02,0.5,0.02,0.19,video_0356,82,2,50,41,30.0,2.7333333333333334,2025-01-29T20:24:07.205306
6,"[608, 129, 193, 237]",0.16,0.0,0.13,0.02,0.43,0.02,0.25,video_0356,82,2,50,41,30.0,2.7333333333333334,2025-01-29T20:24:07.205306
7,"[609, 131, 193, 239]",0.19,0.0,0.21,0.01,0.47,0.02,0.09,video_0356,82,2,50,41,30.0,2.7333333333333334,2025-01-29T20:24:07.205306
8,"[601, 134, 201, 245]",0.26,0.0,0.3,0.0,0.29,0.02,0.12,video_0356,82,2,50,41,30.0,2.7333333333333334,2025-01-29T20:24:07.205306
9,"[602, 137, 200, 250]",0.19,0.0,0.32,0.01,0.26,0.06,0.16,video_0356,82,2,50,41,30.0,2.7333333333333334,2025-01-29T20:24:07.205306
10,"[600, 138, 202, 258]",0.22,0.0,0.38,0.01,0.18,0.11,0.1,video_0356,82,2,50,41,30.0,2.7333333333333334,2025-01-29T20:24:07.205306
11,"[599, 140, 202, 256]",0.19,0.0,0.42,0.02,0.17,0.12,0.08,video_0356,82,2,50,41,30.0,2.7333333333333334,2025-01-29T20:24:07.205306
12,"[594, 144, 187, 240]",0.1,0.0,0.33,0.03,0.15,0.34,0.05,video_0356,82,2,50,41,30.0,2.7333333333333334,2025-01-29T20:24:07.205306
13,"[591, 130, 197, 255]",0.22,0.0,0.32,0.02,0.19,0.17,0.07,video_0356,82,2,50,41,30.0,2.7333333333333334,2025-01-29T20:24:07.205306
14,"[591, 127, 197, 254]",0.15,0.0,0.26,0.05,0.21,0.25,0.08,video_0356,82,2,50,41,30.0,2.7333333333333334,2025-01-29T20:24:07.205306
