,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[553, -88, 599, 704]",0.08,0.01,0.07,0.42,0.35,0.0,0.07,video_0882,52,2,50,26,29.954158858296093,1.735985985985986,2025-01-29T20:56:23.583379
1,"[548, 64, 561, 610]",0.16,0.06,0.12,0.07,0.57,0.0,0.02,video_0882,52,2,50,26,29.954158858296093,1.735985985985986,2025-01-29T20:56:23.583379
2,"[523, 169, 524, 564]",0.15,0.08,0.08,0.17,0.51,0.0,0.01,video_0882,52,2,50,26,29.954158858296093,1.735985985985986,2025-01-29T20:56:23.583379
3,"[461, 225, 553, 598]",0.13,0.0,0.08,0.12,0.65,0.0,0.02,video_0882,52,2,50,26,29.954158858296093,1.735985985985986,2025-01-29T20:56:23.583379
4,"[299, 245, 534, 552]",0.1,0.01,0.09,0.21,0.57,0.0,0.02,video_0882,52,2,50,26,29.954158858296093,1.735985985985986,2025-01-29T20:56:23.583379
5,"[163, 357, 519, 595]",0.08,0.0,0.1,0.09,0.69,0.0,0.03,video_0882,52,2,50,26,29.954158858296093,1.735985985985986,2025-01-29T20:56:23.583379
6,"[185, 1021, 39, 47]",0.25,0.08,0.14,0.14,0.2,0.04,0.15,video_0882,52,2,50,26,29.954158858296093,1.735985985985986,2025-01-29T20:56:23.583379
7,"[531, 191, 521, 557]",0.1,0.01,0.05,0.13,0.69,0.0,0.01,video_0882,52,2,50,26,29.954158858296093,1.735985985985986,2025-01-29T20:56:23.583379
8,"[586, 139, 561, 634]",0.07,0.01,0.13,0.02,0.76,0.0,0.01,video_0882,52,2,50,26,29.954158858296093,1.735985985985986,2025-01-29T20:56:23.583379
9,"[667, 154, 543, 590]",0.05,0.02,0.06,0.07,0.8,0.0,0.01,video_0882,52,2,50,26,29.954158858296093,1.735985985985986,2025-01-29T20:56:23.583379
10,"[664, 211, 551, 607]",0.14,0.01,0.09,0.15,0.58,0.0,0.03,video_0882,52,2,50,26,29.954158858296093,1.735985985985986,2025-01-29T20:56:23.583379
11,"[593, 221, 507, 543]",0.18,0.28,0.09,0.05,0.38,0.0,0.01,video_0882,52,2,50,26,29.954158858296093,1.735985985985986,2025-01-29T20:56:23.583379
12,"[598, 194, 520, 562]",0.18,0.14,0.11,0.07,0.5,0.0,0.01,video_0882,52,2,50,26,29.954158858296093,1.735985985985986,2025-01-29T20:56:23.583379
