,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[300, 114, 140, 185]",0.41,0.0,0.18,0.0,0.39,0.0,0.02,,,,,,,,,video_0580,134,3,50,44,30.0,4.466666666666667,2025-01-29T20:37:53.391866
1,"[302, 110, 144, 184]",0.27,0.0,0.17,0.0,0.54,0.0,0.02,,,,,,,,,video_0580,134,3,50,44,30.0,4.466666666666667,2025-01-29T20:37:53.391866
2,"[307, 109, 144, 186]",0.35,0.0,0.2,0.0,0.43,0.0,0.02,,,,,,,,,video_0580,134,3,50,44,30.0,4.466666666666667,2025-01-29T20:37:53.391866
3,"[313, 109, 141, 186]",0.34,0.0,0.19,0.0,0.43,0.0,0.03,,,,,,,,,video_0580,134,3,50,44,30.0,4.466666666666667,2025-01-29T20:37:53.391866
4,"[315, 108, 143, 185]",0.4,0.01,0.19,0.0,0.37,0.0,0.04,,,,,,,,,video_0580,134,3,50,44,30.0,4.466666666666667,2025-01-29T20:37:53.391866
5,"[315, 107, 142, 186]",0.35,0.0,0.2,0.0,0.41,0.0,0.03,,,,,,,,,video_0580,134,3,50,44,30.0,4.466666666666667,2025-01-29T20:37:53.391866
6,"[317, 105, 144, 185]",0.34,0.0,0.13,0.0,0.48,0.0,0.04,,,,,,,,,video_0580,134,3,50,44,30.0,4.466666666666667,2025-01-29T20:37:53.391866
7,"[319, 105, 142, 185]",0.37,0.0,0.15,0.0,0.42,0.0,0.05,"[210, 134, 104, 123]",0.08,0.0,0.11,0.58,0.06,0.01,0.16,video_0580,134,3,50,44,30.0,4.466666666666667,2025-01-29T20:37:53.391866
8,"[318, 106, 141, 185]",0.25,0.0,0.19,0.0,0.5,0.01,0.05,,,,,,,,,video_0580,134,3,50,44,30.0,4.466666666666667,2025-01-29T20:37:53.391866
9,"[319, 106, 141, 181]",0.2,0.0,0.18,0.0,0.57,0.01,0.04,"[201, 129, 109, 131]",0.07,0.0,0.1,0.33,0.08,0.01,0.41,video_0580,134,3,50,44,30.0,4.466666666666667,2025-01-29T20:37:53.391866
10,"[317, 103, 142, 185]",0.29,0.0,0.17,0.0,0.46,0.01,0.06,"[198, 129, 108, 128]",0.11,0.0,0.09,0.51,0.08,0.0,0.21,video_0580,134,3,50,44,30.0,4.466666666666667,2025-01-29T20:37:53.391866
11,"[317, 100, 141, 186]",0.26,0.0,0.21,0.0,0.47,0.01,0.04,,,,,,,,,video_0580,134,3,50,44,30.0,4.466666666666667,2025-01-29T20:37:53.391866
12,"[318, 103, 136, 181]",0.16,0.0,0.17,0.0,0.6,0.01,0.06,"[194, 131, 101, 125]",0.19,0.0,0.13,0.35,0.18,0.0,0.15,video_0580,134,3,50,44,30.0,4.466666666666667,2025-01-29T20:37:53.391866
13,"[318, 102, 136, 180]",0.22,0.0,0.16,0.0,0.55,0.01,0.05,"[190, 132, 99, 122]",0.21,0.0,0.17,0.3,0.2,0.0,0.12,video_0580,134,3,50,44,30.0,4.466666666666667,2025-01-29T20:37:53.391866
14,"[316, 100, 136, 181]",0.18,0.0,0.16,0.0,0.59,0.01,0.05,,,,,,,,,video_0580,134,3,50,44,30.0,4.466666666666667,2025-01-29T20:37:53.391866
15,"[313, 95, 142, 186]",0.24,0.0,0.15,0.0,0.55,0.01,0.04,"[179, 122, 111, 135]",0.09,0.0,0.05,0.53,0.11,0.01,0.22,video_0580,134,3,50,44,30.0,4.466666666666667,2025-01-29T20:37:53.391866
16,"[313, 93, 142, 186]",0.19,0.0,0.16,0.0,0.6,0.01,0.04,"[170, 143, 88, 108]",0.23,0.0,0.13,0.44,0.15,0.0,0.04,video_0580,134,3,50,44,30.0,4.466666666666667,2025-01-29T20:37:53.391866
