,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[378, 72, 84, 117]",0.0,0.0,0.0,0.93,0.0,0.0,0.07,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
1,"[368, 68, 85, 117]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
2,"[366, 67, 86, 119]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
3,"[366, 64, 85, 120]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
4,"[370, 69, 85, 117]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
5,"[379, 64, 88, 122]",0.0,0.0,0.0,0.95,0.0,0.0,0.05,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
6,"[378, 60, 88, 125]",0.03,0.0,0.01,0.13,0.05,0.0,0.79,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
7,"[375, 66, 85, 120]",0.05,0.0,0.02,0.02,0.13,0.0,0.77,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
8,"[377, 65, 86, 122]",0.01,0.0,0.0,0.74,0.01,0.0,0.24,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
9,"[379, 66, 85, 117]",0.01,0.0,0.0,0.76,0.02,0.0,0.21,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
10,"[379, 62, 88, 127]",0.01,0.0,0.0,0.33,0.01,0.0,0.64,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
11,"[380, 61, 87, 127]",0.01,0.0,0.0,0.47,0.01,0.0,0.52,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
12,"[381, 58, 87, 123]",0.0,0.0,0.0,0.94,0.0,0.0,0.06,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
13,"[380, 58, 88, 126]",0.0,0.0,0.0,0.87,0.0,0.0,0.13,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
14,"[377, 67, 88, 126]",0.0,0.0,0.0,0.72,0.01,0.0,0.27,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
15,"[373, 76, 88, 121]",0.04,0.0,0.01,0.62,0.11,0.0,0.22,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
16,"[373, 75, 84, 120]",0.23,0.0,0.04,0.48,0.11,0.11,0.03,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
17,"[369, 52, 79, 123]",0.12,0.0,0.03,0.2,0.44,0.0,0.2,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
18,"[388, 59, 79, 118]",0.04,0.0,0.01,0.55,0.2,0.0,0.2,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
19,"[399, 66, 83, 117]",0.03,0.0,0.01,0.28,0.03,0.0,0.66,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
20,"[398, 64, 81, 118]",0.01,0.0,0.02,0.64,0.04,0.0,0.29,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
21,"[415, 76, 86, 120]",0.01,0.0,0.0,0.81,0.01,0.0,0.17,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
22,"[412, 76, 87, 121]",0.05,0.0,0.02,0.33,0.08,0.0,0.52,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
23,"[405, 73, 77, 114]",0.07,0.0,0.03,0.18,0.15,0.01,0.56,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
24,"[390, 68, 81, 120]",0.02,0.0,0.0,0.52,0.04,0.0,0.42,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
25,"[385, 60, 81, 125]",0.06,0.0,0.03,0.3,0.08,0.05,0.48,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
26,"[384, 64, 79, 122]",0.02,0.0,0.01,0.58,0.11,0.0,0.28,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
27,"[381, 71, 76, 110]",0.08,0.0,0.03,0.2,0.35,0.0,0.34,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
28,"[382, 70, 84, 122]",0.02,0.0,0.01,0.53,0.12,0.0,0.31,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
29,"[383, 73, 80, 116]",0.03,0.0,0.01,0.5,0.15,0.01,0.3,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
30,"[383, 72, 88, 123]",0.05,0.0,0.02,0.59,0.09,0.01,0.25,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
31,"[383, 74, 88, 120]",0.05,0.0,0.01,0.61,0.03,0.01,0.29,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
32,"[384, 77, 86, 118]",0.03,0.0,0.01,0.29,0.05,0.0,0.61,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
33,"[381, 74, 90, 122]",0.04,0.0,0.03,0.24,0.07,0.0,0.62,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
34,"[387, 71, 83, 123]",0.02,0.0,0.01,0.36,0.05,0.0,0.56,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
35,"[394, 75, 78, 116]",0.01,0.0,0.01,0.64,0.11,0.0,0.23,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
36,"[399, 80, 79, 115]",0.02,0.0,0.02,0.32,0.28,0.0,0.36,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
37,"[399, 77, 81, 119]",0.01,0.0,0.0,0.5,0.16,0.0,0.33,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
38,"[380, 78, 78, 117]",0.01,0.0,0.01,0.55,0.19,0.0,0.24,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
39,"[343, 56, 81, 124]",0.05,0.0,0.02,0.24,0.41,0.0,0.27,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
40,"[300, 70, 81, 123]",0.09,0.0,0.05,0.5,0.13,0.0,0.23,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
41,"[288, 75, 87, 121]",0.06,0.0,0.05,0.13,0.48,0.0,0.29,video_0163,601,13,50,46,29.97002997002997,20.053366666666665,2025-01-29T20:12:31.230485
