,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[630, 111, 176, 221]",0.13,0.0,0.05,0.0,0.45,0.0,0.38,"[624, 71, 27, 34]",0.83,0.0,0.05,0.02,0.1,0.0,0.01,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
1,"[629, 111, 177, 221]",0.26,0.0,0.06,0.0,0.43,0.0,0.24,"[624, 71, 27, 34]",0.83,0.0,0.05,0.02,0.1,0.0,0.01,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
2,"[627, 112, 175, 225]",0.31,0.0,0.07,0.0,0.28,0.0,0.34,"[624, 71, 27, 34]",0.83,0.0,0.05,0.02,0.09,0.0,0.01,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
3,"[629, 113, 173, 219]",0.39,0.0,0.04,0.0,0.33,0.0,0.23,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
4,"[628, 111, 173, 221]",0.32,0.0,0.04,0.0,0.29,0.0,0.35,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
5,"[626, 109, 174, 224]",0.2,0.0,0.02,0.0,0.18,0.0,0.59,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
6,"[629, 104, 174, 221]",0.38,0.0,0.01,0.0,0.11,0.0,0.5,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
7,"[626, 100, 173, 223]",0.27,0.0,0.01,0.0,0.17,0.0,0.54,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
8,"[636, 105, 167, 214]",0.36,0.0,0.01,0.0,0.07,0.0,0.55,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
9,"[626, 94, 176, 229]",0.64,0.0,0.02,0.01,0.11,0.0,0.22,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
10,"[629, 95, 176, 225]",0.67,0.0,0.05,0.0,0.09,0.0,0.19,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
11,"[627, 95, 176, 227]",0.55,0.0,0.07,0.0,0.1,0.0,0.28,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
12,"[629, 94, 176, 227]",0.52,0.0,0.06,0.0,0.07,0.0,0.34,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
13,"[629, 95, 176, 225]",0.62,0.0,0.08,0.0,0.08,0.0,0.22,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
14,"[629, 89, 176, 231]",0.61,0.0,0.04,0.0,0.12,0.0,0.23,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
15,"[625, 92, 177, 228]",0.59,0.0,0.07,0.0,0.13,0.0,0.2,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
16,"[617, 90, 175, 227]",0.53,0.0,0.03,0.0,0.08,0.0,0.36,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
17,"[614, 98, 173, 216]",0.5,0.0,0.03,0.0,0.05,0.01,0.41,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
18,"[603, 95, 176, 223]",0.57,0.0,0.07,0.0,0.14,0.01,0.21,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
19,"[595, 92, 178, 225]",0.71,0.0,0.06,0.0,0.06,0.01,0.14,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
20,"[580, 96, 177, 223]",0.55,0.0,0.03,0.0,0.13,0.01,0.27,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
21,"[567, 95, 178, 220]",0.47,0.0,0.08,0.0,0.2,0.01,0.25,,,,,,,,,video_0908,79,2,50,39,30.0,2.6333333333333333,2025-01-29T20:58:16.882806
