,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[798, 229, 322, 419]",0.06,0.0,0.26,0.0,0.56,0.0,0.12,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
1,"[794, 228, 324, 419]",0.05,0.0,0.14,0.0,0.67,0.0,0.13,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
2,"[794, 226, 325, 419]",0.06,0.0,0.1,0.0,0.7,0.0,0.13,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
3,"[794, 223, 324, 422]",0.06,0.0,0.07,0.0,0.79,0.0,0.09,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
4,"[797, 225, 319, 420]",0.06,0.0,0.12,0.0,0.71,0.0,0.1,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
5,"[796, 225, 320, 419]",0.05,0.0,0.1,0.0,0.75,0.0,0.09,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
6,"[796, 224, 319, 421]",0.05,0.0,0.09,0.0,0.74,0.0,0.11,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
7,"[796, 226, 320, 419]",0.05,0.0,0.18,0.0,0.68,0.0,0.1,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
8,"[792, 224, 323, 422]",0.05,0.0,0.17,0.0,0.65,0.0,0.12,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
9,"[795, 229, 321, 410]",0.07,0.01,0.05,0.01,0.69,0.0,0.17,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
10,"[792, 223, 322, 418]",0.07,0.0,0.1,0.01,0.56,0.0,0.26,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
11,"[795, 224, 322, 418]",0.07,0.0,0.21,0.01,0.54,0.0,0.17,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
12,"[797, 224, 323, 419]",0.07,0.0,0.22,0.01,0.54,0.0,0.16,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
13,"[797, 224, 323, 420]",0.05,0.0,0.25,0.0,0.59,0.0,0.1,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
14,"[797, 224, 322, 421]",0.04,0.0,0.14,0.0,0.72,0.0,0.09,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
15,"[797, 225, 321, 418]",0.05,0.0,0.15,0.0,0.66,0.0,0.13,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
16,"[792, 214, 328, 429]",0.04,0.0,0.05,0.01,0.72,0.0,0.19,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
17,"[799, 224, 321, 420]",0.04,0.0,0.13,0.01,0.72,0.0,0.11,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
18,"[796, 220, 323, 422]",0.06,0.0,0.22,0.0,0.57,0.0,0.15,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
19,"[793, 217, 323, 423]",0.05,0.0,0.05,0.01,0.75,0.0,0.14,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
20,"[792, 219, 325, 422]",0.05,0.0,0.15,0.0,0.67,0.0,0.13,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
21,"[791, 220, 324, 421]",0.04,0.0,0.17,0.0,0.69,0.0,0.08,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
22,"[791, 220, 325, 418]",0.05,0.0,0.17,0.01,0.65,0.0,0.13,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
23,"[791, 221, 326, 417]",0.04,0.0,0.08,0.01,0.67,0.0,0.19,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
24,"[790, 217, 327, 422]",0.03,0.0,0.1,0.01,0.71,0.0,0.15,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
25,"[793, 221, 323, 415]",0.04,0.0,0.12,0.01,0.68,0.0,0.14,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
26,"[793, 219, 324, 418]",0.03,0.0,0.1,0.01,0.73,0.0,0.13,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
27,"[793, 221, 323, 414]",0.04,0.0,0.08,0.0,0.69,0.0,0.18,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
28,"[793, 220, 323, 417]",0.05,0.0,0.12,0.0,0.68,0.0,0.14,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
29,"[793, 221, 323, 416]",0.04,0.0,0.1,0.01,0.71,0.0,0.14,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
30,"[792, 222, 322, 417]",0.04,0.0,0.07,0.01,0.75,0.0,0.14,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
31,"[790, 221, 322, 418]",0.04,0.0,0.07,0.01,0.74,0.0,0.14,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
32,"[790, 221, 322, 418]",0.04,0.0,0.09,0.0,0.74,0.0,0.12,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
33,"[790, 225, 322, 416]",0.03,0.0,0.07,0.0,0.83,0.0,0.07,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
34,"[789, 222, 322, 414]",0.02,0.01,0.02,0.03,0.8,0.0,0.12,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
35,"[785, 221, 330, 425]",0.03,0.0,0.05,0.02,0.76,0.0,0.12,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
36,"[785, 222, 327, 427]",0.03,0.01,0.06,0.0,0.85,0.0,0.06,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
37,"[784, 225, 328, 426]",0.03,0.0,0.05,0.01,0.83,0.0,0.07,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
38,"[787, 235, 318, 407]",0.02,0.01,0.04,0.0,0.88,0.0,0.04,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
39,"[782, 238, 319, 411]",0.02,0.0,0.06,0.0,0.86,0.0,0.06,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
40,"[782, 239, 319, 411]",0.01,0.0,0.05,0.0,0.85,0.0,0.08,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
41,"[781, 242, 321, 412]",0.02,0.0,0.08,0.0,0.82,0.0,0.07,video_0131,136,3,50,45,30.0,4.533333333333333,2025-01-29T20:10:54.242137
