,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[345, 17, 108, 149]",0.09,0.0,0.04,0.0,0.01,0.85,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
1,"[347, 26, 112, 146]",0.04,0.0,0.03,0.0,0.01,0.92,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
2,"[348, 35, 111, 145]",0.05,0.0,0.03,0.0,0.01,0.9,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
3,"[345, 38, 114, 152]",0.16,0.0,0.11,0.0,0.02,0.71,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
4,"[346, 42, 117, 155]",0.14,0.0,0.07,0.0,0.01,0.78,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
5,"[347, 57, 113, 149]",0.19,0.0,0.22,0.0,0.02,0.57,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
6,"[342, 61, 116, 155]",0.13,0.0,0.32,0.0,0.03,0.53,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
7,"[340, 66, 116, 152]",0.07,0.0,0.05,0.0,0.01,0.87,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
8,"[337, 67, 120, 158]",0.05,0.0,0.03,0.0,0.0,0.91,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
9,"[334, 72, 121, 159]",0.06,0.0,0.03,0.0,0.01,0.9,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
10,"[333, 76, 124, 160]",0.05,0.0,0.04,0.0,0.01,0.9,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
11,"[330, 76, 127, 166]",0.11,0.0,0.03,0.0,0.01,0.85,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
12,"[328, 76, 129, 171]",0.1,0.0,0.05,0.0,0.02,0.82,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
13,"[327, 77, 129, 170]",0.08,0.0,0.08,0.0,0.05,0.8,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
14,"[328, 91, 129, 169]",0.14,0.0,0.18,0.0,0.12,0.56,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
15,"[327, 95, 129, 171]",0.16,0.0,0.2,0.0,0.15,0.49,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
16,"[325, 104, 131, 171]",0.1,0.0,0.22,0.0,0.12,0.55,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
17,"[323, 105, 133, 175]",0.07,0.0,0.18,0.0,0.07,0.67,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
18,"[321, 109, 135, 179]",0.12,0.0,0.2,0.0,0.09,0.59,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
19,"[318, 106, 140, 181]",0.19,0.0,0.39,0.0,0.15,0.27,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
20,"[317, 105, 142, 182]",0.16,0.0,0.39,0.0,0.31,0.13,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
21,"[322, 113, 136, 176]",0.15,0.0,0.48,0.0,0.25,0.12,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
22,"[323, 107, 138, 179]",0.18,0.0,0.39,0.0,0.27,0.15,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
23,"[322, 101, 144, 186]",0.14,0.0,0.47,0.0,0.26,0.13,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
24,"[318, 97, 149, 191]",0.11,0.0,0.41,0.0,0.28,0.19,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
25,"[318, 97, 150, 193]",0.16,0.0,0.38,0.0,0.29,0.17,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
26,"[311, 92, 158, 202]",0.16,0.0,0.25,0.0,0.41,0.18,0.0,"[523, 169, 89, 113]",0.13,0.01,0.14,0.01,0.68,0.0,0.03,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
27,"[307, 87, 159, 205]",0.12,0.0,0.24,0.0,0.32,0.32,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
28,"[310, 107, 157, 199]",0.15,0.01,0.34,0.0,0.22,0.29,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
29,"[304, 113, 164, 208]",0.23,0.01,0.29,0.0,0.3,0.16,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
30,"[305, 115, 168, 212]",0.16,0.0,0.26,0.0,0.49,0.09,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
31,"[300, 115, 175, 227]",0.2,0.01,0.19,0.0,0.28,0.32,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
32,"[300, 122, 177, 232]",0.28,0.01,0.13,0.0,0.3,0.29,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
33,"[300, 146, 177, 224]",0.17,0.02,0.32,0.0,0.1,0.39,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
34,"[292, 139, 190, 245]",0.24,0.0,0.19,0.0,0.14,0.42,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
35,"[292, 146, 190, 244]",0.15,0.01,0.33,0.0,0.13,0.38,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
36,"[282, 145, 197, 255]",0.16,0.01,0.3,0.0,0.12,0.42,0.0,,,,,,,,,video_0166,73,2,50,36,30.0,2.433333333333333,2025-01-29T20:12:42.780847
