,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[426, 84, 409, 523]",0.0,0.0,0.01,0.02,0.0,0.0,0.97,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
1,"[422, 69, 402, 529]",0.0,0.0,0.0,0.01,0.0,0.0,0.98,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
2,"[427, 69, 409, 527]",0.0,0.0,0.0,0.01,0.0,0.0,0.99,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
3,"[432, 74, 395, 519]",0.0,0.0,0.01,0.0,0.01,0.0,0.98,"[819, 900, 146, 164]",0.19,0.0,0.19,0.02,0.13,0.38,0.08,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
4,"[429, 68, 409, 529]",0.0,0.0,0.0,0.01,0.0,0.0,0.99,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
5,"[428, 71, 405, 522]",0.0,0.0,0.0,0.01,0.0,0.0,0.99,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
6,"[424, 60, 408, 532]",0.0,0.0,0.0,0.16,0.0,0.0,0.84,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
7,"[417, 50, 407, 545]",0.0,0.0,0.0,0.89,0.0,0.0,0.1,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
8,"[423, 48, 391, 527]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
9,"[417, 42, 392, 519]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
10,"[424, 29, 388, 518]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
11,"[430, 26, 388, 515]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
12,"[430, 19, 393, 520]",0.0,0.0,0.0,0.95,0.0,0.0,0.05,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
13,"[423, 20, 392, 516]",0.0,0.0,0.0,0.93,0.0,0.0,0.06,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
14,"[422, 19, 381, 501]",0.0,0.0,0.0,0.86,0.0,0.0,0.13,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
15,"[426, 29, 372, 488]",0.0,0.0,0.0,0.85,0.0,0.0,0.14,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
16,"[436, 21, 390, 514]",0.0,0.0,0.0,0.85,0.0,0.0,0.14,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
17,"[458, 22, 372, 501]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
18,"[451, 17, 370, 507]",0.0,0.0,0.0,0.94,0.0,0.0,0.05,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
19,"[441, 20, 392, 513]",0.0,0.0,0.0,0.94,0.0,0.0,0.05,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
20,"[445, 30, 380, 499]",0.0,0.0,0.01,0.59,0.01,0.0,0.39,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
21,"[441, 18, 385, 514]",0.01,0.0,0.02,0.02,0.04,0.0,0.91,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
22,"[453, 19, 390, 523]",0.02,0.0,0.1,0.24,0.2,0.03,0.4,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
23,"[439, 9, 399, 534]",0.03,0.01,0.11,0.75,0.04,0.03,0.04,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
24,"[442, 24, 382, 507]",0.0,0.0,0.01,0.97,0.0,0.0,0.02,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
25,"[431, 10, 378, 513]",0.0,0.0,0.0,0.44,0.0,0.0,0.56,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
26,"[435, 34, 386, 501]",0.01,0.0,0.01,0.08,0.04,0.0,0.86,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
27,"[433, 36, 388, 501]",0.01,0.0,0.02,0.05,0.05,0.0,0.87,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
28,"[431, 41, 384, 493]",0.01,0.0,0.02,0.05,0.04,0.0,0.88,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
29,"[428, 40, 388, 501]",0.01,0.0,0.02,0.03,0.03,0.0,0.91,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
30,"[429, 34, 389, 511]",0.01,0.0,0.01,0.07,0.03,0.0,0.88,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
31,"[419, 33, 390, 503]",0.0,0.0,0.0,0.03,0.01,0.0,0.95,,,,,,,,,video_0220,64,2,50,32,29.990847519677832,2.1339843750000003,2025-01-29T20:16:13.125086
