,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[519, 83, 203, 268]",0.12,0.0,0.05,0.21,0.06,0.09,0.46,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
1,"[520, 83, 202, 266]",0.11,0.0,0.07,0.29,0.05,0.12,0.37,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
2,"[521, 83, 202, 267]",0.1,0.0,0.07,0.29,0.04,0.09,0.41,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
3,"[522, 91, 196, 252]",0.14,0.0,0.06,0.32,0.05,0.12,0.31,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
4,"[527, 96, 195, 251]",0.12,0.0,0.06,0.44,0.05,0.08,0.25,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
5,"[530, 97, 193, 249]",0.1,0.0,0.04,0.54,0.05,0.07,0.21,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
6,"[523, 86, 201, 264]",0.14,0.0,0.05,0.4,0.04,0.06,0.31,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
7,"[522, 85, 201, 264]",0.07,0.0,0.03,0.51,0.03,0.07,0.28,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
8,"[527, 97, 194, 249]",0.11,0.0,0.07,0.45,0.05,0.12,0.2,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
9,"[518, 84, 202, 266]",0.11,0.0,0.04,0.28,0.05,0.07,0.45,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
10,"[517, 96, 197, 253]",0.21,0.0,0.11,0.18,0.07,0.08,0.35,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
11,"[515, 87, 200, 263]",0.24,0.0,0.08,0.19,0.07,0.11,0.31,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
12,"[514, 87, 199, 264]",0.21,0.0,0.08,0.17,0.06,0.09,0.38,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
13,"[512, 88, 200, 263]",0.15,0.0,0.07,0.14,0.09,0.11,0.45,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
14,"[510, 86, 204, 270]",0.19,0.0,0.06,0.14,0.11,0.07,0.44,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
15,"[508, 86, 205, 275]",0.14,0.0,0.1,0.13,0.07,0.12,0.43,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
16,"[505, 88, 205, 276]",0.15,0.0,0.11,0.08,0.08,0.09,0.48,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
17,"[501, 89, 207, 278]",0.19,0.0,0.1,0.05,0.09,0.06,0.53,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
18,"[499, 91, 207, 280]",0.13,0.0,0.1,0.05,0.06,0.08,0.57,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
19,"[497, 95, 206, 277]",0.2,0.0,0.12,0.06,0.07,0.12,0.44,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
20,"[498, 98, 206, 278]",0.18,0.0,0.13,0.14,0.06,0.15,0.35,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
21,"[499, 104, 206, 283]",0.41,0.0,0.18,0.0,0.2,0.05,0.16,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
22,"[501, 109, 208, 285]",0.24,0.0,0.25,0.0,0.26,0.09,0.16,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
23,"[505, 97, 203, 281]",0.18,0.0,0.14,0.02,0.07,0.31,0.28,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
24,"[514, 89, 204, 281]",0.07,0.0,0.12,0.02,0.04,0.64,0.11,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
25,"[525, 82, 205, 282]",0.08,0.0,0.09,0.01,0.03,0.19,0.6,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
26,"[530, 93, 199, 259]",0.27,0.0,0.18,0.07,0.08,0.05,0.35,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
27,"[539, 82, 211, 277]",0.09,0.0,0.09,0.38,0.05,0.04,0.35,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
28,"[544, 94, 210, 271]",0.09,0.0,0.1,0.19,0.05,0.08,0.49,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
29,"[546, 95, 211, 272]",0.06,0.0,0.06,0.23,0.04,0.07,0.54,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
30,"[551, 98, 213, 274]",0.05,0.0,0.08,0.22,0.06,0.05,0.53,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
31,"[555, 95, 216, 280]",0.09,0.0,0.12,0.24,0.09,0.04,0.42,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
32,"[554, 89, 213, 281]",0.1,0.0,0.12,0.32,0.05,0.09,0.32,video_0977,65,2,50,32,25.0,2.6,2025-01-29T21:02:22.101190
