,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[670, 179, 199, 271]",0.03,0.0,0.02,0.0,0.12,0.05,0.77,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
1,"[669, 181, 200, 271]",0.05,0.0,0.07,0.0,0.18,0.05,0.66,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
2,"[667, 179, 201, 272]",0.1,0.0,0.07,0.0,0.24,0.02,0.57,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
3,"[669, 177, 199, 269]",0.15,0.0,0.05,0.0,0.25,0.04,0.51,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
4,"[678, 173, 198, 274]",0.15,0.0,0.08,0.0,0.18,0.06,0.53,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
5,"[675, 172, 207, 281]",0.12,0.0,0.12,0.0,0.24,0.07,0.46,"[751, 511, 27, 34]",0.43,0.0,0.06,0.31,0.09,0.02,0.08,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
6,"[666, 187, 185, 269]",0.26,0.01,0.11,0.01,0.14,0.13,0.34,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
7,"[630, 215, 191, 270]",0.14,0.0,0.09,0.01,0.35,0.01,0.4,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
8,"[605, 219, 185, 270]",0.15,0.0,0.05,0.01,0.25,0.01,0.53,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
9,"[599, 226, 178, 265]",0.16,0.01,0.16,0.02,0.2,0.03,0.42,"[715, 513, 28, 35]",0.31,0.0,0.04,0.47,0.1,0.02,0.06,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
10,"[608, 210, 199, 269]",0.16,0.0,0.14,0.01,0.24,0.02,0.43,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
11,"[631, 201, 198, 263]",0.09,0.0,0.04,0.0,0.16,0.04,0.66,,,,,,,,,,,,,,,,,,,,,,,,,video_0363,159,4,50,39,29.96623066280971,5.305972639305972,2025-01-29T20:24:36.392723
