,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[582, 261, 274, 344]",0.11,0.0,0.05,0.0,0.13,0.0,0.7,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
1,"[589, 259, 269, 344]",0.05,0.0,0.05,0.0,0.17,0.0,0.72,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
2,"[588, 255, 277, 356]",0.01,0.0,0.0,0.0,0.08,0.0,0.9,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
3,"[592, 257, 278, 355]",0.05,0.0,0.01,0.0,0.15,0.0,0.79,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
4,"[594, 257, 279, 357]",0.11,0.0,0.01,0.0,0.25,0.0,0.63,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
5,"[603, 257, 274, 356]",0.03,0.0,0.01,0.0,0.08,0.0,0.88,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
6,"[619, 261, 274, 355]",0.09,0.0,0.02,0.0,0.15,0.0,0.73,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
7,"[605, 248, 271, 359]",0.07,0.0,0.02,0.0,0.27,0.0,0.64,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
8,"[596, 251, 281, 359]",0.04,0.0,0.01,0.0,0.22,0.0,0.73,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
9,"[602, 246, 276, 362]",0.1,0.0,0.03,0.0,0.47,0.01,0.4,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
10,"[589, 248, 280, 358]",0.07,0.0,0.03,0.0,0.34,0.0,0.55,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
11,"[590, 247, 283, 360]",0.09,0.0,0.02,0.0,0.3,0.0,0.59,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
12,"[596, 251, 283, 359]",0.07,0.0,0.03,0.0,0.3,0.0,0.59,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
13,"[594, 249, 283, 362]",0.06,0.0,0.04,0.0,0.25,0.0,0.65,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
14,"[595, 239, 268, 369]",0.08,0.0,0.01,0.0,0.26,0.0,0.64,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
15,"[593, 242, 288, 369]",0.16,0.01,0.05,0.0,0.32,0.03,0.44,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
16,"[593, 234, 292, 379]",0.05,0.0,0.05,0.0,0.13,0.03,0.74,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
17,"[594, 227, 293, 380]",0.12,0.0,0.03,0.0,0.31,0.02,0.52,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
18,"[596, 223, 294, 384]",0.09,0.01,0.03,0.0,0.57,0.01,0.3,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
19,"[604, 239, 285, 375]",0.16,0.01,0.04,0.0,0.43,0.01,0.35,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
20,"[606, 240, 285, 373]",0.12,0.0,0.05,0.0,0.48,0.0,0.34,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
21,"[605, 237, 290, 377]",0.05,0.0,0.03,0.0,0.59,0.01,0.31,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
22,"[600, 240, 292, 370]",0.16,0.0,0.04,0.0,0.36,0.01,0.42,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
23,"[602, 235, 290, 385]",0.16,0.01,0.04,0.0,0.48,0.01,0.3,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
24,"[594, 233, 292, 383]",0.07,0.0,0.03,0.0,0.41,0.01,0.48,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
25,"[585, 239, 281, 358]",0.13,0.0,0.05,0.0,0.39,0.0,0.44,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
26,"[582, 229, 288, 367]",0.18,0.01,0.07,0.0,0.45,0.01,0.29,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
27,"[622, 230, 274, 383]",0.31,0.01,0.14,0.0,0.38,0.1,0.06,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
28,"[642, 245, 279, 371]",0.35,0.0,0.08,0.0,0.25,0.07,0.25,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
29,"[661, 237, 293, 386]",0.24,0.0,0.07,0.0,0.39,0.07,0.23,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
30,"[697, 221, 312, 424]",0.14,0.0,0.02,0.0,0.37,0.01,0.46,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
31,"[718, 210, 325, 440]",0.57,0.0,0.02,0.0,0.27,0.0,0.14,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
32,"[742, 219, 325, 430]",0.47,0.0,0.01,0.0,0.2,0.0,0.31,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
33,"[651, 233, 327, 439]",0.06,0.0,0.01,0.01,0.18,0.0,0.74,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
34,"[624, 244, 318, 413]",0.02,0.0,0.01,0.0,0.07,0.01,0.89,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
35,"[641, 250, 312, 407]",0.09,0.0,0.04,0.0,0.41,0.0,0.47,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
36,"[567, 236, 300, 425]",0.15,0.0,0.1,0.02,0.24,0.01,0.48,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
37,"[578, 253, 305, 427]",0.17,0.0,0.2,0.03,0.23,0.03,0.34,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
38,"[570, 257, 310, 426]",0.16,0.0,0.19,0.01,0.3,0.01,0.33,video_0278,361,8,50,45,23.976023976023978,15.056708333333333,2025-01-29T20:19:48.229109
