,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[628, 131, 264, 334]",0.18,0.0,0.24,0.0,0.19,0.18,0.2,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
1,"[655, 157, 232, 287]",0.32,0.0,0.21,0.01,0.05,0.3,0.11,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
2,"[658, 160, 233, 289]",0.39,0.0,0.13,0.01,0.04,0.36,0.07,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
3,"[644, 152, 241, 303]",0.28,0.0,0.31,0.01,0.13,0.17,0.1,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
4,"[627, 155, 237, 300]",0.06,0.0,0.46,0.01,0.1,0.15,0.22,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
5,"[629, 154, 237, 302]",0.12,0.0,0.38,0.01,0.12,0.19,0.18,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
6,"[648, 131, 247, 325]",0.14,0.0,0.15,0.01,0.22,0.12,0.36,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
7,"[647, 134, 267, 339]",0.22,0.0,0.17,0.01,0.15,0.25,0.21,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
8,"[680, 160, 245, 301]",0.1,0.0,0.03,0.0,0.01,0.83,0.03,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
9,"[659, 142, 287, 333]",0.08,0.0,0.03,0.01,0.17,0.08,0.63,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
10,"[656, 147, 280, 316]",0.02,0.0,0.24,0.0,0.06,0.52,0.16,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
11,"[658, 155, 283, 313]",0.09,0.0,0.11,0.01,0.35,0.22,0.22,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
12,"[653, 153, 280, 317]",0.08,0.0,0.16,0.01,0.25,0.12,0.38,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
13,"[652, 151, 267, 319]",0.05,0.0,0.29,0.0,0.2,0.4,0.07,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
14,"[637, 147, 288, 344]",0.18,0.0,0.13,0.0,0.29,0.16,0.24,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
15,"[634, 161, 276, 335]",0.25,0.0,0.11,0.0,0.41,0.06,0.17,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
16,"[646, 166, 263, 336]",0.35,0.0,0.06,0.01,0.45,0.01,0.12,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
17,"[638, 170, 269, 343]",0.37,0.0,0.05,0.01,0.41,0.01,0.15,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
18,"[633, 162, 274, 351]",0.15,0.0,0.04,0.01,0.29,0.0,0.5,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
19,"[623, 168, 266, 335]",0.07,0.0,0.03,0.0,0.4,0.0,0.49,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
20,"[624, 172, 275, 345]",0.2,0.0,0.07,0.01,0.48,0.03,0.21,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
21,"[633, 179, 278, 349]",0.42,0.0,0.04,0.01,0.4,0.02,0.11,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
22,"[648, 189, 267, 330]",0.75,0.0,0.02,0.01,0.12,0.01,0.08,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
23,"[644, 187, 269, 330]",0.71,0.0,0.05,0.01,0.12,0.02,0.09,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
24,"[674, 188, 246, 305]",0.44,0.0,0.07,0.0,0.27,0.03,0.19,video_0060,76,2,50,38,29.97,2.5358692025358693,2025-01-29T20:06:24.108046
