,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[793, 116, 495, 627]",0.08,0.0,0.23,0.02,0.43,0.17,0.08,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
1,"[764, 138, 528, 657]",0.09,0.0,0.1,0.21,0.32,0.19,0.09,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
2,"[734, 47, 508, 651]",0.02,0.0,0.07,0.01,0.05,0.07,0.78,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
3,"[756, 22, 538, 675]",0.03,0.0,0.21,0.05,0.2,0.1,0.41,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
4,"[859, -65, 568, 729]",0.01,0.0,0.27,0.02,0.11,0.06,0.52,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
5,"[937, -39, 571, 739]",0.02,0.0,0.32,0.02,0.16,0.23,0.25,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
6,"[968, 0, 565, 714]",0.02,0.0,0.33,0.02,0.11,0.34,0.18,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
7,"[993, 15, 561, 764]",0.02,0.0,0.21,0.06,0.11,0.27,0.33,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
8,"[1001, 54, 551, 742]",0.02,0.0,0.25,0.05,0.08,0.32,0.28,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
9,"[1005, 115, 553, 736]",0.02,0.0,0.17,0.1,0.08,0.37,0.26,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
10,"[989, 175, 554, 709]",0.01,0.0,0.05,0.01,0.01,0.87,0.05,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
11,"[957, 171, 556, 702]",0.01,0.0,0.11,0.01,0.02,0.74,0.11,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
12,"[907, 166, 535, 697]",0.02,0.0,0.17,0.01,0.04,0.62,0.15,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
13,"[870, 165, 530, 709]",0.02,0.0,0.15,0.01,0.17,0.27,0.38,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
14,"[901, 206, 542, 713]",0.01,0.0,0.28,0.06,0.12,0.23,0.3,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
15,"[913, 222, 530, 692]",0.01,0.0,0.21,0.04,0.15,0.24,0.35,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
16,"[976, 177, 568, 717]",0.02,0.0,0.28,0.12,0.14,0.12,0.32,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
17,"[995, 142, 561, 709]",0.04,0.0,0.15,0.05,0.16,0.11,0.48,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
18,"[1014, 135, 540, 695]",0.02,0.0,0.09,0.02,0.11,0.09,0.67,video_0753,77,2,50,38,29.961245090720244,2.5699866533199867,2025-01-29T20:48:19.552878
