,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[294, 37, 303, 380]",0.06,0.0,0.06,0.66,0.06,0.02,0.13,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
1,"[296, 40, 302, 378]",0.14,0.0,0.06,0.51,0.13,0.01,0.15,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
2,"[298, 42, 301, 375]",0.07,0.0,0.03,0.67,0.06,0.01,0.16,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
3,"[299, 42, 302, 379]",0.1,0.0,0.05,0.32,0.14,0.01,0.39,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
4,"[301, 47, 301, 374]",0.15,0.0,0.06,0.43,0.08,0.01,0.26,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
5,"[300, 41, 306, 385]",0.14,0.0,0.05,0.32,0.11,0.01,0.37,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
6,"[301, 39, 306, 387]",0.18,0.0,0.04,0.39,0.12,0.0,0.26,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
7,"[301, 40, 305, 385]",0.13,0.0,0.05,0.37,0.1,0.0,0.33,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
8,"[302, 42, 304, 383]",0.11,0.0,0.05,0.35,0.11,0.0,0.38,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
9,"[304, 44, 302, 381]",0.12,0.0,0.04,0.32,0.08,0.01,0.43,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
10,"[303, 44, 303, 382]",0.15,0.0,0.03,0.51,0.08,0.01,0.22,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
11,"[303, 42, 304, 385]",0.11,0.0,0.03,0.4,0.1,0.01,0.35,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
12,"[304, 42, 305, 387]",0.12,0.0,0.03,0.29,0.06,0.0,0.49,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
13,"[304, 45, 302, 382]",0.13,0.0,0.03,0.56,0.09,0.01,0.18,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
14,"[303, 44, 303, 383]",0.12,0.0,0.04,0.61,0.09,0.01,0.15,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
15,"[304, 45, 303, 382]",0.16,0.0,0.03,0.43,0.1,0.01,0.27,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
16,"[304, 44, 304, 386]",0.11,0.0,0.03,0.35,0.08,0.01,0.42,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
17,"[305, 44, 303, 386]",0.12,0.0,0.03,0.35,0.08,0.0,0.41,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
18,"[304, 46, 304, 384]",0.17,0.0,0.04,0.18,0.11,0.0,0.5,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
19,"[304, 47, 303, 381]",0.24,0.0,0.05,0.32,0.12,0.0,0.27,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
20,"[303, 45, 301, 381]",0.09,0.0,0.04,0.36,0.08,0.0,0.42,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
21,"[302, 45, 301, 379]",0.07,0.0,0.05,0.24,0.08,0.01,0.56,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
22,"[303, 45, 303, 381]",0.11,0.0,0.05,0.37,0.1,0.01,0.36,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
23,"[303, 45, 307, 386]",0.15,0.0,0.04,0.27,0.12,0.01,0.41,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
24,"[305, 46, 305, 384]",0.18,0.0,0.03,0.29,0.12,0.01,0.36,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
25,"[305, 46, 306, 385]",0.17,0.0,0.03,0.31,0.11,0.01,0.37,"[735, 501, 36, 40]",0.81,0.0,0.02,0.13,0.0,0.03,0.0,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
26,"[304, 49, 303, 381]",0.11,0.0,0.04,0.45,0.06,0.01,0.33,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
27,"[305, 48, 302, 381]",0.14,0.0,0.04,0.36,0.11,0.01,0.35,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
28,"[304, 45, 303, 382]",0.1,0.0,0.04,0.34,0.1,0.01,0.42,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
29,"[305, 45, 302, 382]",0.07,0.0,0.04,0.38,0.11,0.01,0.41,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
30,"[304, 42, 307, 386]",0.17,0.0,0.06,0.28,0.16,0.01,0.32,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
31,"[313, 39, 296, 382]",0.09,0.0,0.05,0.46,0.16,0.01,0.24,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
32,"[306, 41, 307, 388]",0.15,0.0,0.05,0.34,0.14,0.01,0.32,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
33,"[310, 32, 300, 397]",0.14,0.0,0.06,0.31,0.22,0.01,0.26,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
34,"[312, 32, 298, 398]",0.19,0.0,0.09,0.27,0.2,0.01,0.24,,,,,,,,,video_0665,129,3,50,43,50.0,2.58,2025-01-29T20:42:47.053166
