,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[468, 73, 176, 230]",0.25,0.0,0.08,0.0,0.34,0.0,0.32,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
1,"[476, 74, 183, 235]",0.25,0.0,0.12,0.0,0.15,0.01,0.46,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
2,"[484, 77, 176, 229]",0.21,0.0,0.05,0.0,0.05,0.0,0.69,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
3,"[475, 73, 187, 244]",0.29,0.0,0.09,0.0,0.1,0.0,0.51,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
4,"[471, 75, 192, 246]",0.36,0.0,0.18,0.0,0.08,0.0,0.37,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
5,"[472, 77, 194, 242]",0.3,0.0,0.11,0.0,0.07,0.0,0.52,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
6,"[476, 78, 198, 248]",0.28,0.0,0.1,0.0,0.08,0.01,0.53,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
7,"[476, 72, 200, 247]",0.23,0.0,0.11,0.0,0.06,0.0,0.6,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
8,"[473, 61, 202, 251]",0.27,0.0,0.12,0.0,0.09,0.01,0.51,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
9,"[469, 54, 214, 266]",0.36,0.0,0.13,0.0,0.08,0.01,0.41,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
10,"[469, 59, 215, 264]",0.39,0.0,0.08,0.0,0.1,0.0,0.42,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
11,"[477, 50, 220, 268]",0.31,0.0,0.19,0.0,0.1,0.01,0.39,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
12,"[478, 53, 227, 283]",0.28,0.0,0.16,0.0,0.11,0.01,0.45,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
13,"[472, 49, 231, 285]",0.4,0.0,0.19,0.0,0.11,0.01,0.29,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
14,"[465, 48, 227, 287]",0.33,0.0,0.19,0.0,0.07,0.02,0.39,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
15,"[460, 52, 224, 286]",0.46,0.0,0.07,0.0,0.05,0.01,0.41,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
16,"[447, 54, 228, 291]",0.38,0.0,0.17,0.0,0.09,0.01,0.36,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
17,"[429, 57, 226, 281]",0.22,0.0,0.07,0.0,0.05,0.02,0.63,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
18,"[418, 54, 223, 278]",0.19,0.0,0.05,0.0,0.02,0.02,0.71,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
19,"[402, 48, 238, 283]",0.25,0.0,0.07,0.0,0.03,0.01,0.64,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
20,"[408, 41, 231, 287]",0.29,0.0,0.11,0.0,0.04,0.02,0.55,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
21,"[401, 39, 229, 283]",0.22,0.0,0.23,0.0,0.04,0.01,0.49,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
22,"[397, 51, 221, 282]",0.09,0.0,0.14,0.0,0.02,0.02,0.73,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
23,"[387, 79, 216, 271]",0.06,0.0,0.08,0.0,0.04,0.0,0.81,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
24,"[384, 75, 221, 274]",0.03,0.0,0.08,0.0,0.01,0.02,0.86,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
25,"[378, 68, 219, 281]",0.05,0.0,0.13,0.0,0.01,0.03,0.78,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
26,"[379, 62, 220, 280]",0.06,0.0,0.12,0.0,0.01,0.04,0.78,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
27,"[386, 70, 230, 276]",0.03,0.0,0.1,0.0,0.01,0.05,0.81,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
28,"[404, 63, 225, 282]",0.03,0.0,0.12,0.0,0.01,0.05,0.79,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
29,"[404, 62, 223, 281]",0.05,0.0,0.16,0.0,0.04,0.02,0.72,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
30,"[399, 54, 232, 291]",0.06,0.0,0.19,0.0,0.02,0.03,0.7,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
31,"[399, 46, 236, 301]",0.04,0.0,0.13,0.0,0.01,0.07,0.75,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
32,"[386, 35, 246, 316]",0.05,0.0,0.19,0.0,0.02,0.02,0.72,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
33,"[392, 46, 242, 313]",0.02,0.0,0.06,0.0,0.01,0.02,0.89,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
34,"[378, 52, 260, 309]",0.02,0.0,0.15,0.0,0.01,0.04,0.78,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
35,"[381, 46, 268, 323]",0.02,0.0,0.09,0.0,0.01,0.01,0.86,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
36,"[382, 44, 272, 329]",0.01,0.0,0.07,0.0,0.01,0.01,0.89,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
37,"[392, 53, 271, 328]",0.02,0.0,0.09,0.0,0.01,0.01,0.87,video_0675,76,2,50,38,23.974738171675174,3.1700033366700033,2025-01-29T20:43:25.828993
