,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[470, 110, 343, 422]",0.09,0.0,0.72,0.0,0.18,0.0,0.01,,,,,,,,,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
1,"[500, 76, 368, 447]",0.16,0.0,0.58,0.0,0.23,0.0,0.03,,,,,,,,,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
2,"[500, 80, 368, 450]",0.08,0.03,0.69,0.0,0.17,0.0,0.02,"[1111, 292, 22, 26]",0.2,0.0,0.16,0.42,0.06,0.0,0.16,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
3,"[501, 91, 363, 439]",0.12,0.01,0.59,0.0,0.26,0.0,0.02,,,,,,,,,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
4,"[490, 100, 365, 438]",0.08,0.05,0.53,0.01,0.31,0.0,0.02,,,,,,,,,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
5,"[514, 54, 360, 440]",0.09,0.01,0.63,0.0,0.24,0.0,0.03,,,,,,,,,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
6,"[529, 12, 365, 462]",0.05,0.01,0.51,0.01,0.34,0.0,0.08,,,,,,,,,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
7,"[549, -22, 377, 481]",0.11,0.01,0.41,0.02,0.36,0.0,0.09,,,,,,,,,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
8,"[577, -10, 376, 467]",0.03,0.01,0.29,0.01,0.62,0.0,0.05,,,,,,,,,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
9,"[577, 3, 385, 479]",0.05,0.02,0.38,0.0,0.5,0.0,0.05,,,,,,,,,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
10,"[566, -21, 377, 491]",0.06,0.0,0.54,0.0,0.3,0.05,0.04,,,,,,,,,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
11,"[563, -20, 373, 494]",0.17,0.0,0.35,0.0,0.34,0.04,0.09,,,,,,,,,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
12,"[551, 1, 370, 481]",0.11,0.0,0.37,0.01,0.39,0.03,0.09,"[-26, 575, 94, 113]",0.16,0.0,0.35,0.06,0.21,0.01,0.21,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
13,"[539, -5, 369, 492]",0.12,0.0,0.49,0.0,0.28,0.05,0.06,,,,,,,,,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
14,"[518, 3, 374, 497]",0.15,0.0,0.39,0.0,0.31,0.05,0.09,,,,,,,,,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
15,"[504, 21, 366, 481]",0.07,0.0,0.32,0.0,0.49,0.02,0.1,,,,,,,,,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
16,"[486, 14, 363, 503]",0.05,0.0,0.32,0.0,0.54,0.01,0.07,,,,,,,,,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
17,"[479, 67, 361, 478]",0.07,0.02,0.16,0.0,0.67,0.0,0.07,,,,,,,,,video_0846,203,5,50,40,25.0,8.12,2025-01-29T20:54:22.749587
