,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[460, 99, 305, 402]",0.24,0.0,0.19,0.0,0.23,0.05,0.28,,,,,,,,,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
1,"[448, 119, 273, 366]",0.18,0.0,0.21,0.0,0.07,0.5,0.05,,,,,,,,,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
2,"[440, 113, 281, 372]",0.26,0.01,0.22,0.0,0.18,0.2,0.14,"[468, 620, 36, 46]",0.21,0.0,0.57,0.01,0.11,0.04,0.06,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
3,"[442, 140, 271, 348]",0.35,0.0,0.25,0.0,0.08,0.24,0.07,"[467, 620, 37, 46]",0.21,0.0,0.58,0.01,0.11,0.04,0.06,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
4,"[439, 132, 277, 368]",0.26,0.01,0.17,0.0,0.26,0.1,0.2,"[467, 620, 37, 46]",0.2,0.0,0.58,0.01,0.11,0.04,0.06,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
5,"[431, 133, 280, 365]",0.24,0.01,0.27,0.0,0.15,0.24,0.09,"[467, 620, 37, 46]",0.2,0.0,0.59,0.01,0.11,0.04,0.06,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
6,"[419, 128, 284, 370]",0.33,0.01,0.2,0.0,0.18,0.1,0.18,,,,,,,,,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
7,"[413, 121, 288, 373]",0.27,0.01,0.24,0.0,0.17,0.13,0.17,"[466, 621, 41, 54]",0.2,0.0,0.48,0.01,0.18,0.01,0.12,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
8,"[406, 119, 270, 355]",0.27,0.0,0.18,0.0,0.06,0.44,0.05,,,,,,,,,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
9,"[397, 107, 271, 359]",0.19,0.01,0.14,0.0,0.05,0.58,0.04,"[467, 620, 38, 47]",0.09,0.0,0.56,0.02,0.23,0.03,0.07,,,,,,,,,video_0545,51,2,50,25,30.0,1.7,2025-01-29T20:35:42.619516
