,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[775, 175, 317, 415]",0.0,0.0,0.05,0.0,0.0,0.94,0.0,,,,,,,,,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
1,"[792, 180, 317, 405]",0.0,0.0,0.12,0.0,0.0,0.87,0.01,,,,,,,,,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
2,"[793, 182, 319, 405]",0.0,0.0,0.05,0.0,0.0,0.95,0.0,"[591, 684, 66, 85]",0.02,0.0,0.15,0.03,0.27,0.05,0.49,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
3,"[792, 182, 319, 406]",0.0,0.0,0.02,0.0,0.0,0.97,0.01,,,,,,,,,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
4,"[794, 188, 322, 405]",0.0,0.0,0.03,0.0,0.0,0.97,0.0,,,,,,,,,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
5,"[795, 192, 315, 402]",0.0,0.0,0.05,0.0,0.0,0.94,0.01,"[376, 909, 66, 86]",0.11,0.0,0.35,0.29,0.19,0.0,0.06,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
6,"[793, 193, 315, 400]",0.0,0.0,0.06,0.0,0.0,0.91,0.02,,,,,,,,,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
7,"[780, 186, 328, 412]",0.01,0.0,0.29,0.01,0.01,0.55,0.11,,,,,,,,,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
8,"[774, 178, 321, 427]",0.01,0.0,0.39,0.05,0.02,0.35,0.19,"[365, 911, 66, 86]",0.27,0.0,0.35,0.11,0.15,0.0,0.12,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
9,"[765, 180, 324, 425]",0.01,0.0,0.25,0.13,0.03,0.26,0.31,"[360, 920, 64, 81]",0.14,0.0,0.26,0.39,0.16,0.0,0.05,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
10,"[761, 184, 319, 426]",0.02,0.0,0.41,0.06,0.05,0.32,0.14,,,,,,,,,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
11,"[753, 195, 321, 420]",0.01,0.0,0.2,0.08,0.01,0.68,0.02,,,,,,,,,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
12,"[741, 198, 325, 422]",0.04,0.0,0.31,0.13,0.04,0.4,0.08,"[551, 710, 66, 85]",0.04,0.0,0.18,0.04,0.27,0.08,0.4,"[338, 923, 64, 82]",0.2,0.0,0.25,0.3,0.06,0.0,0.2,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
13,"[746, 197, 314, 416]",0.01,0.0,0.27,0.03,0.01,0.69,0.0,,,,,,,,,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
14,"[746, 199, 312, 415]",0.01,0.0,0.19,0.02,0.0,0.78,0.0,,,,,,,,,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
15,"[740, 194, 323, 430]",0.01,0.0,0.17,0.16,0.02,0.54,0.1,,,,,,,,,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
16,"[741, 200, 328, 428]",0.01,0.0,0.21,0.22,0.01,0.5,0.05,,,,,,,,,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
17,"[747, 203, 326, 428]",0.01,0.0,0.21,0.23,0.01,0.49,0.05,,,,,,,,,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
18,"[752, 205, 327, 428]",0.01,0.0,0.2,0.12,0.01,0.63,0.04,"[349, 933, 65, 86]",0.27,0.0,0.05,0.39,0.21,0.0,0.08,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
19,"[756, 208, 321, 425]",0.01,0.0,0.23,0.11,0.01,0.58,0.07,,,,,,,,,,,,,,,,,video_0800,20,1,20,20,23.952047952047952,0.8350016683350017,2025-01-29T20:51:13.636113
