,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[359, 133, 264, 348]",0.03,0.0,0.06,0.4,0.04,0.1,0.37,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
1,"[340, 120, 275, 368]",0.01,0.0,0.01,0.45,0.02,0.03,0.48,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
2,"[339, 119, 276, 370]",0.03,0.0,0.02,0.69,0.02,0.03,0.2,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
3,"[360, 130, 263, 344]",0.04,0.0,0.03,0.6,0.03,0.09,0.22,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
4,"[341, 122, 277, 361]",0.12,0.0,0.04,0.52,0.03,0.11,0.17,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
5,"[339, 119, 279, 361]",0.11,0.0,0.04,0.6,0.02,0.16,0.07,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
6,"[342, 117, 277, 356]",0.07,0.0,0.04,0.63,0.02,0.15,0.08,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
7,"[360, 124, 264, 343]",0.06,0.0,0.08,0.4,0.07,0.32,0.06,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
8,"[341, 115, 282, 365]",0.08,0.0,0.04,0.48,0.05,0.05,0.3,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
9,"[343, 119, 280, 361]",0.05,0.0,0.01,0.88,0.01,0.03,0.02,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
10,"[344, 119, 281, 368]",0.08,0.0,0.04,0.69,0.02,0.12,0.06,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
11,"[342, 117, 279, 374]",0.08,0.0,0.04,0.65,0.04,0.15,0.03,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
12,"[350, 126, 272, 360]",0.02,0.0,0.04,0.41,0.04,0.04,0.46,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
13,"[348, 126, 272, 364]",0.03,0.0,0.01,0.85,0.01,0.05,0.05,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
14,"[343, 117, 284, 372]",0.08,0.0,0.03,0.69,0.01,0.14,0.04,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
15,"[339, 117, 280, 368]",0.13,0.0,0.07,0.5,0.04,0.18,0.07,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
16,"[345, 122, 278, 361]",0.05,0.0,0.01,0.8,0.01,0.03,0.1,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
17,"[345, 133, 282, 369]",0.05,0.0,0.02,0.81,0.01,0.12,0.0,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
18,"[350, 142, 277, 364]",0.06,0.0,0.02,0.82,0.0,0.09,0.0,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
19,"[361, 129, 265, 352]",0.01,0.0,0.0,0.95,0.0,0.03,0.0,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
20,"[363, 125, 260, 343]",0.01,0.0,0.0,0.96,0.0,0.02,0.01,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
21,"[365, 125, 256, 337]",0.01,0.0,0.0,0.97,0.0,0.01,0.01,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
22,"[375, 143, 250, 326]",0.04,0.0,0.01,0.85,0.0,0.09,0.01,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
23,"[358, 173, 264, 339]",0.11,0.01,0.01,0.63,0.04,0.2,0.01,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
24,"[381, 209, 252, 321]",0.09,0.0,0.0,0.83,0.04,0.01,0.02,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
25,"[386, 208, 251, 330]",0.03,0.0,0.0,0.94,0.01,0.01,0.0,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
26,"[394, 211, 244, 315]",0.05,0.0,0.0,0.92,0.02,0.01,0.0,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
27,"[397, 217, 242, 311]",0.03,0.0,0.0,0.95,0.01,0.0,0.0,video_0851,56,2,50,28,23.972575346379088,2.3360026693360028,2025-01-29T20:54:36.605433
