,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[448, 146, 275, 290]",0.14,0.0,0.09,0.12,0.36,0.06,0.22,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
1,"[453, 147, 270, 295]",0.13,0.0,0.06,0.09,0.34,0.03,0.35,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
2,"[474, 163, 244, 273]",0.25,0.0,0.09,0.01,0.18,0.03,0.42,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
3,"[473, 158, 252, 294]",0.3,0.0,0.09,0.01,0.17,0.07,0.36,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
4,"[483, 156, 242, 297]",0.25,0.01,0.1,0.04,0.2,0.21,0.19,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
5,"[476, 156, 242, 296]",0.08,0.0,0.07,0.02,0.17,0.36,0.29,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
6,"[481, 157, 235, 294]",0.1,0.0,0.11,0.03,0.25,0.31,0.2,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
7,"[485, 159, 234, 299]",0.13,0.0,0.08,0.03,0.32,0.19,0.24,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
8,"[471, 153, 246, 310]",0.14,0.0,0.08,0.03,0.34,0.23,0.17,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
9,"[488, 172, 231, 291]",0.11,0.01,0.09,0.02,0.21,0.48,0.07,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
10,"[475, 164, 241, 304]",0.16,0.01,0.1,0.02,0.34,0.24,0.12,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
11,"[474, 168, 241, 303]",0.14,0.0,0.1,0.04,0.31,0.35,0.06,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
12,"[478, 163, 245, 309]",0.18,0.0,0.1,0.04,0.33,0.23,0.11,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
13,"[483, 167, 240, 300]",0.16,0.0,0.12,0.05,0.24,0.31,0.12,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
14,"[497, 168, 230, 289]",0.13,0.0,0.06,0.01,0.13,0.64,0.02,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
15,"[499, 168, 230, 288]",0.11,0.0,0.06,0.01,0.17,0.6,0.04,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
16,"[496, 167, 229, 284]",0.05,0.0,0.05,0.02,0.06,0.8,0.02,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
17,"[487, 167, 246, 302]",0.23,0.01,0.06,0.09,0.06,0.47,0.08,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
18,"[486, 164, 243, 292]",0.35,0.0,0.08,0.06,0.03,0.43,0.05,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
19,"[487, 165, 241, 290]",0.34,0.0,0.08,0.12,0.04,0.38,0.04,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
20,"[488, 165, 239, 285]",0.38,0.0,0.08,0.05,0.03,0.45,0.02,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
21,"[489, 168, 238, 283]",0.47,0.01,0.08,0.1,0.03,0.3,0.01,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
22,"[487, 167, 243, 294]",0.63,0.01,0.05,0.09,0.03,0.16,0.03,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
23,"[485, 165, 245, 300]",0.63,0.0,0.05,0.15,0.02,0.11,0.04,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
24,"[487, 169, 245, 296]",0.6,0.01,0.05,0.09,0.02,0.19,0.04,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
25,"[487, 174, 242, 293]",0.63,0.01,0.04,0.06,0.03,0.18,0.04,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
26,"[491, 167, 237, 291]",0.26,0.0,0.05,0.05,0.14,0.44,0.06,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
27,"[491, 178, 229, 277]",0.09,0.01,0.06,0.03,0.03,0.77,0.02,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
28,"[487, 174, 243, 293]",0.53,0.02,0.08,0.12,0.05,0.16,0.04,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
29,"[488, 165, 243, 285]",0.58,0.01,0.06,0.04,0.03,0.26,0.03,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
30,"[494, 161, 241, 284]",0.68,0.01,0.04,0.07,0.04,0.09,0.06,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
31,"[494, 158, 234, 273]",0.49,0.01,0.05,0.11,0.05,0.17,0.12,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
32,"[499, 162, 214, 256]",0.66,0.01,0.08,0.02,0.06,0.12,0.04,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
33,"[498, 162, 218, 257]",0.45,0.01,0.07,0.03,0.1,0.12,0.2,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
34,"[492, 155, 232, 271]",0.33,0.02,0.05,0.03,0.17,0.04,0.37,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
35,"[483, 156, 236, 270]",0.45,0.01,0.09,0.02,0.21,0.05,0.17,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
36,"[483, 159, 235, 267]",0.43,0.03,0.07,0.01,0.26,0.02,0.19,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
37,"[482, 158, 228, 264]",0.4,0.03,0.07,0.0,0.28,0.02,0.18,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
38,"[476, 161, 240, 269]",0.4,0.05,0.05,0.0,0.3,0.01,0.2,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
39,"[475, 162, 241, 269]",0.41,0.03,0.05,0.0,0.28,0.01,0.22,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
40,"[478, 163, 231, 266]",0.39,0.03,0.04,0.0,0.32,0.01,0.21,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
41,"[468, 162, 249, 274]",0.47,0.04,0.05,0.01,0.25,0.01,0.16,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
42,"[478, 156, 233, 261]",0.28,0.05,0.04,0.01,0.39,0.01,0.22,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
43,"[482, 157, 227, 255]",0.3,0.07,0.05,0.0,0.4,0.01,0.17,video_0576,89,2,50,44,25.0,3.56,2025-01-29T20:37:41.194808
