,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[614, 178, 208, 257]",0.11,0.0,0.17,0.0,0.66,0.0,0.07,video_0401,84,2,50,42,24.0,3.5,2025-01-29T20:27:04.688930
1,"[614, 177, 208, 259]",0.11,0.0,0.18,0.0,0.64,0.01,0.07,video_0401,84,2,50,42,24.0,3.5,2025-01-29T20:27:04.688930
2,"[620, 175, 207, 256]",0.11,0.0,0.13,0.0,0.7,0.01,0.06,video_0401,84,2,50,42,24.0,3.5,2025-01-29T20:27:04.688930
3,"[613, 178, 209, 258]",0.13,0.0,0.09,0.0,0.71,0.0,0.07,video_0401,84,2,50,42,24.0,3.5,2025-01-29T20:27:04.688930
4,"[621, 177, 203, 251]",0.07,0.0,0.08,0.0,0.7,0.0,0.14,video_0401,84,2,50,42,24.0,3.5,2025-01-29T20:27:04.688930
5,"[613, 184, 209, 261]",0.13,0.0,0.05,0.0,0.65,0.0,0.17,video_0401,84,2,50,42,24.0,3.5,2025-01-29T20:27:04.688930
6,"[614, 185, 198, 246]",0.07,0.0,0.07,0.0,0.73,0.0,0.12,video_0401,84,2,50,42,24.0,3.5,2025-01-29T20:27:04.688930
7,"[612, 173, 202, 258]",0.16,0.0,0.16,0.0,0.39,0.01,0.29,video_0401,84,2,50,42,24.0,3.5,2025-01-29T20:27:04.688930
8,"[610, 165, 202, 257]",0.14,0.0,0.15,0.0,0.5,0.0,0.21,video_0401,84,2,50,42,24.0,3.5,2025-01-29T20:27:04.688930
9,"[610, 166, 200, 255]",0.13,0.0,0.19,0.0,0.4,0.0,0.28,video_0401,84,2,50,42,24.0,3.5,2025-01-29T20:27:04.688930
10,"[607, 165, 203, 257]",0.21,0.0,0.14,0.0,0.4,0.0,0.24,video_0401,84,2,50,42,24.0,3.5,2025-01-29T20:27:04.688930
11,"[605, 170, 205, 259]",0.28,0.0,0.22,0.0,0.38,0.01,0.12,video_0401,84,2,50,42,24.0,3.5,2025-01-29T20:27:04.688930
12,"[601, 174, 211, 270]",0.22,0.0,0.31,0.0,0.27,0.03,0.17,video_0401,84,2,50,42,24.0,3.5,2025-01-29T20:27:04.688930
