,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[293, -37, 310, 408]",0.03,0.0,0.04,0.0,0.04,0.84,0.05,"[599, 407, 45, 52]",0.31,0.0,0.09,0.02,0.39,0.0,0.19,video_0853,118,3,50,39,25.0,4.72,2025-01-29T20:54:44.158727
1,"[285, -31, 306, 403]",0.07,0.0,0.22,0.0,0.1,0.48,0.14,,,,,,,,,video_0853,118,3,50,39,25.0,4.72,2025-01-29T20:54:44.158727
2,"[285, -22, 304, 396]",0.09,0.0,0.1,0.0,0.03,0.68,0.1,,,,,,,,,video_0853,118,3,50,39,25.0,4.72,2025-01-29T20:54:44.158727
3,"[296, -32, 304, 398]",0.04,0.0,0.12,0.0,0.02,0.79,0.02,,,,,,,,,video_0853,118,3,50,39,25.0,4.72,2025-01-29T20:54:44.158727
4,"[292, -36, 298, 399]",0.11,0.0,0.18,0.0,0.04,0.58,0.08,,,,,,,,,video_0853,118,3,50,39,25.0,4.72,2025-01-29T20:54:44.158727
5,"[304, -36, 295, 398]",0.01,0.0,0.05,0.0,0.01,0.92,0.01,,,,,,,,,video_0853,118,3,50,39,25.0,4.72,2025-01-29T20:54:44.158727
6,"[301, -52, 305, 418]",0.02,0.0,0.1,0.0,0.0,0.87,0.01,,,,,,,,,video_0853,118,3,50,39,25.0,4.72,2025-01-29T20:54:44.158727
7,"[300, -55, 299, 411]",0.04,0.0,0.09,0.02,0.02,0.77,0.07,,,,,,,,,video_0853,118,3,50,39,25.0,4.72,2025-01-29T20:54:44.158727
8,"[301, -34, 296, 396]",0.05,0.0,0.15,0.02,0.05,0.63,0.09,,,,,,,,,video_0853,118,3,50,39,25.0,4.72,2025-01-29T20:54:44.158727
9,"[299, -42, 297, 405]",0.09,0.0,0.1,0.01,0.05,0.69,0.06,,,,,,,,,video_0853,118,3,50,39,25.0,4.72,2025-01-29T20:54:44.158727
10,"[296, -82, 309, 429]",0.04,0.0,0.04,0.04,0.01,0.85,0.02,,,,,,,,,video_0853,118,3,50,39,25.0,4.72,2025-01-29T20:54:44.158727
11,"[286, -98, 314, 436]",0.08,0.0,0.03,0.06,0.05,0.51,0.28,,,,,,,,,video_0853,118,3,50,39,25.0,4.72,2025-01-29T20:54:44.158727
12,"[287, -66, 306, 415]",0.08,0.0,0.03,0.0,0.03,0.59,0.26,,,,,,,,,video_0853,118,3,50,39,25.0,4.72,2025-01-29T20:54:44.158727
13,"[290, -63, 300, 406]",0.06,0.0,0.02,0.11,0.06,0.16,0.59,,,,,,,,,video_0853,118,3,50,39,25.0,4.72,2025-01-29T20:54:44.158727
14,"[296, -119, 317, 451]",0.01,0.0,0.01,0.02,0.01,0.94,0.02,,,,,,,,,video_0853,118,3,50,39,25.0,4.72,2025-01-29T20:54:44.158727
15,"[266, -185, 354, 503]",0.38,0.0,0.08,0.04,0.19,0.24,0.08,,,,,,,,,video_0853,118,3,50,39,25.0,4.72,2025-01-29T20:54:44.158727
16,"[266, -172, 351, 495]",0.02,0.0,0.02,0.22,0.02,0.63,0.1,,,,,,,,,video_0853,118,3,50,39,25.0,4.72,2025-01-29T20:54:44.158727
