,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[489, 109, 85, 110]",0.04,0.0,0.11,0.07,0.05,0.01,0.73,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
1,"[492, 110, 83, 110]",0.03,0.0,0.05,0.25,0.04,0.03,0.59,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
2,"[493, 106, 85, 121]",0.11,0.0,0.35,0.22,0.03,0.22,0.08,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
3,"[496, 108, 83, 114]",0.14,0.0,0.21,0.34,0.06,0.04,0.21,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
4,"[500, 106, 81, 115]",0.04,0.0,0.03,0.63,0.03,0.01,0.26,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
5,"[499, 105, 84, 118]",0.11,0.0,0.29,0.27,0.08,0.07,0.17,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
6,"[501, 105, 86, 123]",0.23,0.0,0.43,0.05,0.05,0.18,0.05,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
7,"[501, 106, 80, 109]",0.11,0.0,0.18,0.22,0.17,0.05,0.26,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
8,"[502, 103, 83, 120]",0.3,0.0,0.18,0.21,0.03,0.25,0.03,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
9,"[501, 103, 84, 117]",0.19,0.0,0.32,0.23,0.12,0.09,0.05,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
10,"[506, 104, 84, 114]",0.09,0.0,0.43,0.2,0.11,0.05,0.12,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
11,"[508, 106, 84, 111]",0.1,0.0,0.52,0.04,0.13,0.06,0.16,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
12,"[509, 104, 86, 113]",0.06,0.0,0.62,0.09,0.03,0.15,0.05,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
13,"[511, 104, 84, 107]",0.19,0.0,0.16,0.03,0.03,0.03,0.56,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
14,"[511, 103, 85, 108]",0.2,0.0,0.22,0.02,0.1,0.02,0.44,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
15,"[506, 102, 88, 116]",0.05,0.0,0.26,0.47,0.08,0.09,0.04,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
16,"[507, 101, 84, 110]",0.4,0.0,0.33,0.06,0.14,0.04,0.03,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
17,"[507, 102, 84, 110]",0.53,0.0,0.24,0.04,0.09,0.04,0.06,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
18,"[506, 105, 87, 112]",0.4,0.0,0.26,0.06,0.08,0.03,0.16,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
19,"[506, 105, 87, 113]",0.27,0.0,0.26,0.17,0.11,0.03,0.17,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
20,"[505, 102, 87, 112]",0.22,0.0,0.13,0.24,0.09,0.02,0.29,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
21,"[506, 101, 87, 114]",0.2,0.0,0.16,0.29,0.17,0.04,0.14,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
22,"[507, 101, 87, 117]",0.19,0.0,0.14,0.26,0.23,0.16,0.02,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
23,"[509, 102, 85, 112]",0.17,0.0,0.09,0.11,0.17,0.02,0.45,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
24,"[510, 103, 86, 113]",0.26,0.01,0.09,0.03,0.42,0.02,0.17,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
25,"[508, 103, 88, 114]",0.08,0.0,0.04,0.11,0.36,0.02,0.39,video_0992,52,2,50,26,23.976023976023978,2.168833333333333,2025-01-29T21:03:17.281845
