,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[344, 124, 221, 319]",0.23,0.25,0.06,0.02,0.31,0.04,0.09,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
1,"[345, 123, 218, 312]",0.34,0.14,0.08,0.01,0.34,0.06,0.03,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
2,"[370, 130, 215, 300]",0.26,0.04,0.06,0.03,0.51,0.05,0.04,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
3,"[358, 131, 207, 292]",0.39,0.07,0.08,0.02,0.38,0.04,0.03,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
4,"[365, 124, 227, 310]",0.22,0.14,0.04,0.02,0.47,0.02,0.09,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
5,"[371, 131, 204, 283]",0.33,0.03,0.02,0.15,0.15,0.13,0.19,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
6,"[362, 120, 234, 322]",0.14,0.12,0.03,0.07,0.48,0.03,0.13,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
7,"[368, 121, 228, 317]",0.28,0.35,0.03,0.02,0.22,0.02,0.07,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
8,"[379, 128, 211, 304]",0.23,0.17,0.04,0.04,0.35,0.11,0.06,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
9,"[399, 127, 214, 308]",0.24,0.09,0.04,0.02,0.54,0.02,0.04,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
10,"[402, 124, 223, 307]",0.32,0.26,0.06,0.0,0.31,0.02,0.03,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
11,"[417, 121, 220, 300]",0.5,0.15,0.02,0.01,0.26,0.0,0.06,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
12,"[417, 128, 208, 297]",0.47,0.13,0.03,0.03,0.18,0.03,0.14,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
13,"[411, 128, 222, 306]",0.5,0.19,0.02,0.04,0.13,0.03,0.1,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
14,"[412, 130, 220, 303]",0.48,0.17,0.03,0.03,0.17,0.02,0.11,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
15,"[417, 130, 221, 303]",0.45,0.05,0.05,0.01,0.37,0.03,0.03,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
16,"[440, 139, 216, 289]",0.3,0.03,0.05,0.0,0.59,0.0,0.02,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
17,"[442, 140, 217, 293]",0.15,0.03,0.03,0.0,0.78,0.0,0.01,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
18,"[426, 131, 228, 315]",0.26,0.12,0.05,0.04,0.46,0.03,0.03,video_0246,74,2,50,37,29.99604148523474,2.4669921875,2025-01-29T20:17:52.516341
