,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[534, 150, 382, 518]",0.64,0.0,0.2,0.0,0.09,0.01,0.07,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
1,"[525, 159, 378, 506]",0.7,0.0,0.16,0.0,0.07,0.0,0.05,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
2,"[518, 168, 364, 486]",0.62,0.0,0.12,0.01,0.16,0.0,0.08,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
3,"[523, 177, 362, 486]",0.46,0.01,0.12,0.02,0.33,0.0,0.05,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
4,"[533, 191, 358, 470]",0.28,0.08,0.09,0.0,0.53,0.0,0.02,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
5,"[550, 197, 371, 474]",0.73,0.08,0.03,0.03,0.12,0.0,0.02,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
6,"[589, 197, 375, 493]",0.84,0.02,0.02,0.02,0.06,0.0,0.04,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
7,"[619, 207, 365, 482]",0.68,0.02,0.04,0.04,0.17,0.0,0.04,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
8,"[643, 204, 378, 496]",0.8,0.01,0.03,0.03,0.08,0.0,0.05,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
9,"[676, 216, 370, 492]",0.62,0.1,0.06,0.06,0.1,0.0,0.06,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
10,"[699, 232, 368, 473]",0.61,0.02,0.06,0.04,0.17,0.0,0.1,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
11,"[714, 219, 361, 486]",0.43,0.05,0.14,0.03,0.24,0.01,0.12,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
12,"[710, 220, 356, 465]",0.56,0.03,0.09,0.02,0.22,0.0,0.09,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
13,"[695, 186, 359, 459]",0.28,0.01,0.05,0.28,0.2,0.0,0.17,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
14,"[690, 184, 360, 463]",0.28,0.03,0.05,0.15,0.34,0.0,0.15,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
15,"[643, 209, 368, 500]",0.23,0.02,0.16,0.0,0.51,0.0,0.08,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
16,"[632, 247, 360, 483]",0.16,0.04,0.09,0.0,0.66,0.0,0.05,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
17,"[617, 281, 367, 478]",0.14,0.1,0.03,0.0,0.72,0.0,0.01,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
18,"[624, 250, 372, 492]",0.24,0.07,0.06,0.0,0.59,0.0,0.03,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
19,"[646, 252, 368, 496]",0.11,0.06,0.04,0.0,0.78,0.0,0.01,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
20,"[662, 276, 365, 489]",0.1,0.15,0.04,0.0,0.7,0.0,0.01,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
21,"[679, 247, 364, 478]",0.24,0.32,0.06,0.05,0.21,0.0,0.13,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
22,"[690, 224, 369, 491]",0.48,0.06,0.05,0.1,0.21,0.0,0.11,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
23,"[699, 214, 363, 478]",0.69,0.01,0.05,0.02,0.16,0.0,0.06,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
24,"[700, 200, 376, 493]",0.62,0.02,0.05,0.09,0.14,0.0,0.09,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
25,"[716, 197, 374, 496]",0.49,0.01,0.05,0.12,0.16,0.0,0.18,video_0874,100,2,50,50,25.0,4.0,2025-01-29T20:55:54.443225
