,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[1024, 258, 321, 438]",0.11,0.0,0.15,0.09,0.15,0.46,0.04,"[1510, 804, 81, 104]",0.08,0.02,0.24,0.38,0.2,0.04,0.03,"[1377, 802, 74, 86]",0.06,0.06,0.09,0.54,0.2,0.0,0.04,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
1,"[1027, 247, 326, 453]",0.13,0.0,0.12,0.12,0.17,0.41,0.04,,,,,,,,,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
2,"[1022, 258, 322, 444]",0.11,0.0,0.28,0.07,0.15,0.36,0.03,,,,,,,,,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
3,"[993, 226, 333, 479]",0.1,0.0,0.19,0.08,0.05,0.56,0.02,"[1326, 877, 88, 115]",0.01,0.01,0.07,0.64,0.18,0.0,0.09,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
4,"[974, 258, 319, 441]",0.1,0.0,0.2,0.09,0.1,0.48,0.02,"[1321, 783, 88, 113]",0.05,0.03,0.08,0.41,0.35,0.02,0.06,"[1328, 695, 87, 107]",0.01,0.0,0.04,0.41,0.14,0.0,0.39,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
5,"[944, 219, 338, 493]",0.07,0.0,0.18,0.08,0.1,0.47,0.09,,,,,,,,,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
6,"[944, 263, 321, 451]",0.13,0.0,0.14,0.09,0.16,0.45,0.03,"[1294, 781, 85, 113]",0.03,0.01,0.07,0.41,0.3,0.01,0.18,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
7,"[941, 269, 328, 455]",0.07,0.0,0.16,0.02,0.03,0.73,0.01,,,,,,,,,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
8,"[906, 277, 339, 462]",0.04,0.0,0.12,0.0,0.0,0.84,0.0,"[1282, 805, 86, 114]",0.05,0.01,0.09,0.53,0.24,0.03,0.04,"[1426, 815, 85, 110]",0.08,0.04,0.15,0.02,0.66,0.01,0.04,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
9,"[897, 281, 332, 456]",0.09,0.0,0.22,0.01,0.03,0.64,0.0,"[1262, 701, 100, 125]",0.06,0.02,0.02,0.65,0.06,0.0,0.17,"[1258, 809, 88, 118]",0.06,0.05,0.04,0.59,0.13,0.01,0.14,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
10,"[871, 273, 334, 463]",0.11,0.0,0.24,0.02,0.04,0.58,0.01,"[1251, 699, 71, 76]",0.08,0.01,0.27,0.42,0.15,0.01,0.06,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
11,"[871, 261, 332, 460]",0.11,0.0,0.22,0.02,0.05,0.59,0.01,"[1370, 810, 85, 112]",0.08,0.04,0.15,0.26,0.36,0.1,0.01,,,,,,,,,video_0994,98,2,50,49,23.972575346379088,4.0880046713380045,2025-01-29T21:03:27.859305
