,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[766, 228, 29, 33]",0.34,0.0,0.06,0.11,0.04,0.4,0.05,,,,,,,,,,,,,,,,,video_0679,37,2,30,18,29.959878419452888,1.234984984984985,2025-01-29T20:43:38.297444
1,"[941, 51, 116, 167]",0.47,0.0,0.36,0.02,0.12,0.01,0.02,,,,,,,,,,,,,,,,,video_0679,37,2,30,18,29.959878419452888,1.234984984984985,2025-01-29T20:43:38.297444
2,"[926, 45, 126, 177]",0.48,0.0,0.26,0.03,0.2,0.01,0.02,"[1133, 460, 28, 32]",0.81,0.0,0.02,0.07,0.03,0.05,0.03,,,,,,,,,video_0679,37,2,30,18,29.959878419452888,1.234984984984985,2025-01-29T20:43:38.297444
3,"[924, 43, 127, 170]",0.74,0.0,0.08,0.03,0.05,0.09,0.01,"[1133, 459, 32, 39]",0.49,0.0,0.04,0.06,0.16,0.1,0.15,"[1135, 420, 26, 30]",0.91,0.0,0.02,0.01,0.02,0.03,0.02,video_0679,37,2,30,18,29.959878419452888,1.234984984984985,2025-01-29T20:43:38.297444
4,"[912, 37, 135, 174]",0.33,0.0,0.03,0.36,0.03,0.22,0.02,"[450, 506, 54, 73]",0.36,0.0,0.1,0.03,0.17,0.12,0.21,,,,,,,,,video_0679,37,2,30,18,29.959878419452888,1.234984984984985,2025-01-29T20:43:38.297444
5,"[909, 35, 136, 177]",0.24,0.0,0.01,0.57,0.01,0.16,0.01,,,,,,,,,,,,,,,,,video_0679,37,2,30,18,29.959878419452888,1.234984984984985,2025-01-29T20:43:38.297444
6,"[915, 35, 134, 173]",0.32,0.0,0.02,0.57,0.02,0.06,0.0,,,,,,,,,,,,,,,,,video_0679,37,2,30,18,29.959878419452888,1.234984984984985,2025-01-29T20:43:38.297444
7,"[918, 44, 131, 171]",0.27,0.0,0.02,0.63,0.03,0.03,0.01,,,,,,,,,,,,,,,,,video_0679,37,2,30,18,29.959878419452888,1.234984984984985,2025-01-29T20:43:38.297444
8,"[929, 56, 134, 170]",0.44,0.01,0.07,0.26,0.15,0.04,0.02,,,,,,,,,,,,,,,,,video_0679,37,2,30,18,29.959878419452888,1.234984984984985,2025-01-29T20:43:38.297444
9,"[933, 61, 139, 173]",0.29,0.0,0.04,0.43,0.18,0.03,0.03,,,,,,,,,,,,,,,,,video_0679,37,2,30,18,29.959878419452888,1.234984984984985,2025-01-29T20:43:38.297444
10,"[943, 65, 140, 174]",0.48,0.0,0.05,0.21,0.18,0.02,0.05,,,,,,,,,,,,,,,,,video_0679,37,2,30,18,29.959878419452888,1.234984984984985,2025-01-29T20:43:38.297444
11,"[952, 73, 135, 171]",0.37,0.0,0.05,0.13,0.35,0.01,0.08,,,,,,,,,,,,,,,,,video_0679,37,2,30,18,29.959878419452888,1.234984984984985,2025-01-29T20:43:38.297444
12,"[951, 70, 143, 182]",0.52,0.0,0.06,0.03,0.19,0.04,0.16,"[1095, 415, 79, 103]",0.12,0.0,0.02,0.02,0.14,0.03,0.68,,,,,,,,,video_0679,37,2,30,18,29.959878419452888,1.234984984984985,2025-01-29T20:43:38.297444
13,"[951, 83, 136, 174]",0.62,0.0,0.07,0.02,0.18,0.02,0.09,,,,,,,,,,,,,,,,,video_0679,37,2,30,18,29.959878419452888,1.234984984984985,2025-01-29T20:43:38.297444
14,"[944, 80, 139, 178]",0.5,0.01,0.06,0.02,0.16,0.05,0.2,,,,,,,,,,,,,,,,,video_0679,37,2,30,18,29.959878419452888,1.234984984984985,2025-01-29T20:43:38.297444
15,"[935, 83, 138, 175]",0.49,0.0,0.06,0.03,0.22,0.04,0.15,"[1086, 428, 73, 97]",0.11,0.0,0.03,0.03,0.13,0.09,0.62,,,,,,,,,video_0679,37,2,30,18,29.959878419452888,1.234984984984985,2025-01-29T20:43:38.297444
16,"[922, 85, 138, 174]",0.61,0.0,0.06,0.02,0.2,0.05,0.06,"[1105, 470, 25, 29]",0.75,0.0,0.02,0.05,0.05,0.08,0.04,,,,,,,,,video_0679,37,2,30,18,29.959878419452888,1.234984984984985,2025-01-29T20:43:38.297444
