,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[231, 81, 89, 117]",0.1,0.0,0.04,0.29,0.05,0.0,0.52,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
1,"[236, 81, 89, 117]",0.08,0.0,0.03,0.49,0.05,0.0,0.35,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
2,"[241, 83, 89, 115]",0.05,0.0,0.04,0.46,0.04,0.0,0.4,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
3,"[242, 86, 89, 110]",0.05,0.0,0.04,0.39,0.09,0.0,0.43,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
4,"[240, 85, 89, 112]",0.07,0.0,0.04,0.44,0.07,0.0,0.37,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
5,"[239, 85, 90, 112]",0.05,0.0,0.03,0.45,0.05,0.0,0.41,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
6,"[238, 81, 90, 115]",0.04,0.0,0.01,0.8,0.02,0.0,0.13,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
7,"[238, 81, 89, 114]",0.03,0.0,0.01,0.77,0.01,0.0,0.17,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
8,"[239, 83, 86, 110]",0.04,0.0,0.01,0.79,0.02,0.0,0.14,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
9,"[240, 82, 86, 109]",0.05,0.0,0.01,0.83,0.02,0.0,0.09,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
10,"[238, 80, 88, 113]",0.02,0.0,0.0,0.87,0.01,0.0,0.1,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
11,"[238, 84, 86, 112]",0.05,0.0,0.01,0.69,0.01,0.0,0.23,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
12,"[238, 84, 87, 112]",0.01,0.0,0.0,0.93,0.0,0.01,0.04,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
13,"[236, 81, 89, 116]",0.01,0.0,0.0,0.96,0.0,0.0,0.03,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
14,"[239, 82, 89, 114]",0.02,0.0,0.0,0.62,0.01,0.0,0.35,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
15,"[241, 81, 91, 116]",0.0,0.0,0.0,0.83,0.0,0.0,0.16,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
16,"[234, 84, 90, 116]",0.13,0.0,0.01,0.45,0.03,0.0,0.38,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
17,"[233, 89, 90, 114]",0.1,0.0,0.02,0.54,0.03,0.01,0.3,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
18,"[233, 89, 90, 114]",0.04,0.0,0.0,0.82,0.01,0.0,0.12,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
19,"[233, 89, 90, 113]",0.03,0.0,0.0,0.85,0.01,0.0,0.11,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
20,"[235, 91, 87, 108]",0.02,0.0,0.01,0.63,0.01,0.0,0.32,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
21,"[238, 88, 90, 114]",0.02,0.0,0.01,0.86,0.01,0.0,0.11,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
22,"[240, 89, 90, 112]",0.01,0.0,0.0,0.89,0.01,0.0,0.09,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
23,"[240, 88, 90, 112]",0.06,0.0,0.01,0.6,0.03,0.0,0.3,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
24,"[240, 89, 91, 114]",0.04,0.0,0.01,0.73,0.04,0.0,0.18,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
25,"[239, 87, 91, 115]",0.04,0.0,0.01,0.77,0.03,0.0,0.15,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
26,"[238, 87, 92, 114]",0.03,0.0,0.01,0.8,0.02,0.0,0.14,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
27,"[238, 84, 90, 116]",0.04,0.0,0.0,0.89,0.01,0.0,0.04,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
28,"[240, 88, 90, 113]",0.01,0.0,0.0,0.89,0.01,0.0,0.08,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
29,"[240, 87, 90, 113]",0.02,0.0,0.0,0.84,0.02,0.0,0.12,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
30,"[239, 91, 90, 111]",0.14,0.0,0.05,0.36,0.09,0.0,0.34,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
31,"[231, 87, 95, 118]",0.12,0.0,0.02,0.59,0.06,0.0,0.21,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
32,"[233, 87, 95, 117]",0.09,0.0,0.01,0.75,0.06,0.01,0.09,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
33,"[234, 84, 89, 116]",0.06,0.0,0.01,0.82,0.01,0.0,0.1,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
34,"[236, 86, 85, 110]",0.12,0.0,0.02,0.43,0.03,0.0,0.4,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
35,"[239, 76, 85, 105]",0.17,0.0,0.11,0.09,0.11,0.0,0.52,video_0514,161,4,50,40,29.964416568341303,5.3730397063730395,2025-01-29T20:33:57.624592
