,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[559, 82, 240, 325]",0.08,0.0,0.65,0.0,0.02,0.1,0.14,,,,,,,,,video_0268,106,3,50,35,30.0,3.533333333333333,2025-01-29T20:19:09.068584
1,"[569, 52, 252, 337]",0.04,0.0,0.55,0.0,0.01,0.32,0.08,,,,,,,,,video_0268,106,3,50,35,30.0,3.533333333333333,2025-01-29T20:19:09.068584
2,"[567, 38, 259, 351]",0.14,0.0,0.36,0.04,0.03,0.19,0.25,,,,,,,,,video_0268,106,3,50,35,30.0,3.533333333333333,2025-01-29T20:19:09.068584
3,"[554, 46, 255, 348]",0.05,0.0,0.38,0.01,0.01,0.41,0.14,,,,,,,,,video_0268,106,3,50,35,30.0,3.533333333333333,2025-01-29T20:19:09.068584
4,"[528, 59, 259, 349]",0.07,0.0,0.48,0.02,0.01,0.26,0.16,,,,,,,,,video_0268,106,3,50,35,30.0,3.533333333333333,2025-01-29T20:19:09.068584
5,"[509, 70, 266, 354]",0.09,0.0,0.38,0.01,0.01,0.34,0.17,,,,,,,,,video_0268,106,3,50,35,30.0,3.533333333333333,2025-01-29T20:19:09.068584
6,"[499, 76, 263, 360]",0.07,0.0,0.46,0.02,0.02,0.27,0.17,,,,,,,,,video_0268,106,3,50,35,30.0,3.533333333333333,2025-01-29T20:19:09.068584
7,"[477, 75, 270, 371]",0.09,0.0,0.34,0.02,0.02,0.23,0.3,"[490, 468, 19, 23]",0.01,0.02,0.05,0.13,0.19,0.01,0.6,video_0268,106,3,50,35,30.0,3.533333333333333,2025-01-29T20:19:09.068584
8,"[467, 71, 275, 379]",0.15,0.0,0.3,0.02,0.02,0.26,0.25,,,,,,,,,video_0268,106,3,50,35,30.0,3.533333333333333,2025-01-29T20:19:09.068584
9,"[460, 71, 275, 381]",0.21,0.0,0.32,0.02,0.02,0.17,0.26,,,,,,,,,video_0268,106,3,50,35,30.0,3.533333333333333,2025-01-29T20:19:09.068584
10,"[459, 75, 277, 381]",0.19,0.0,0.14,0.06,0.05,0.08,0.48,,,,,,,,,video_0268,106,3,50,35,30.0,3.533333333333333,2025-01-29T20:19:09.068584
