,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[770, 150, 140, 179]",0.32,0.0,0.07,0.07,0.27,0.1,0.17,video_0044,88,2,50,44,30.0,2.933333333333333,2025-01-29T20:05:24.575285
1,"[769, 144, 140, 180]",0.24,0.0,0.05,0.05,0.35,0.04,0.27,video_0044,88,2,50,44,30.0,2.933333333333333,2025-01-29T20:05:24.575285
2,"[767, 141, 139, 180]",0.16,0.0,0.04,0.1,0.28,0.02,0.41,video_0044,88,2,50,44,30.0,2.933333333333333,2025-01-29T20:05:24.575285
3,"[758, 137, 144, 183]",0.05,0.0,0.02,0.1,0.16,0.01,0.67,video_0044,88,2,50,44,30.0,2.933333333333333,2025-01-29T20:05:24.575285
4,"[759, 132, 138, 181]",0.03,0.0,0.02,0.08,0.18,0.0,0.67,video_0044,88,2,50,44,30.0,2.933333333333333,2025-01-29T20:05:24.575285
5,"[758, 134, 138, 181]",0.03,0.0,0.03,0.09,0.19,0.02,0.64,video_0044,88,2,50,44,30.0,2.933333333333333,2025-01-29T20:05:24.575285
6,"[758, 136, 136, 182]",0.04,0.0,0.04,0.09,0.2,0.03,0.6,video_0044,88,2,50,44,30.0,2.933333333333333,2025-01-29T20:05:24.575285
7,"[756, 141, 136, 180]",0.09,0.0,0.05,0.18,0.21,0.05,0.42,video_0044,88,2,50,44,30.0,2.933333333333333,2025-01-29T20:05:24.575285
8,"[755, 141, 137, 183]",0.06,0.0,0.05,0.3,0.12,0.12,0.34,video_0044,88,2,50,44,30.0,2.933333333333333,2025-01-29T20:05:24.575285
9,"[749, 133, 139, 190]",0.06,0.0,0.09,0.1,0.26,0.08,0.42,video_0044,88,2,50,44,30.0,2.933333333333333,2025-01-29T20:05:24.575285
10,"[753, 140, 138, 188]",0.09,0.0,0.06,0.06,0.21,0.09,0.48,video_0044,88,2,50,44,30.0,2.933333333333333,2025-01-29T20:05:24.575285
11,"[752, 141, 138, 188]",0.12,0.0,0.08,0.04,0.31,0.06,0.4,video_0044,88,2,50,44,30.0,2.933333333333333,2025-01-29T20:05:24.575285
12,"[751, 143, 137, 193]",0.16,0.0,0.09,0.05,0.22,0.09,0.39,video_0044,88,2,50,44,30.0,2.933333333333333,2025-01-29T20:05:24.575285
13,"[750, 145, 137, 193]",0.18,0.0,0.09,0.1,0.21,0.06,0.37,video_0044,88,2,50,44,30.0,2.933333333333333,2025-01-29T20:05:24.575285
14,"[751, 149, 139, 187]",0.17,0.0,0.09,0.08,0.32,0.09,0.26,video_0044,88,2,50,44,30.0,2.933333333333333,2025-01-29T20:05:24.575285
15,"[752, 150, 139, 185]",0.14,0.0,0.09,0.07,0.31,0.08,0.3,video_0044,88,2,50,44,30.0,2.933333333333333,2025-01-29T20:05:24.575285
