,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,video_id,total_frames,sampling_freq,target_frames,actual_frames,fps,duration,timestamp
0,"[671, 143, 202, 245]",0.07,0.0,0.01,0.54,0.02,0.0,0.35,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
1,"[672, 145, 192, 240]",0.01,0.0,0.0,0.86,0.01,0.0,0.12,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
2,"[672, 141, 192, 244]",0.0,0.0,0.0,0.95,0.0,0.0,0.05,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
3,"[672, 136, 191, 248]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
4,"[671, 137, 192, 245]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
5,"[669, 134, 192, 243]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
6,"[669, 135, 188, 240]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
7,"[668, 135, 193, 241]",0.01,0.0,0.0,0.91,0.0,0.0,0.08,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
8,"[669, 139, 192, 235]",0.01,0.0,0.0,0.86,0.01,0.0,0.12,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
9,"[670, 142, 192, 230]",0.04,0.0,0.01,0.71,0.03,0.0,0.22,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
10,"[670, 142, 190, 231]",0.03,0.0,0.01,0.73,0.02,0.0,0.21,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
11,"[671, 142, 189, 228]",0.02,0.0,0.01,0.74,0.02,0.0,0.2,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
12,"[670, 142, 192, 232]",0.02,0.0,0.01,0.8,0.01,0.0,0.16,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
13,"[669, 144, 191, 228]",0.02,0.0,0.01,0.67,0.02,0.0,0.27,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
14,"[666, 144, 196, 233]",0.01,0.0,0.01,0.75,0.03,0.0,0.2,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
15,"[674, 162, 193, 232]",0.04,0.0,0.01,0.53,0.07,0.0,0.35,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
16,"[666, 140, 199, 244]",0.05,0.0,0.02,0.47,0.08,0.01,0.38,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
17,"[671, 143, 197, 240]",0.04,0.0,0.01,0.47,0.02,0.04,0.43,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
18,"[676, 140, 194, 233]",0.03,0.0,0.01,0.52,0.02,0.01,0.41,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
19,"[679, 140, 197, 231]",0.03,0.0,0.01,0.41,0.01,0.0,0.53,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
20,"[680, 139, 196, 232]",0.03,0.0,0.01,0.54,0.01,0.0,0.41,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
21,"[681, 140, 195, 230]",0.03,0.0,0.01,0.47,0.01,0.0,0.48,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
22,"[684, 138, 195, 232]",0.01,0.0,0.0,0.73,0.0,0.01,0.24,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
23,"[682, 139, 195, 229]",0.04,0.0,0.01,0.2,0.02,0.0,0.72,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
24,"[682, 140, 194, 227]",0.07,0.0,0.01,0.23,0.04,0.01,0.65,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
25,"[682, 139, 195, 230]",0.05,0.0,0.01,0.26,0.03,0.01,0.64,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
26,"[684, 138, 196, 230]",0.04,0.0,0.02,0.24,0.02,0.02,0.66,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
27,"[684, 141, 194, 228]",0.04,0.0,0.01,0.36,0.03,0.01,0.56,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
28,"[683, 140, 197, 233]",0.02,0.0,0.01,0.54,0.02,0.0,0.41,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
29,"[684, 138, 203, 240]",0.01,0.0,0.0,0.78,0.01,0.0,0.2,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
30,"[684, 140, 199, 236]",0.01,0.0,0.0,0.73,0.01,0.0,0.25,video_0503,77,2,50,38,23.976023976023978,3.2115416666666663,2025-01-29T20:33:19.463369
